ags,year,election_date,state,state_name,eligible_voters,number_voters,valid_votes,invalid_votes,turnout,cdu,csu,spd,gruene,fdp,linke_pds,afd,npd,rep,die_rechte,dvu,iii_weg,bf_b,ddd,dg,dns,drp,dsu,dkp,kpd,mlpd,sgp,spad,bsa,bwk,x50plus,ab_2000,ad_demokraten,adf,adm,agfg,apd,appd,aufbruch,b,bge,big,bp,buendnis_c,buendnis21,buergerbewegung,bueso,cbv,chance_2000,cm,deutschland,di_b,die_basis,die_humanisten,die_partei,dm,dp,dpd,du,eap,familie,forum,frauen,freie_waehler,fwd,gartenpartei,gb_bhe,gdp,gesundheitsforschung,graue,gvp,hp,liebe,liga,lkr,menschliche_welt,mg,muendige,naturgesetz,nichtwaehler,oedp,offensive_d,oko_union,partei_der_vernunft,pass,patrioten,pbc,pd_f,pdv,piraten,prg,pro_deutschland,pro_dm,rentner,rrp,schill,ssw,statt_partei,team_todenhoefer,tierschutz,tierschutzallianz,unabhaengige,usd,v_partei3,vaa,violetten,volksabstimmung,volt,bsw,mera25,werteunion,verjuengungsforschung,pd_h,buendnis_deutschland,zentrum,cdu_csu,far_right,far_left,far_left_w_linke,flag_briefwahl_agg
03031,1953,1953-09-06,03,Niedersachsen,71511,62870,60726,2144,0.879165443078687,0.216701129314458,0,0.264100524892636,,0.0326864959440115,,,,,,,,,,,0,0.0837124224590425,,,0.00528073803085732,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.231080006362335,,,,,,,,,,0.126626371878479,,,,0.00571019564180054,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.216701129314458,0.0837124224590425,0.00528073803085732,0.00528073803085732,0
03032,1953,1953-09-06,03,Niedersachsen,56358,50804,49219,1585,0.901451435466127,0.268738681993544,0,0.395815290134635,,0.0838122982442327,,,,,,,,,,,0,0.0214353200535391,,,0.0109833871348713,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0654082355720022,,,,,,,,,,0.110660577907251,,,,0.0119478781198331,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.268738681993544,0.0214353200535391,0.0109833871348713,0.0109833871348713,0
03033,1953,1953-09-06,03,Niedersachsen,43151,39776,38640,1136,0.92178628536998,0.204746580852776,0,0.378067176186645,,0.0299426790024135,,,,,,,,,,,0,0.0270766291230893,,,0.0106345534995977,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.158537811745776,,,,,,,,,,0.158914923572003,,,,0.00351971037811746,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.204746580852776,0.0270766291230893,0.0106345534995977,0.0106345534995977,0
03034,1953,1953-09-06,03,Niedersachsen,54304,48562,47618,944,0.894261932822628,0.444977554466455,0,0.306144722210782,,0.0814216877393847,,,,,,,,,,,0,0.028746756723364,,,0.0108726988180059,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0398047856348585,,,,,,,,,,0.0485564844940488,,,,0.0200362423293934,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.444977554466455,0.028746756723364,0.0108726988180059,0.0108726988180059,0
03035,1953,1953-09-06,03,Niedersachsen,60334,55859,53888,1971,0.925829548844764,0.216760056571009,0,0.387457706009775,,0.0588803952809753,,,,,,,,,,,0,0.0220555326804991,,,0.00981041551048175,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.117402746200254,,,,,,,,,,0.149340303263574,,,,0.00300757263824988,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.216760056571009,0.0220555326804991,0.00981041551048175,0.00981041551048175,0
03036,1953,1953-09-06,03,Niedersachsen,25913,24110,23630,480,0.930421024196349,0.643425964330153,0,0.130111986727499,,0.0648278722521775,,,,,,,,,,,0,0.00485275819162173,,,0.00319369556200747,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0350062214848611,,,,,,,,,,0.0972625466611365,,,,0.00141020323517213,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.643425964330153,0.00485275819162173,0.00319369556200747,0.00319369556200747,0
03037,1953,1953-09-06,03,Niedersachsen,30155,27680,27003,677,0.917924059028353,0.198916184971098,0,0.352926300578035,,0.0989161849710983,,,,,,,,,,,0,0.0514450867052023,,,0.00780346820809249,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.121820809248555,,,,,,,,,,0.138619942196532,,,,0.00509393063583815,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.198916184971098,0.0514450867052023,0.00780346820809249,0.00780346820809249,0
03038,1953,1953-09-06,03,Niedersachsen,39767,36502,35275,1227,0.917896748560364,0.26987562325352,0,0.321160484357022,,0.182565338885541,,,,,,,,,,,0,0.0277245082461235,,,0.00471207057147554,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0453399813708838,,,,,,,,,,0.111418552408087,,,,0.00358884444687962,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.26987562325352,0.0277245082461235,0.00471207057147554,0.00471207057147554,0
03039,1953,1953-09-06,03,Niedersachsen,52725,46737,45767,970,0.886429587482219,0.38459892590453,0,0.228619723131566,,0.210090506450992,,,,,,,,,,,0,0.0393264437169694,,,0.00761709138370028,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0408455827288872,,,,,,,,,,0.0582193979074395,,,,0.00992789438774419,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.38459892590453,0.0393264437169694,0.00761709138370028,0.00761709138370028,0
03040,1953,1953-09-06,03,Niedersachsen,75804,70867,69023,1844,0.93487151073822,0.360717964637984,0,0.306955282430468,,0.0405266202887098,,,,,,,,,,,0,0.014985818505087,,,0.00795857027953773,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0481606389433728,,,,,,,,,,0.188578604992451,,,,0.00609592617156081,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.360717964637984,0.014985818505087,0.00795857027953773,0.00795857027953773,0
03041,1953,1953-09-06,03,Niedersachsen,60859,55676,54322,1354,0.91483593223681,0.25195775558589,0,0.371416768446009,,0.0779689632875925,,,,,,,,,,,0,0.0584812127307996,,,0.0103096486816582,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0542424024714419,,,,,,,,,,0.147514189237733,,,,0.00378978374883253,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.25195775558589,0.0584812127307996,0.0103096486816582,0.0103096486816582,0
03042,1953,1953-09-06,03,Niedersachsen,30858,27915,27096,819,0.904627649231966,0.23696937130575,0,0.375819451907577,,0.150779150994089,,,,,,,,,,,0,0.0266881604871933,,,0.016120365394949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0630127171771449,,,,,,,,,,0.0977968833960236,,,,0.00347483431846677,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.23696937130575,0.0266881604871933,0.016120365394949,0.016120365394949,0
03043,1953,1953-09-06,03,Niedersachsen,65741,59961,58585,1376,0.912079219969273,0.237354280282183,0,0.334967729023866,,0.149297043078001,,,,,,,,,,,0,0.0207801737796234,,,0.00577041743800137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0926602291489468,,,,,,,,,,0.134087156651824,,,,0.00213472090191958,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.237354280282183,0.0207801737796234,0.00577041743800137,0.00577041743800137,0
03044,1953,1953-09-06,03,Niedersachsen,60171,54506,53035,1471,0.90585165611341,0.307580816790812,0,0.349778006091073,,0.139580963563644,,,,,,,,,,,0,0.0108428429897626,,,0.0135031005760834,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0489670861923458,,,,,,,,,,0.0992000880636994,,,,0.00355924118445676,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.307580816790812,0.0108428429897626,0.0135031005760834,0.0135031005760834,0
