Endergebnis der Landtagswahl vom 22. März 2026 (Stimmbezirksebene);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Identifikationsschlüssel;"Stimm
bezirk-Id";"Stimmbezirks-
kennzeichen";Bezeichnung;"GUW 
(Gesamt, Urnenwahl,
Wahlschein/Briefwahl)";"Stimmbezirk für repr.
Wahlstatistik";A;A1;A2;A3;B;B1;Wahlbeteiligung;"ungültige 
Wahlkreisstimmen";"ungültige 
Wahlkreisstimmen Prozent";"gültige 
Wahlkreis-
stimmen";"gültige Wahlkreis-
stimmen 
Prozent";SPD;SPD Prozent;CDU;CDU Prozent;GRÜNE;GRÜNE Prozent;AfD;AfD Prozent;FDP;FDP Prozent;FREIE WÄHLER;FREIE WÄHLER Prozent;Die Linke;Die Linke Prozent;Tierschutzpartei;Tierschutzpartei Prozent;Volt;Volt Prozent;ÖDP;ÖDP Prozent;BSW;BSW Prozent;PdH;PdH Prozent;Bastian Ruhl;Bastian Ruhl Prozent;Team Todenhöfer;Team Todenhöfer Prozent;Yunus Emre;Yunus Emre Prozent;Die PARTEI;Die PARTEI Prozent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ungültige Landesstimmen;ungültige Landesstimmen Prozent;gültige Landesstimmen;gültige Landesstimmen Prozent;SPD;SPD Prozent;CDU;CDU Prozent;GRÜNE;GRÜNE Prozent;AfD;AfD Prozent;FDP;FDP Prozent;FREIE WÄHLER;FREIE WÄHLER Prozent;Die Linke;Die Linke Prozent;Tierschutzpartei;Tierschutzpartei Prozent;Volt;Volt Prozent;ÖDP;ÖDP Prozent;BSW;BSW Prozent;PdH;PdH Prozent;Bastian Ruhl;Bastian Ruhl Prozent;Team Todenhöfer;Team Todenhöfer Prozent;Yunus Emre;Yunus Emre Prozent;Die PARTEI;Die PARTEI Prozent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Berechnung Wahlbeteiligung;Zusammenlegung Abgabe Identifikationsschlüssel;Zusammenlegung Grund;Zusammenlegung Aufnahme
4,48317E+12;0;ST;Hengsberg;G;0;403;287;116;0;200;0;78,4;4;2;196;98;42;21,4;71;36,2;;;60;30,6;9;4,6;8;4,1;;;6;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;198;99;36;18,2;69;34,8;7;3,5;63;31,8;5;2,5;4;2;4;2;3;1,5;0;0;1;0,5;6;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4,48317E+12;24;SB;Sportheim Hengsberg;U;0;403;287;116;0;200;0;78,4;4;2;196;98;42;21,4;71;36,2;;;60;30,6;9;4,6;8;4,1;;;6;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;198;99;36;18,2;69;34,8;7;3,5;63;31,8;5;2,5;4;2;4;2;3;1,5;0;0;1;0,5;6;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4,48317E+12;0;ST;Niedersimten;G;0;795;582;213;0;316;0;66,5;7;2,2;309;97,8;69;22,3;58;18,8;;;148;47,9;10;3,2;9;2,9;;;15;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1,3;312;98,7;65;20,8;52;16,7;7;2,2;151;48,4;5;1,6;8;2,6;6;1,9;10;3,2;0;0;0;0;8;2,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4,48317E+12;25;SB;Ehemalige Schule Niedersimten;U;1;795;582;213;0;316;0;66,5;7;2,2;309;97,8;69;22,3;58;18,8;;;148;47,9;10;3,2;9;2,9;;;15;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1,3;312;98,7;65;20,8;52;16,7;7;2,2;151;48,4;5;1,6;8;2,6;6;1,9;10;3,2;0;0;0;0;8;2,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4,48317E+12;0;ST;Winzeln;G;0;1507;907;600;0;1103;543;73,2;22;2;1081;98;238;22;362;33,5;;;288;26,6;56;5,2;76;7;;;61;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1,5;1086;98,5;254;23,4;329;30,3;36;3,3;285;26,2;25;2,3;43;4;32;2,9;34;3,1;9;0,8;2;0,2;37;3,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,48317E+12;26;SB;Schule Winzeln;U;0;1507;907;600;0;560;0;77;15;2,7;545;97,3;114;20,9;170;31,2;;;187;34,3;17;3,1;31;5,7;;;26;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;3;543;97;112;20,6;160;29,5;18;3,3;180;33,1;5;0,9;15;2,8;17;3,1;14;2,6;2;0,4;0;0;20;3,7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4,48317E+12;71;SB;Briefwahl 1;W;0;0;0;0;0;543;543;;7;1,3;536;98,7;124;23,1;192;35,8;;;101;18,8;39;7,3;45;8,4;;;35;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;543;100;142;26,2;169;31,1;18;3,3;105;19,3;20;3,7;28;5,2;15;2,8;20;3,7;7;1,3;2;0,4;17;3,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,48317E+12;0;ST;Gersbach;G;0;1156;702;454;0;893;428;77,2;14;1,6;879;98,4;236;26,8;312;35,5;;;197;22,4;38;4,3;50;5,7;;;46;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1,2;882;98,8;249;28,2;285;32,3;32;3,6;197;22,3;14;1,6;29;3,3;22;2,5;30;3,4;3;0,3;2;0,2;19;2,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,48317E+12;27;SB;Mehrzweckhalle Gersbach;U;0;1156;702;454;0;465;0;79,5;5;1,1;460;98,9;111;24,1;174;37,8;;;123;26,7;16;3,5;20;4,3;;;16;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1,3;459;98,7;115;25,1;157;34,2;11;2,4;124;27;10;2,2;12;2,6;11;2,4;9;2;2;0,4;1;0,2;7;1,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4,48317E+12;76;SB;Briefwahl 6;W;0;0;0;0;0;428;428;;9;2,1;419;97,9;125;29,8;138;32,9;;;74;17,7;22;5,3;30;7,2;;;30;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1,2;423;98,8;134;31,7;128;30,3;21;5;73;17,3;4;0,9;17;4;11;2,6;21;5;1;0,2;1;0,2;12;2,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,48317E+12;0;ST;Windsberg;G;0;555;383;172;0;236;0;73,5;2;0,8;234;99,2;61;26,1;61;26,1;;;73;31,2;17;7,3;8;3,4;;;14;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1,3;233;98,7;62;26,6;50;21,5;5;2,1;78;33,5;6;2,6;8;3,4;9;3,9;11;4,7;1;0,4;0;0;3;1,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4,48317E+12;28;SB;Sängerhalle Windsberg;U;0;555;383;172;0;236;0;73,5;2;0,8;234;99,2;61;26,1;61;26,1;;;73;31,2;17;7,3;8;3,4;;;14;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1,3;233;98,7;62;26,6;50;21,5;5;2,1;78;33,5;6;2,6;8;3,4;9;3,9;11;4,7;1;0,4;0;0;3;1,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4,4834E+12;0;TK;Südwestpfalz, Teilkreis;G;0;39117;22290;16827;0;28993;15996;74,1;478;1,6;28515;98,4;7513;26,3;9975;35;;;6346;22,3;727;2,5;2419;8,5;;;1535;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;1,1;28663;98,9;7432;25,9;9112;31,8;1224;4,3;6590;23;565;2;1394;4,9;758;2,6;767;2,7;178;0,6;95;0,3;515;1,8;33;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;VG;Dahner Felsenland, VG;G;0;11278;6469;4809;0;8598;4565;76,2;120;1,4;8478;98,6;2667;31,5;2680;31,6;;;1589;18,7;150;1,8;963;11,4;;;429;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;1,1;8503;98,9;2331;27,4;2743;32,3;400;4,7;1691;19,9;163;1,9;501;5,9;238;2,8;224;2,6;53;0,6;28;0,3;123;1,4;8;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Bobenthal;G;0;235;133;102;0;194;94;82,6;1;0,5;193;99,5;89;46,1;62;32,1;;;27;14;0;0;9;4,7;;;6;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,5;193;99,5;65;33,7;65;33,7;14;7,3;29;15;5;2,6;6;3,1;2;1;4;2,1;0;0;0;0;3;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Bobenthal;U;0;235;133;102;0;194;94;82,6;1;0,5;193;99,5;89;46,1;62;32,1;;;27;14;0;0;9;4,7;;;6;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,5;193;99,5;65;33,7;65;33,7;14;7,3;29;15;5;2,6;6;3,1;2;1;4;2,1;0;0;0;0;3;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Busenberg;G;0;961;543;418;0;733;396;76,3;12;1,6;721;98,4;315;43,7;134;18,6;;;141;19,6;6;0,8;88;12,2;;;37;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1,6;721;98,4;242;33,6;161;22,3;40;5,5;156;21,6;12;1,7;55;7,6;20;2,8;15;2,1;6;0,8;0;0;14;1,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Busenberg;U;0;961;543;418;0;733;396;76,3;12;1,6;721;98,4;315;43,7;134;18,6;;;141;19,6;6;0,8;88;12,2;;;37;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1,6;721;98,4;242;33,6;161;22,3;40;5,5;156;21,6;12;1,7;55;7,6;20;2,8;15;2,1;6;0,8;0;0;14;1,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Dahn;G;0;3471;1854;1617;0;2540;1535;73,2;36;1,4;2504;98,6;797;31,8;894;35,7;;;410;16,4;47;1,9;221;8,8;;;135;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;1;2515;99;710;28,2;890;35,4;130;5,2;436;17,3;47;1,9;119;4,7;67;2,7;72;2,9;10;0,4;7;0,3;24;1;3;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Dahn,St;U;0;1729;967;762;0;1228;715;71;20;1,6;1208;98,4;370;30,6;443;36,7;;;200;16,6;21;1,7;111;9,2;;;63;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1,4;1211;98,6;328;27,1;439;36,3;61;5;215;17,8;21;1,7;65;5,4;24;2;40;3,3;5;0,4;5;0,4;5;0,4;3;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;2;SB;Dahn,St;U;0;1742;887;855;0;1312;820;75,3;16;1,2;1296;98,8;427;32,9;451;34,8;;;210;16,2;26;2;110;8,5;;;72;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;0,6;1304;99,4;382;29,3;451;34,6;69;5,3;221;16,9;26;2;54;4,1;43;3,3;32;2,5;5;0,4;2;0,2;19;1,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Erfweiler;G;0;940;493;447;0;778;432;82,8;11;1,4;767;98,6;242;31,6;285;37,2;;;115;15;14;1,8;77;10;;;34;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1,2;769;98,8;199;25,9;279;36,3;48;6,2;129;16,8;15;2;38;4,9;29;3,8;12;1,6;5;0,7;3;0,4;12;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Erfweiler;U;0;940;493;447;0;778;432;82,8;11;1,4;767;98,6;242;31,6;285;37,2;;;115;15;14;1,8;77;10;;;34;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1,2;769;98,8;199;25,9;279;36,3;48;6,2;129;16,8;15;2;38;4,9;29;3,8;12;1,6;5;0,7;3;0,4;12;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Erlenbach bei Dahn;G;0;285;194;91;0;217;85;76,1;3;1,4;214;98,6;49;22,9;58;27,1;;;72;33,6;4;1,9;23;10,7;;;8;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;217;100;40;18,4;60;27,6;7;3,2;74;34,1;5;2,3;11;5,1;9;4,1;4;1,8;4;1,8;0;0;3;1,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Erlenbach bei Dahn;U;0;285;194;91;0;217;85;76,1;3;1,4;214;98,6;49;22,9;58;27,1;;;72;33,6;4;1,9;23;10,7;;;8;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;217;100;40;18,4;60;27,6;7;3,2;74;34,1;5;2,3;11;5,1;9;4,1;4;1,8;4;1,8;0;0;3;1,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Fischbach bei Dahn;G;0;1158;676;482;0;861;456;74,4;9;1;852;99;210;24,6;305;35,8;;;202;23,7;15;1,8;74;8,7;;;46;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,6;856;99,4;218;25,5;294;34,3;24;2,8;211;24,6;13;1,5;42;4,9;17;2;23;2,7;3;0,4;1;0,1;10;1,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Fischbach bei Dahn I;U;0;990;577;413;0;734;391;74,1;8;1,1;726;98,9;171;23,6;264;36,4;;;181;24,9;13;1,8;61;8,4;;;36;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,7;729;99,3;182;25;259;35,5;15;2,1;186;25,5;11;1,5;35;4,8;13;1,8;16;2,2;2;0,3;1;0,1;9;1,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;2;SB;Fischbach bei Dahn II;U;0;168;99;69;0;127;65;75,6;1;0,8;126;99,2;39;31;41;32,5;;;21;16,7;2;1,6;13;10,3;;;10;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;127;100;36;28,3;35;27,6;9;7,1;25;19,7;2;1,6;7;5,5;4;3,1;7;5,5;1;0,8;0;0;1;0,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Hirschthal;G;0;68;53;15;0;53;14;77,9;1;1,9;52;98,1;21;40,4;10;19,2;;;15;28,8;0;0;4;7,7;;;2;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,9;52;98,1;16;30,8;9;17,3;6;11,5;15;28,8;0;0;3;5,8;0;0;1;1,9;0;0;2;3,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Hirschthal;U;0;68;53;15;0;53;14;77,9;1;1,9;52;98,1;21;40,4;10;19,2;;;15;28,8;0;0;4;7,7;;;2;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,9;52;98,1;16;30,8;9;17,3;6;11,5;15;28,8;0;0;3;5,8;0;0;1;1,9;0;0;2;3,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Ludwigswinkel;G;0;623;412;211;0;463;200;74,3;3;0,6;460;99,4;135;29,3;151;32,8;;;96;20,9;8;1,7;36;7,8;;;34;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,9;459;99,1;130;28,3;143;31,2;21;4,6;93;20,3;7;1,5;20;4,4;13;2,8;14;3,1;6;1,3;0;0;11;2,4;1;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Ludwigswinkel;U;0;623;412;211;0;463;200;74,3;3;0,6;460;99,4;135;29,3;151;32,8;;;96;20,9;8;1,7;36;7,8;;;34;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,9;459;99,1;130;28,3;143;31,2;21;4,6;93;20,3;7;1,5;20;4,4;13;2,8;14;3,1;6;1,3;0;0;11;2,4;1;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Niederschlettenbach;G;0;223;160;63;0;170;59;76,2;3;1,8;167;98,2;61;36,5;46;27,5;;;29;17,4;1;0,6;22;13,2;;;8;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;170;100;61;35,9;44;25,9;6;3,5;31;18,2;0;0;11;6,5;6;3,5;7;4,1;1;0,6;0;0;3;1,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Niederschlettenbach;U;0;223;160;63;0;170;59;76,2;3;1,8;167;98,2;61;36,5;46;27,5;;;29;17,4;1;0,6;22;13,2;;;8;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;170;100;61;35,9;44;25,9;6;3,5;31;18,2;0;0;11;6,5;6;3,5;7;4,1;1;0,6;0;0;3;1,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Nothweiler;G;0;115;79;36;0;92;34;80;1;1,1;91;98,9;30;33;21;23,1;;;16;17,6;3;3,3;15;16,5;;;6;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;92;100;23;25;25;27,2;3;3,3;19;20,7;4;4,3;10;10,9;2;2,2;3;3,3;1;1,1;0;0;2;2,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;1;SB;Nothweiler;U;0;115;79;36;0;92;34;80;1;1,1;91;98,9;30;33;21;23,1;;;16;17,6;3;3,3;15;16,5;;;6;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;92;100;23;25;25;27,2;3;3,3;19;20,7;4;4,3;10;10,9;2;2,2;3;3,3;1;1,1;0;0;2;2,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
4,4834E+12;0;GD;Rumbach;G;0;333;203;130;0;262;123;78,7;3;1,1;259;98,9;108;41,7;51;19,7;;;40;15,4;4;1,5;40;15,4;;;16;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2,3;256;97,7;97;37,9;51;19,9;9;3,5;43;16,8;5;2;21;8,2;13;5,1;9;3,5;1;0,4;4;1,6;3;1,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
