Endergebnis der Landtagswahl vom 22. März 2026 (Stimmbezirksebene);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Identifikationsschlüssel;"Stimm
bezirk-Id";"Stimmbezirks-
kennzeichen";Bezeichnung;"GUW 
(Gesamt, Urnenwahl,
Wahlschein/Briefwahl)";"Stimmbezirk für repr.
Wahlstatistik";A;A1;A2;A3;B;B1;Wahlbeteiligung;"ungültige 
Wahlkreisstimmen";"ungültige 
Wahlkreisstimmen Prozent";"gültige 
Wahlkreis-
stimmen";"gültige Wahlkreis-
stimmen 
Prozent";SPD;SPD Prozent;CDU;CDU Prozent;GRÜNE;GRÜNE Prozent;AfD;AfD Prozent;FDP;FDP Prozent;FREIE WÄHLER;FREIE WÄHLER Prozent;Die Linke;Die Linke Prozent;Tierschutzpartei;Tierschutzpartei Prozent;Volt;Volt Prozent;ÖDP;ÖDP Prozent;BSW;BSW Prozent;PdH;PdH Prozent;Bastian Ruhl;Bastian Ruhl Prozent;Team Todenhöfer;Team Todenhöfer Prozent;Yunus Emre;Yunus Emre Prozent;Die PARTEI;Die PARTEI Prozent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ungültige Landesstimmen;ungültige Landesstimmen Prozent;gültige Landesstimmen;gültige Landesstimmen Prozent;SPD;SPD Prozent;CDU;CDU Prozent;GRÜNE;GRÜNE Prozent;AfD;AfD Prozent;FDP;FDP Prozent;FREIE WÄHLER;FREIE WÄHLER Prozent;Die Linke;Die Linke Prozent;Tierschutzpartei;Tierschutzpartei Prozent;Volt;Volt Prozent;ÖDP;ÖDP Prozent;BSW;BSW Prozent;PdH;PdH Prozent;Bastian Ruhl;Bastian Ruhl Prozent;Team Todenhöfer;Team Todenhöfer Prozent;Yunus Emre;Yunus Emre Prozent;Die PARTEI;Die PARTEI Prozent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Berechnung Wahlbeteiligung;Zusammenlegung Abgabe Identifikationsschlüssel;Zusammenlegung Grund;Zusammenlegung Aufnahme
2,1614E+12;2;SB;Beltheim-Frankweiler;U;0;202;151;51;0;139;45;71,8;0;0;139;100;30;21,6;58;41,7;4;2,9;20;14,4;6;4,3;9;6,5;3;2,2;;;3;2,2;1;0,7;5;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;139;100;29;20,9;55;39,6;4;2,9;22;15,8;4;2,9;9;6,5;3;2,2;2;1,4;2;1,4;1;0,7;8;5,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2,1614E+12;3;SB;Beltheim-Heyweiler;U;0;141;96;45;0;113;44;80,9;0;0;113;100;39;34,5;30;26,5;4;3,5;26;23;2;1,8;6;5,3;3;2,7;;;1;0,9;0;0;2;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;113;100;41;36,3;26;23;1;0,9;25;22,1;7;6,2;6;5,3;4;3,5;0;0;1;0,9;0;0;2;1,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2,1614E+12;4;SB;Beltheim-Mannebach;U;0;81;70;11;0;66;10;82,7;0;0;66;100;14;21,2;24;36,4;4;6,1;10;15,2;1;1,5;4;6,1;5;7,6;;;2;3;1;1,5;1;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,5;65;98,5;16;24,6;21;32,3;6;9,2;12;18,5;1;1,5;2;3,1;3;4,6;0;0;2;3,1;0;0;2;3,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2,1614E+12;5;SB;Beltheim-Schnellbach;U;0;258;186;72;0;201;68;79,5;1;0,5;200;99,5;50;25;47;23,5;5;2,5;73;36,5;4;2;10;5;4;2;;;1;0,5;0;0;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;199;99;48;24,1;46;23,1;2;1;74;37,2;4;2;6;3;8;4;5;2,5;2;1;0;0;4;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2,1614E+12;6;SB;Beltheim-Sevenich;U;0;123;98;25;0;97;23;80,5;0;0;97;100;12;12,4;38;39,2;6;6,2;22;22,7;2;2,1;3;3,1;11;11,3;;;2;2,1;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;97;100;10;10,3;37;38,1;10;10,3;23;23,7;1;1;2;2,1;10;10,3;0;0;2;2,1;0;0;2;2,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2,1614E+12;7;SB;7Beltheim-Beltheim;W;0;0;0;0;0;236;236;;1;0,4;235;99,6;41;17,4;115;48,9;10;4,3;40;17;4;1,7;13;5,5;4;1,7;;;1;0,4;1;0,4;6;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,4;235;99,6;40;17;108;46;11;4,7;39;16,6;6;2,6;14;6;2;0,9;6;2,6;1;0,4;0;0;8;3,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,1614E+12;0;GD;Braunshorn;G;0;521;366;155;0;401;144;77;3;0,7;398;99,3;75;18,8;180;45,2;14;3,5;76;19,1;13;3,3;19;4,8;12;3;;;1;0,3;2;0,5;6;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1,2;396;98,8;81;20,5;173;43,7;14;3,5;76;19,2;13;3,3;16;4;9;2,3;7;1,8;0;0;2;0,5;5;1,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Braunshorn-Braunshorn;U;0;205;133;72;0;155;65;75,6;2;1,3;153;98,7;28;18,3;70;45,8;4;2,6;34;22,2;3;2;6;3,9;4;2,6;;;0;0;0;0;4;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1,3;153;98,7;28;18,3;69;45,1;4;2,6;34;22,2;3;2;6;3,9;2;1,3;3;2;0;0;0;0;4;2,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;2;SB;Braunshorn-Dudenroth;U;0;108;73;35;0;87;34;80,6;1;1,1;86;98,9;19;22,1;34;39,5;1;1,2;16;18,6;7;8,1;5;5,8;0;0;;;0;0;2;2,3;2;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,1;86;98,9;19;22,1;35;40,7;1;1,2;16;18,6;7;8,1;5;5,8;0;0;1;1,2;0;0;2;2,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;3;SB;Braunshorn-Ebschied;U;0;208;160;48;0;159;45;76,4;0;0;159;100;28;17,6;76;47,8;9;5,7;26;16,4;3;1,9;8;5;8;5;;;1;0,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1,3;157;98,7;34;21,7;69;43,9;9;5,7;26;16,6;3;1,9;5;3,2;7;4,5;3;1,9;0;0;0;0;1;0,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Buch;G;0;688;430;258;0;542;241;78,8;3;0,6;539;99,4;91;16,9;265;49,2;14;2,6;99;18,4;11;2;23;4,3;10;1,9;;;7;1,3;1;0,2;18;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,7;538;99,3;111;20,6;202;37,5;28;5,2;110;20,4;13;2,4;28;5,2;10;1,9;10;1,9;9;1,7;1;0,2;16;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Buch-Buch;U;0;574;360;214;0;450;201;78,4;3;0,7;447;99,3;72;16,1;223;49,9;11;2,5;84;18,8;9;2;20;4,5;8;1,8;;;5;1,1;1;0,2;14;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,9;446;99,1;97;21,7;167;37,4;22;4,9;92;20,6;9;2;23;5,2;9;2;7;1,6;7;1,6;1;0,2;12;2,7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;2;SB;Buch-Mörz;U;0;114;70;44;0;92;40;80,7;0;0;92;100;19;20,7;42;45,7;3;3,3;15;16,3;2;2,2;3;3,3;2;2,2;;;2;2,2;0;0;4;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;92;100;14;15,2;35;38;6;6,5;18;19,6;4;4,3;5;5,4;1;1,1;3;3,3;2;2,2;0;0;4;4,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Gödenroth;G;0;351;258;93;0;286;89;81,5;4;1,4;282;98,6;97;34,4;67;23,8;26;9,2;46;16,3;1;0,4;17;6;14;5;;;6;2,1;2;0,7;6;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;283;99;99;35;63;22,3;25;8,8;47;16,6;1;0,4;15;5,3;14;4,9;4;1,4;5;1,8;3;1,1;7;2,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Gödenroth;U;0;351;258;93;0;286;89;81,5;4;1,4;282;98,6;97;34,4;67;23,8;26;9,2;46;16,3;1;0,4;17;6;14;5;;;6;2,1;2;0,7;6;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;283;99;99;35;63;22,3;25;8,8;47;16,6;1;0,4;15;5,3;14;4,9;4;1,4;5;1,8;3;1,1;7;2,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Hasselbach;G;0;164;122;42;0;121;36;73,8;3;2,5;118;97,5;35;29,7;37;31,4;4;3,4;18;15,3;1;0,8;4;3,4;8;6,8;;;4;3,4;1;0,8;6;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1,7;119;98,3;39;32,8;32;26,9;7;5,9;18;15,1;4;3,4;4;3,4;8;6,7;1;0,8;2;1,7;1;0,8;3;2,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Hasselbach;U;0;164;122;42;0;121;36;73,8;3;2,5;118;97,5;35;29,7;37;31,4;4;3,4;18;15,3;1;0,8;4;3,4;8;6,8;;;4;3,4;1;0,8;6;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1,7;119;98,3;39;32,8;32;26,9;7;5,9;18;15,1;4;3,4;4;3,4;8;6,7;1;0,8;2;1,7;1;0,8;3;2,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Hollnich;G;0;234;145;89;0;180;88;76,9;2;1,1;178;98,9;41;23;51;28,7;16;9;32;18;5;2,8;15;8,4;4;2,2;;;4;2,2;3;1,7;7;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,6;179;99,4;38;21,2;48;26,8;19;10,6;35;19,6;3;1,7;15;8,4;8;4,5;4;2,2;4;2,2;0;0;5;2,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Hollnich;U;0;234;145;89;0;180;88;76,9;2;1,1;178;98,9;41;23;51;28,7;16;9;32;18;5;2,8;15;8,4;4;2,2;;;4;2,2;3;1,7;7;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,6;179;99,4;38;21,2;48;26,8;19;10,6;35;19,6;3;1,7;15;8,4;8;4,5;4;2,2;4;2,2;0;0;5;2,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Kastellaun;G;0;4184;2580;1604;0;2709;1523;64,7;26;1;2683;99;517;19,3;938;35;123;4,6;681;25,4;63;2,3;119;4,4;102;3,8;;;25;0,9;13;0,5;102;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;1;2683;99;519;19,3;854;31,8;158;5,9;689;25,7;64;2,4;113;4,2;113;4,2;29;1,1;26;1;15;0,6;102;3,8;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Kastellaun,St;U;0;1481;912;569;0;430;1;67,4;2;0,5;428;99,5;58;13,6;104;24,3;14;3,3;183;42,8;9;2,1;16;3,7;13;3;;;3;0,7;2;0,5;26;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1,2;425;98,8;49;11,5;100;23,5;16;3,8;181;42,6;10;2,4;15;3,5;21;4,9;4;0,9;2;0,5;3;0,7;24;5,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2,1614E+12;2;SB;Kastellaun,St;U;0;1320;809;511;0;423;2;70,6;7;1,7;416;98,3;57;13,7;122;29,3;13;3,1;158;38;8;1,9;15;3,6;19;4,6;;;1;0,2;0;0;23;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1,2;418;98,8;60;14,4;113;27;14;3,3;162;38,8;9;2,2;12;2,9;16;3,8;4;1;5;1,2;0;0;23;5,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2,1614E+12;3;SB;Kastellaun,St;U;0;1383;859;524;0;336;0;62,2;5;1,5;331;98,5;65;19,6;90;27,2;15;4,5;115;34,7;9;2,7;6;1,8;17;5,1;;;3;0,9;1;0,3;10;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1,2;332;98,8;66;19,9;69;20,8;25;7,5;112;33,7;6;1,8;6;1,8;20;6;5;1,5;4;1,2;3;0,9;16;4,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
2,1614E+12;5;SB;Kastellaun,St;W;0;0;0;0;0;777;777;;6;0,8;771;99,2;160;20,8;328;42,5;48;6,2;122;15,8;16;2,1;36;4,7;22;2,9;;;9;1,2;4;0,5;26;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,6;772;99,4;159;20,6;305;39,5;54;7;129;16,7;19;2,5;39;5,1;23;3;9;1,2;8;1;5;0,6;22;2,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,1614E+12;6;SB;Kastellaun,St;W;0;0;0;0;0;743;743;;6;0,8;737;99,2;177;24;294;39,9;33;4,5;103;14;21;2,8;46;6,2;31;4,2;;;9;1,2;6;0,8;17;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0,9;736;99,1;185;25,1;267;36,3;49;6,7;105;14,3;20;2,7;41;5,6;33;4,5;7;1;7;1;4;0,5;17;2,3;1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,1614E+12;0;GD;Korweiler;G;0;71;48;23;0;63;23;88,7;2;3,2;61;96,8;13;21,3;18;29,5;4;6,6;13;21,3;2;3,3;7;11,5;1;1,6;;;0;0;0;0;3;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,6;62;98,4;9;14,5;22;35,5;4;6,5;14;22,6;1;1,6;7;11,3;1;1,6;1;1,6;0;0;0;0;3;4,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Korweiler;U;0;71;48;23;0;63;23;88,7;2;3,2;61;96,8;13;21,3;18;29,5;4;6,6;13;21,3;2;3,3;7;11,5;1;1,6;;;0;0;0;0;3;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,6;62;98,4;9;14,5;22;35,5;4;6,5;14;22,6;1;1,6;7;11,3;1;1,6;1;1,6;0;0;0;0;3;4,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Michelbach;G;0;151;104;47;0;125;45;82,8;3;2,4;122;97,6;42;34,4;38;31,1;10;8,2;12;9,8;5;4,1;3;2,5;10;8,2;;;0;0;1;0,8;1;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1,6;123;98,4;46;37,4;34;27,6;8;6,5;13;10,6;6;4,9;5;4,1;8;6,5;0;0;0;0;2;1,6;1;0,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Michelbach;U;0;151;104;47;0;125;45;82,8;3;2,4;122;97,6;42;34,4;38;31,1;10;8,2;12;9,8;5;4,1;3;2,5;10;8,2;;;0;0;1;0,8;1;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1,6;123;98,4;46;37,4;34;27,6;8;6,5;13;10,6;6;4,9;5;4,1;8;6,5;0;0;0;0;2;1,6;1;0,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Roth;G;0;201;132;69;0;156;67;77,6;2;1,3;154;98,7;45;29,2;34;22,1;7;4,5;31;20,1;4;2,6;13;8,4;9;5,8;;;2;1,3;3;1,9;6;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1,3;154;98,7;50;32,5;34;22,1;9;5,8;34;22,1;3;1,9;8;5,2;8;5,2;2;1,3;1;0,6;2;1,3;3;1,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Roth;U;0;201;132;69;0;156;67;77,6;2;1,3;154;98,7;45;29,2;34;22,1;7;4,5;31;20,1;4;2,6;13;8,4;9;5,8;;;2;1,3;3;1,9;6;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1,3;154;98,7;50;32,5;34;22,1;9;5,8;34;22,1;3;1,9;8;5,2;8;5,2;2;1,3;1;0,6;2;1,3;3;1,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Spesenroth;G;0;141;104;37;0;118;36;83,7;0;0;118;100;26;22;36;30,5;3;2,5;12;10,2;3;2,5;29;24,6;4;3,4;;;3;2,5;1;0,8;1;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;118;100;30;25,4;30;25,4;4;3,4;11;9,3;3;2,5;26;22;6;5,1;2;1,7;3;2,5;0;0;3;2,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Spesenroth;U;0;141;104;37;0;118;36;83,7;0;0;118;100;26;22;36;30,5;3;2,5;12;10,2;3;2,5;29;24,6;4;3,4;;;3;2,5;1;0,8;1;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;118;100;30;25,4;30;25,4;4;3,4;11;9,3;3;2,5;26;22;6;5,1;2;1,7;3;2,5;0;0;3;2,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;0;GD;Uhler;G;0;281;224;57;0;209;56;74,4;1;0,5;208;99,5;75;36,1;58;27,9;9;4,3;47;22,6;2;1;2;1;4;1,9;;;2;1;4;1,9;5;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;207;99;72;34,8;45;21,7;12;5,8;53;25,6;5;2,4;5;2,4;5;2,4;1;0,5;1;0,5;3;1,4;5;2,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,1614E+12;1;SB;Uhler;U;0;281;224;57;0;209;56;74,4;1;0,5;208;99,5;75;36,1;58;27,9;9;4,3;47;22,6;2;1;2;1;4;1,9;;;2;1;4;1,9;5;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;207;99;72;34,8;45;21,7;12;5,8;53;25,6;5;2,4;5;2,4;5;2,4;1;0,5;1;0,5;3;1,4;5;2,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
