county_code,year,share_65plus,median_age,share_foreign,share_female,gdp_per_capita,share_primary_sector,share_secondary_sector,share_tertiary_sector,share_micro_enterprises,share_large_enterprises,unemployment_rate,share_longterm_unemployed,youth_unemployment_rate,share_abitur,share_no_degree,students_per_100,apprentices_per_100,purchasing_power,share_low_income_hh,physician_density,hospital_beds_per_capita,gp_density,childcare_under3,childcare_3to6,building_permits_per_capita,rent_level,living_space_per_capita,cars_per_capita,municipal_debt_per_capita,tax_revenue_per_capita
01001,1995.0,17.45,40.22,7.76,51.88,30.35,,,,,,,25.41,,32.79,8.14,62.54,,,,,,,,,2.43,,,437.11,,469.05
01001,1996.0,17.41,40.39,8.33,51.86,30.08,,,,,,,23.16,,30.4,7.9,58.4,,,,,,,,,3.58,,,444.73,,522.86
01001,1997.0,17.37,40.56,10.23,51.69,32.34,,,,,,,29.36,,32.42,7.61,57.81,,,,,,,,,3.9,,,452.53,,475.4
01001,1998.0,17.38,40.77,8.45,51.73,34.34,,,,,,14.6,39.71,,28.48,8.89,56.17,,,,,,,,,6.17,,,457.0,,524.75
01001,1999.0,17.54,40.93,8.65,51.72,32.49,,,,,,13.0,39.3,,32.88,8.82,58.28,,,,,,,,,4.93,,,454.05,,550.08
01001,2000.0,17.61,40.97,8.32,51.68,29.51,0.03,24.36,75.61,,,11.84,34.51,,33.91,7.27,58.76,,,,,,,,,2.5,,,454.35,,511.62
01001,2001.0,17.81,41.03,8.24,51.58,29.18,0.03,20.92,79.05,,,12.12,28.7,,30.59,8.45,65.37,,,,,,,,,3.36,,,466.07,,463.49
01001,2002.0,18.15,41.13,8.17,51.6,31.12,0.02,24.17,75.81,,,12.09,29.8,,31.77,10.61,69.15,,,,,,,,,2.88,,,472.81,,431.42
01001,2003.0,18.44,41.18,8.14,51.44,31.71,0.02,25.23,74.75,,,13.68,31.19,,31.04,7.54,73.08,,,,,,,,,2.32,,,471.28,,431.85
01001,2004.0,18.76,41.2,8.21,51.24,33.44,0.02,27.97,72.01,,,14.02,36.1,,32.74,8.63,73.41,,,,,10.09,,,,2.29,,,472.31,,473.53
01001,2005.0,19.11,41.25,8.23,51.25,33.7,0.02,25.63,74.35,,,18.28,33.23,,35.79,9.29,75.22,,,,,10.2,,,,3.42,,,523.86,,475.88
01001,2006.0,19.41,41.38,8.15,51.1,34.88,0.02,25.78,74.2,86.43,0.51,15.39,42.54,,33.81,8.9,74.85,,,,,9.87,,8.94,89.73,3.15,,,607.15,,542.58
01001,2007.0,19.36,41.31,8.05,50.83,34.76,0.02,25.42,74.55,86.12,0.48,12.5,34.99,,36.11,9.01,72.18,,,,,9.74,,8.73,85.46,1.83,,,598.39,,596.46
01001,2008.0,19.4,41.34,8.18,50.66,35.01,0.03,23.27,76.7,85.88,0.48,11.46,29.59,11.46,38.46,7.22,71.16,,,,,9.64,,10.4,86.12,1.17,,,418.3,,572.0
01001,2009.0,19.6,41.52,7.83,50.68,33.83,0.02,18.72,81.26,85.91,0.44,12.94,25.57,11.68,41.8,7.17,73.2,,,,,9.89,,16.09,87.25,1.34,,,428.72,,525.42
01001,2010.0,19.56,41.63,7.72,50.7,33.95,0.02,19.42,80.57,85.46,0.41,12.7,28.83,11.38,42.76,6.7,74.9,12.95,,,,9.37,,17.9,90.67,2.2,5.35,,436.73,895.26,495.34
01001,2011.0,20.61,42.57,6.29,50.83,36.81,0.05,20.06,79.9,85.29,0.44,11.89,30.61,10.83,45.06,6.77,92.03,13.64,,,,10.27,,26.71,98.59,3.86,5.5,45.58,476.9,1138.33,599.33
01001,2012.0,20.63,42.54,6.52,50.84,37.44,0.03,20.34,79.64,84.88,0.49,11.34,31.93,10.53,42.28,6.11,92.42,12.2,,,,10.16,,28.38,98.43,3.08,5.65,45.45,472.47,1326.3,636.53
01001,2013.0,20.62,42.59,7.02,50.76,37.58,0.03,20.38,79.59,84.07,0.59,11.1,33.81,10.0,42.51,7.57,92.48,12.45,19570.15,35.87,,10.12,,30.89,99.66,2.99,5.84,45.47,474.45,1359.0,643.31
01001,2014.0,20.61,42.63,7.92,50.62,37.58,0.04,18.97,80.99,84.54,0.54,10.55,36.43,10.08,40.97,6.07,92.47,12.63,19920.07,35.67,,10.19,,33.77,98.06,3.8,5.96,45.25,474.44,1488.57,595.51
01001,2015.0,20.45,42.47,9.68,50.24,39.19,0.04,20.94,79.02,83.12,0.62,9.96,36.24,9.02,44.16,8.53,91.04,12.45,20233.58,35.24,22.78,9.88,7.21,34.76,92.68,4.05,6.0,44.89,475.54,1308.14,674.35
01001,2016.0,20.29,42.27,11.72,50.11,39.54,0.03,21.35,78.63,83.5,0.63,9.03,32.73,8.74,59.3,5.18,89.9,12.12,20823.11,34.75,22.13,9.47,7.61,33.17,95.4,7.37,6.52,44.43,473.97,1486.22,727.31
01001,2017.0,20.23,42.17,13.27,50.2,41.41,0.01,21.87,78.12,83.47,0.57,8.95,31.83,7.95,47.4,8.46,91.24,13.19,21225.55,34.09,21.66,9.72,7.32,35.24,92.52,7.98,6.75,44.08,478.1,1282.45,767.27
01001,2018.0,20.1,42.03,14.19,50.17,41.69,0.01,21.43,78.56,82.77,0.6,8.31,33.3,7.03,42.96,7.04,90.23,12.66,21307.34,33.18,21.48,9.2,7.35,35.41,91.12,8.95,6.96,44.44,481.26,1115.11,797.7
01001,2019.0,20.14,42.0,15.21,50.2,44.05,0.01,23.32,76.68,80.28,0.68,7.96,30.58,6.52,45.48,8.57,89.77,12.28,20920.62,32.02,21.27,10.36,7.08,36.11,89.67,4.81,7.35,44.57,486.03,913.41,825.05
01001,2020.0,20.32,42.13,15.79,50.19,43.47,0.01,21.36,78.63,79.49,0.67,9.06,30.05,7.6,43.82,7.53,95.73,13.32,21904.95,31.08,21.07,9.14,6.87,37.8,92.68,4.4,7.61,45.28,495.43,,
01001,2021.0,20.19,42.04,16.99,50.24,43.26,0.01,20.05,79.95,79.18,0.72,8.45,39.21,6.59,45.34,8.81,95.64,11.99,22555.19,29.96,20.72,9.1,6.61,,,1.79,7.75,44.94,494.21,,
01001,2022.0,19.95,41.95,18.46,50.43,,,,,79.41,0.68,,35.59,5.61,43.87,8.09,,11.74,,,20.39,,6.51,,,2.3,8.49,44.45,491.5,,
01002,1995.0,16.43,40.05,8.32,51.65,30.48,,,,,,,33.46,,30.26,8.8,125.83,,,,,,,,,4.03,,,430.41,,476.2
01002,1996.0,16.36,40.26,8.51,51.64,30.94,,,,,,,31.71,,29.8,9.3,127.83,,,,,,,,,2.54,,,435.95,,488.81
01002,1997.0,16.21,40.41,8.24,51.65,31.58,,,,,,,34.23,,31.39,9.68,132.57,,,,,,,,,5.74,,,441.5,,497.63
01002,1998.0,16.12,40.61,9.25,51.59,31.87,,,,,,13.9,40.6,,28.39,12.18,129.07,,,,,,,,,3.11,,,441.51,,587.98
01002,1999.0,16.35,40.85,9.47,51.55,32.82,,,,,,12.88,41.42,,29.87,10.34,126.5,,,,,,,,,2.15,,,439.77,,529.03
01002,2000.0,16.55,40.99,9.42,51.5,34.21,0.02,17.84,82.15,,,11.31,38.38,,30.87,11.28,119.77,,,,,,,,,1.1,,,434.58,,526.5
01002,2001.0,16.7,41.06,9.73,51.47,35.17,0.02,19.46,80.52,,,11.12,34.77,,32.79,11.77,118.58,,,,,,,,,1.52,,,443.47,,524.0
01002,2002.0,16.82,41.03,9.62,51.46,33.59,0.02,15.62,84.36,,,11.69,35.17,,31.75,10.63,116.17,,,,,,,,,1.1,,,446.62,,490.04
01002,2003.0,17.18,41.17,9.55,51.42,35.12,0.02,18.51,81.48,,,13.42,36.7,,30.95,9.96,117.8,,,,,,,,,1.27,,,447.8,,453.69
01002,2004.0,17.47,41.23,9.29,51.38,35.05,0.02,16.0,83.98,,,13.61,40.12,,28.75,10.62,116.87,,,,,9.75,,,,1.17,,,447.26,,421.51
01002,2005.0,17.79,41.28,9.35,51.31,35.32,0.02,15.48,84.5,,,16.9,39.97,,30.97,10.12,115.29,,,,,9.48,,,,1.13,,,445.82,,551.43
01002,2006.0,18.1,41.33,9.23,51.23,36.79,0.03,16.56,83.42,87.08,0.55,14.73,51.77,,30.01,11.73,113.92,,,,,9.08,,13.78,86.07,1.39,,,453.67,,657.1
01002,2007.0,18.24,41.35,9.21,51.2,36.52,0.03,14.66,85.31,87.03,0.61,12.63,45.62,,31.44,10.84,111.64,,,,,8.92,,14.65,86.89,1.3,,,454.65,,551.06
01002,2008.0,18.37,41.42,8.9,51.14,38.54,0.03,17.07,82.9,86.4,0.64,11.39,37.77,9.42,36.66,8.88,110.0,,,,,8.97,,16.39,90.19,1.02,,,398.02,,661.56
01002,2009.0,18.46,41.52,8.74,51.08,38.72,0.02,16.54,83.44,86.53,0.59,10.9,36.8,8.27,36.13,7.11,113.16,,,,,8.94,,19.12,89.23,1.3,,,397.48,,574.9
01002,2010.0,18.31,41.57,8.71,51.03,38.14,0.02,15.26,84.72,86.13,0.61,10.75,34.57,7.72,38.88,7.31,115.95,14.67,,,,8.98,,22.63,87.33,1.04,6.03,,402.01,1601.33,560.92
01002,2011.0,18.32,41.3,7.23,51.76,40.17,0.02,16.12,83.85,85.85,0.67,11.06,35.69,8.02,39.18,6.92,115.09,13.19,,,,9.38,,27.32,92.4,1.19,6.42,39.72,412.19,1937.57,617.56
01002,2012.0,18.28,41.35,7.57,51.65,40.25,0.02,16.25,83.73,85.67,0.67,10.12,36.42,7.46,38.55,7.01,112.8,12.84,,,,9.46,,29.67,89.81,1.3,6.48,39.48,415.75,2234.58,561.06
01002,2013.0,18.36,41.43,8.06,51.53,41.9,0.02,16.59,83.39,85.51,0.64,10.2,34.02,8.1,41.45,7.69,115.2,12.85,19836.82,39.47,,9.19,,31.22,93.24,1.52,6.83,39.3,418.58,2114.25,664.43
01002,2014.0,18.4,41.49,8.68,51.46,42.94,0.02,16.22,83.75,85.39,0.64,10.08,38.2,7.62,41.71,7.8,119.11,13.56,20124.65,39.24,,9.32,,34.46,92.52,2.27,7.06,39.16,420.73,2432.62,516.45
01002,2015.0,18.36,41.43,9.84,51.35,42.88,0.02,14.69,85.3,84.23,0.7,9.87,38.68,7.12,44.86,6.54,122.21,13.45,20288.53,38.79,22.95,10.45,6.36,33.46,90.23,1.13,7.02,38.85,421.79,2326.77,710.33
01002,2016.0,18.38,41.44,10.73,51.31,44.1,0.02,17.0,82.98,84.03,0.76,9.66,40.34,6.86,54.35,6.38,124.98,13.55,21046.92,38.3,23.05,9.84,6.8,34.31,92.08,2.82,7.35,38.81,427.41,2284.63,709.39
01002,2017.0,18.5,41.53,11.26,51.28,45.92,0.02,17.24,82.73,83.69,0.78,9.08,37.76,6.55,46.46,7.32,127.86,13.42,21568.05,37.61,23.01,10.07,6.73,34.85,91.04,2.0,7.72,38.89,435.51,2269.38,755.34
01002,2018.0,18.57,41.59,11.54,51.3,47.93,0.01,17.17,82.81,83.3,0.75,8.18,38.43,5.59,45.64,8.58,130.83,12.66,21563.44,36.66,22.9,9.97,6.66,35.41,89.97,2.92,8.11,39.08,440.53,2007.59,842.39
01002,2019.0,18.75,41.72,11.99,51.3,49.21,0.02,16.83,83.14,81.08,0.81,7.59,36.47,4.87,43.07,9.02,133.95,12.84,21222.14,35.45,22.78,10.0,6.57,35.61,90.78,2.61,8.38,39.4,446.35,2176.27,842.08
01002,2020.0,18.89,41.83,12.15,51.32,48.77,0.02,16.86,83.11,80.69,0.79,8.48,35.32,5.36,43.26,8.71,136.59,14.19,22194.52,34.46,22.91,13.46,6.58,36.33,89.99,5.7,8.46,39.57,450.59,,
01002,2021.0,19.02,41.9,12.5,51.32,50.57,0.02,16.13,83.85,80.56,0.81,8.0,42.71,4.62,43.42,8.48,138.04,13.42,22918.42,33.64,23.62,13.84,6.76,,,2.86,8.93,39.82,455.66,,
01002,2022.0,18.98,41.85,13.57,51.5,,,,,80.09,0.81,,38.42,4.72,43.97,9.34,,13.38,,,23.48,,6.72,,,1.51,9.64,39.71,452.75,,
01003,1995.0,19.06,41.78,8.41,52.75,24.4,,,,,,,29.44,,24.88,10.84,30.65,,,,,,,,,6.42,,,430.64,,471.95
01003,1996.0,19.03,41.94,8.75,52.76,25.52,,,,,,,30.9,,22.14,11.71,31.63,,,,,,,,,2.47,,,445.29,,428.38
01003,1997.0,18.95,42.03,8.79,52.71,25.75,,,,,,,35.38,,21.6,13.88,32.44,,,,,,,,,4.4,,,450.34,,436.05
01003,1998.0,19.01,42.23,9.14,52.69,25.9,,,,,,13.41,41.78,,20.75,13.8,32.02,,,,,,,,,4.85,,,452.78,,473.47
01003,1999.0,19.31,42.42,9.12,52.64,26.17,,,,,,13.42,43.43,,24.04,12.0,18.39,,,,,,,,,1.97,,,440.52,,489.3
01003,2000.0,19.67,42.56,9.11,52.61,29.3,0.15,20.89,78.96,,,12.6,42.56,,23.41,13.4,32.11,,,,,,,,,1.59,,,438.88,,436.56
01003,2001.0,20.03,42.68,9.04,52.59,30.02,0.15,19.26,80.59,,,12.26,38.29,,24.78,14.42,32.33,,,,,,,,,1.4,,,448.58,,429.66
01003,2002.0,20.4,42.82,8.93,52.57,30.51,0.13,21.4,78.47,,,12.62,36.4,,21.33,13.72,32.06,,,,,,,,,1.53,,,450.86,,423.37
01003,2003.0,20.82,42.94,8.78,52.48,31.65,0.12,23.69,76.19,,,13.68,35.55,,23.47,11.9,34.72,,,,,,,,,3.62,,,450.24,,391.39
01003,2004.0,21.35,43.12,8.47,52.51,31.16,0.14,20.85,79.01,,,13.98,39.57,,22.94,11.72,34.83,,,,,8.97,,,,1.7,,,455.11,,417.76
01003,2005.0,21.9,43.26,8.48,52.44,31.74,0.1,20.43,79.47,,,18.31,35.74,,22.85,13.41,38.16,,,,,8.98,,,,1.37,,,456.52,,419.29
01003,2006.0,22.45,43.44,8.1,52.42,32.1,0.13,22.38,77.49,88.81,0.46,15.23,52.05,,23.56,12.17,39.76,,,,,8.81,,10.02,80.98,3.17,,,462.72,,454.8
01003,2007.0,22.66,43.52,7.99,52.41,33.35,0.12,23.26,76.62,88.45,0.5,13.12,45.65,,24.53,10.65,42.46,,,,,8.81,,10.58,76.5,1.13,,,463.42,,517.25
01003,2008.0,22.92,43.67,7.62,52.35,33.85,0.14,20.83,79.03,88.06,0.49,12.22,43.28,13.0,27.02,9.76,42.6,,,,,8.79,,12.24,76.81,3.32,,,407.04,,546.61
01003,2009.0,23.13,43.79,6.99,52.46,33.02,0.09,18.86,81.05,87.92,0.48,12.29,42.6,12.61,27.66,7.67,43.28,,,,,9.0,,11.77,80.09,1.69,,,409.23,,484.73
01003,2010.0,22.98,43.89,6.94,52.41,34.84,0.13,20.54,79.33,87.95,0.49,11.17,41.07,11.96,29.72,8.69,45.44,15.64,,,,8.96,,17.83,80.34,4.05,6.31,,411.96,3369.43,473.29
01003,2011.0,23.09,44.31,6.37,52.51,35.84,0.13,20.83,79.04,87.49,0.5,11.01,36.85,11.03,28.92,9.72,49.54,14.7,,,,8.57,,24.4,84.93,2.06,6.31,40.51,418.1,3477.76,563.82
01003,2012.0,23.12,44.42,6.59,52.38,36.98,0.11,22.47,77.42,87.31,0.47,10.42,39.09,9.67,31.2,9.57,49.14,14.43,,,,8.07,,26.93,87.55,1.62,6.46,40.53,423.47,3588.86,527.49
01003,2013.0,23.07,44.45,7.07,52.25,37.73,0.12,23.28,76.6,86.82,0.49,10.4,34.92,10.1,30.67,8.57,50.05,14.18,20770.74,38.22,,7.91,,29.16,89.34,1.46,6.72,40.36,427.42,3653.27,594.3
01003,2014.0,23.16,44.51,7.59,52.19,36.57,0.14,22.55,77.3,86.87,0.48,10.13,37.42,9.01,33.35,11.53,50.94,15.38,21049.44,37.99,,8.02,,30.96,89.81,3.69,6.98,40.29,428.28,3695.59,608.57
01003,2015.0,23.1,44.51,8.45,52.05,37.98,0.1,21.93,77.97,85.87,0.51,9.9,38.39,8.22,33.99,9.6,51.71,15.42,21291.05,37.54,21.99,8.13,6.31,34.25,90.23,3.09,7.12,40.01,431.48,3643.8,602.14
01003,2016.0,23.16,44.58,9.18,52.05,37.23,0.07,23.65,76.27,85.89,0.5,9.07,38.5,7.06,48.31,7.52,56.29,15.94,22163.25,37.04,21.85,9.15,6.74,34.04,92.28,5.42,7.45,40.27,437.01,3421.67,659.86
01003,2017.0,23.22,44.69,9.67,51.98,42.35,0.1,24.01,75.88,85.45,0.53,8.6,36.28,6.97,36.81,11.1,60.14,16.33,22673.06,36.35,21.68,9.13,6.78,34.33,92.29,3.05,7.82,40.5,443.93,3039.78,724.77
01003,2018.0,23.2,44.7,10.12,51.95,43.33,0.08,23.74,76.19,85.35,0.59,7.78,35.72,6.31,39.73,9.97,63.65,15.01,22707.65,35.41,21.62,9.18,6.77,35.31,93.45,3.77,8.05,40.48,448.05,2839.54,785.58
01003,2019.0,23.34,44.78,10.62,51.95,45.5,0.09,23.76,76.15,83.9,0.57,7.28,34.28,6.2,38.23,11.84,67.0,14.88,22350.78,34.22,21.73,8.99,6.86,36.88,91.15,3.38,8.52,40.92,454.81,2508.9,840.28
01003,2020.0,23.51,44.92,10.84,51.99,44.57,0.09,27.86,72.05,82.98,0.63,8.14,33.29,7.43,38.9,10.37,71.95,16.31,23343.36,33.25,21.82,3.98,6.87,37.52,90.9,3.25,8.78,41.45,461.75,,
01003,2021.0,23.55,44.95,11.21,51.91,47.31,0.09,24.38,75.53,82.77,0.65,8.08,41.39,6.55,38.75,8.28,79.64,14.71,24127.79,31.96,22.44,4.07,6.81,,,4.35,9.24,41.7,467.65,,
01003,2022.0,23.42,44.89,12.52,51.98,,,,,82.57,0.65,,40.27,6.01,38.98,11.34,,15.1,,,22.25,,6.75,,,2.18,10.03,41.7,468.45,,
01004,1995.0,17.24,40.25,6.95,51.85,25.37,,,,,,,26.95,,28.26,11.8,0.0,,,,,,,,,6.55,,,484.92,,447.86
01004,1996.0,17.2,40.38,7.15,51.79,26.35,,,,,,,26.71,,27.73,11.42,0.0,,,,,,,,,3.72,,,492.08,,422.97
01004,1997.0,17.17,40.53,7.47,51.9,26.5,,,,,,,29.55,,25.83,12.03,0.0,,,,,,,,,4.19,,,495.78,,477.99
01004,1998.0,17.13,40.66,7.46,51.78,26.51,,,,,,13.45,34.92,,25.41,15.87,0.0,,,,,,,,,5.97,,,497.72,,495.6
01004,1999.0,17.45,40.95,7.63,51.66,25.54,,,,,,13.39,37.34,,26.88,11.34,0.0,,,,,,,,,4.44,,,499.83,,488.17
01004,2000.0,17.86,41.12,7.36,51.69,26.1,0.16,28.24,71.6,,,12.2,37.02,,28.86,10.39,0.0,,,,,,,,,2.89,,,503.83,,481.28
01004,2001.0,18.21,41.28,7.17,51.71,26.29,0.17,24.35,75.48,,,11.79,33.55,,27.16,10.45,0.0,,,,,,,,,2.9,,,514.5,,460.63
01004,2002.0,18.62,41.44,7.04,51.51,26.53,0.16,24.02,75.82,,,12.07,32.39,,28.16,10.02,0.0,,,,,,,,,1.77,,,514.44,,453.13
01004,2003.0,19.25,41.71,7.07,51.37,28.18,0.15,27.89,71.97,,,13.4,34.13,,24.04,12.59,0.0,,,,,,,,,1.86,,,517.9,,412.97
01004,2004.0,19.83,41.92,6.96,51.25,27.26,0.16,24.59,75.25,,,13.52,39.36,,23.97,11.81,0.0,,,,,8.31,,,,1.27,,,519.37,,434.87
01004,2005.0,20.49,42.15,6.87,51.25,27.55,0.14,24.88,74.97,,,15.65,38.5,,25.09,8.72,0.0,,,,,8.4,,,,1.51,,,524.32,,460.18
01004,2006.0,21.06,42.3,6.98,51.11,29.1,0.1,27.76,72.14,84.85,0.31,14.36,40.07,,27.65,8.88,0.0,,,,,8.05,,5.28,85.0,1.42,,,531.71,,487.13
01004,2007.0,21.39,42.51,6.82,51.02,30.66,0.09,26.89,73.02,84.66,0.33,11.63,37.21,,31.17,8.38,0.0,,,,,7.87,,8.53,85.37,0.9,,,532.74,,517.87
01004,2008.0,21.75,42.68,6.24,51.1,31.18,0.18,23.55,76.27,85.0,0.45,11.0,29.38,12.59,31.21,9.84,0.0,,,,,7.94,,10.16,84.02,1.58,,,470.03,,555.6
01004,2009.0,21.91,42.83,6.21,50.95,30.83,0.49,20.03,79.49,84.81,0.39,11.33,28.91,12.31,35.84,5.81,0.0,,,,,7.96,,14.38,78.26,1.55,,,470.82,,476.87
01004,2010.0,21.78,42.97,6.17,50.89,31.84,0.25,22.6,77.15,84.52,0.48,11.47,31.29,12.24,35.07,5.84,0.0,18.05,,,,8.37,,15.83,81.34,1.33,5.08,,477.59,2281.26,492.0
01004,2011.0,22.07,43.64,6.1,51.08,33.9,0.38,24.61,75.01,84.49,0.45,11.23,34.27,11.37,36.68,7.79,0.0,17.28,,,,8.33,,23.42,89.83,1.33,5.03,43.39,484.97,2054.16,578.77
01004,2012.0,22.28,43.9,5.87,51.21,34.35,0.43,24.43,75.14,84.21,0.47,11.03,36.53,11.79,37.05,5.24,0.0,17.08,,,,8.3,,26.12,92.32,1.23,5.11,43.66,493.48,2096.45,593.92
01004,2013.0,22.44,44.12,6.08,51.23,35.97,0.58,24.35,75.07,83.76,0.48,11.1,36.9,11.5,36.71,8.83,0.0,16.57,19767.69,35.78,,8.72,,27.28,96.64,1.06,5.16,43.73,500.38,2132.1,611.23
01004,2014.0,22.64,44.22,7.06,51.1,37.91,1.02,24.71,74.27,84.39,0.49,10.92,40.23,10.65,44.01,6.07,0.0,16.66,20132.05,35.58,,8.74,,32.4,94.86,1.31,5.27,43.58,500.68,2106.54,617.87
01004,2015.0,22.39,44.02,9.36,50.61,38.33,0.52,24.76,74.72,83.39,0.51,10.23,40.94,9.89,43.71,6.89,0.0,15.38,20417.12,35.15,15.03,8.71,5.24,31.79,93.64,1.84,5.39,42.8,496.34,2048.73,621.73
01004,2016.0,22.47,44.12,10.67,50.5,39.54,0.48,22.11,77.41,83.59,0.5,9.56,39.45,9.51,52.61,6.09,0.0,14.88,21380.54,34.66,16.57,8.62,6.43,28.92,85.85,1.92,5.81,42.71,501.81,1744.05,698.41
01004,2017.0,22.58,44.19,11.01,50.6,42.05,0.48,22.96,76.55,83.46,0.53,9.21,38.32,9.46,44.51,7.21,0.0,16.06,22228.84,33.99,16.32,8.74,6.14,29.33,85.45,2.33,6.12,43.08,513.97,1650.58,775.4
01004,2018.0,22.58,44.25,11.59,50.63,43.16,0.4,23.72,75.87,82.8,0.54,8.34,37.45,8.75,44.58,9.36,0.0,15.68,22311.98,33.09,15.73,8.55,6.07,31.89,85.94,2.86,6.49,43.19,520.17,1530.95,749.66
01004,2019.0,22.6,44.23,12.74,50.47,43.89,0.25,23.06,76.68,80.19,0.52,7.9,35.49,8.09,46.01,10.37,0.0,15.24,21988.87,31.95,15.37,8.53,6.02,31.75,86.29,4.48,6.71,42.98,523.09,1404.43,820.22
01004,2020.0,22.82,44.4,13.17,50.49,45.1,0.21,24.03,75.76,79.31,0.58,8.92,34.69,9.1,47.69,7.23,0.0,17.11,22931.73,31.01,15.02,8.49,5.69,32.28,83.59,3.2,6.85,43.35,530.83,,
01004,2021.0,23.06,44.5,13.51,50.46,48.5,0.24,25.03,74.73,80.16,0.54,8.71,42.67,8.71,45.09,7.36,0.0,16.17,23764.92,29.23,15.16,8.52,5.82,,,2.5,7.5,43.82,543.85,,
01004,2022.0,23.05,44.54,14.15,50.62,,,,,79.86,0.53,,41.14,7.11,43.25,9.51,,16.48,,,15.16,,5.82,,,4.19,7.78,44.05,546.34,,
01051,1995.0,17.28,40.24,2.51,50.96,20.52,,,,,,,21.67,,18.23,11.33,1.68,,,,,,,,,5.43,,,516.71,,403.08
01051,1996.0,17.18,40.23,2.69,50.9,20.68,,,,,,,21.55,,18.33,13.3,4.0,,,,,,,,,7.03,,,519.96,,397.06
01051,1997.0,17.21,40.37,2.54,50.87,21.04,,,,,,,24.5,,18.31,11.22,5.12,,,,,,,,,7.1,,,521.64,,391.58
01051,1998.0,17.29,40.56,2.75,50.89,21.27,,,,,,10.7,29.11,,15.97,12.01,6.0,,,,,,,,,6.69,,,522.06,,454.74
01051,1999.0,17.7,40.79,2.88,50.83,20.18,,,,,,10.02,30.43,,16.8,11.85,6.16,,,,,,,,,6.97,,,525.34,,477.06
01051,2000.0,18.12,41.0,2.92,50.85,22.5,5.07,30.93,64.0,,,8.99,28.23,,17.8,11.89,6.67,,,,,,,,,4.05,,,530.57,,418.92
01051,2001.0,18.63,41.25,2.87,50.88,23.37,5.4,30.32,64.28,,,9.25,24.93,,17.39,13.92,7.36,,,,,,,,,3.18,,,544.56,,405.73
01051,2002.0,19.17,41.51,2.93,50.87,22.91,4.33,29.79,65.89,,,9.2,25.42,,15.97,13.92,7.44,,,,,,,,,3.1,,,549.22,,401.19
01051,2003.0,19.69,41.77,2.97,50.86,21.93,4.61,28.37,67.02,,,10.5,25.45,,15.99,10.6,8.16,,,,,,,,,2.79,,,550.67,,485.29
01051,2004.0,20.53,42.14,3.05,50.87,30.39,3.57,46.79,49.64,,,11.14,33.03,,17.34,10.73,7.29,,,,,5.12,,,,2.6,,,556.38,,397.55
01051,2005.0,21.27,42.47,3.11,50.89,21.36,3.68,27.36,68.97,,,13.74,31.5,,14.99,12.17,8.68,,,,,5.12,,,,1.92,,,562.39,,423.64
01051,2006.0,21.92,42.84,3.14,50.88,23.39,3.83,33.15,63.01,90.7,0.19,11.78,40.33,,16.23,10.05,8.81,,,,,4.87,,5.28,79.36,1.98,,,575.18,,505.51
01051,2007.0,22.37,43.16,3.22,50.83,21.65,4.76,25.85,69.38,90.74,0.18,10.01,37.9,,19.62,9.92,10.31,,,,,4.89,,3.89,77.79,1.54,,,581.02,,519.11
01051,2008.0,22.77,43.46,3.23,50.87,23.98,5.18,31.24,63.58,90.48,0.18,9.66,35.25,11.0,20.4,8.84,10.48,,,,,4.91,,7.67,79.14,1.94,,,512.67,,527.35
01051,2009.0,23.07,43.77,3.33,50.9,22.35,3.75,28.74,67.51,90.01,0.15,9.64,33.79,11.39,20.89,7.2,10.87,,,,,4.93,,7.86,81.37,1.4,,,515.84,,456.83
01051,2010.0,23.03,44.07,3.42,50.8,23.99,3.97,34.32,61.71,90.06,0.16,8.48,28.5,10.34,24.36,7.44,11.15,19.42,,,,5.22,,8.39,79.82,1.93,4.94,,524.41,1269.63,509.78
01051,2011.0,23.07,44.42,2.47,51.01,25.41,4.83,32.56,62.61,89.79,0.16,8.45,23.92,9.53,21.55,9.3,11.89,19.62,,,,5.27,,11.64,82.86,2.03,4.96,52.59,538.25,1469.43,547.02
01051,2012.0,23.28,44.74,2.72,50.95,26.64,4.24,34.88,60.89,89.99,0.16,8.04,26.03,8.99,23.66,9.95,13.21,18.61,,,,5.29,,12.18,86.49,2.58,4.99,52.99,547.78,1395.01,565.31
01051,2013.0,23.55,45.02,3.02,50.91,27.18,4.67,33.58,61.74,89.49,0.16,7.6,27.32,8.2,22.86,8.56,14.36,18.54,20781.91,33.84,,5.3,,15.72,86.74,2.52,5.16,53.37,555.18,1343.22,585.32
01051,2014.0,23.9,45.27,3.51,50.9,28.0,4.67,32.72,62.61,89.7,0.17,7.38,28.17,7.76,24.76,11.25,14.46,19.06,21128.12,33.71,,5.3,,16.27,88.44,2.57,5.45,53.66,560.34,1332.08,697.26
01051,2015.0,24.04,45.43,4.26,50.71,29.69,3.09,36.45,60.46,89.06,0.18,7.34,28.55,8.01,25.85,9.77,15.05,18.96,21347.54,33.34,12.06,5.29,6.23,19.91,89.73,3.14,5.37,53.84,565.35,1253.65,697.11
01051,2016.0,24.27,45.56,5.23,50.67,30.49,3.32,36.13,60.55,88.77,0.19,7.19,30.53,7.86,43.56,8.29,17.03,19.65,22285.64,32.92,12.84,5.26,6.64,18.09,88.71,3.44,5.37,53.96,572.99,1741.4,743.0
