county_code,year,share_65plus,median_age,share_foreign,share_female,gdp_per_capita,share_primary_sector,share_secondary_sector,share_tertiary_sector,share_micro_enterprises,share_large_enterprises,unemployment_rate,share_longterm_unemployed,youth_unemployment_rate,share_abitur,share_no_degree,students_per_100,apprentices_per_100,purchasing_power,share_low_income_hh,physician_density,hospital_beds_per_capita,gp_density,childcare_under3,childcare_3to6,building_permits_per_capita,rent_level,living_space_per_capita,cars_per_capita,municipal_debt_per_capita,tax_revenue_per_capita
03154,1997.0,18.4,41.29,5.6,51.21,13.96,,,,,,,48.24,,17.95,9.77,0.0,,,,,,,,,2.61,,,512.79,,480.78
03154,1998.0,18.38,41.42,5.41,51.2,14.67,,,,,,13.82,51.6,,20.3,8.63,0.0,,,,,,,,,3.09,,,515.72,,547.6
03154,1999.0,18.61,41.59,5.57,51.2,13.62,,,,,,12.75,49.82,,20.22,9.25,0.0,,,,,,,,,4.0,,,525.86,,536.92
03154,2000.0,19.01,41.83,5.61,51.13,14.86,3.48,40.21,56.31,,,11.88,47.44,,19.19,7.92,0.0,,,,,,,,,3.29,,,534.19,,365.44
03154,2001.0,19.38,42.09,5.68,51.04,15.22,3.8,39.79,56.41,,,11.6,42.9,,18.62,8.7,0.0,,,,,,,,,2.8,,,547.69,,364.29
03154,2002.0,19.81,42.34,5.73,51.0,14.17,3.22,35.69,61.09,,,11.3,41.33,,18.07,8.25,0.0,,,,,,,,,3.31,,,554.06,,458.54
03154,2003.0,20.28,42.61,5.75,50.94,14.07,3.0,34.36,62.63,,,11.02,41.54,,18.56,12.09,0.0,,,,,,,,,3.22,,,562.39,,402.17
03154,2004.0,20.83,42.91,5.76,50.88,14.48,3.16,33.28,63.56,,,10.61,43.15,,15.84,6.06,0.0,,,,,8.31,,,,2.34,,,566.35,,403.13
03154,2005.0,21.46,43.26,5.74,50.91,14.77,1.91,35.43,62.67,,,12.53,39.22,,20.43,7.34,0.0,,,,,8.41,,,,1.93,,,571.4,,388.2
03154,2006.0,21.89,43.55,5.74,50.86,14.66,1.96,30.49,67.55,90.42,0.22,12.37,41.52,,20.79,9.27,0.0,,,,,8.0,,7.41,83.59,1.95,,,575.37,,422.37
03154,2007.0,22.18,43.86,5.64,50.87,15.75,2.36,33.02,64.62,89.78,0.22,11.12,45.2,,25.74,4.54,0.0,,,,,7.93,,6.8,86.77,0.58,,,580.58,,489.24
03154,2008.0,22.48,44.17,5.54,50.83,16.78,2.54,34.44,63.02,89.66,0.3,9.14,43.09,9.58,23.91,6.21,0.0,,,,,8.12,,9.94,90.43,0.52,,,516.87,,558.63
03154,2009.0,22.74,44.54,5.54,50.77,16.3,2.13,33.51,64.37,89.16,0.19,9.12,36.1,10.13,27.54,3.76,0.0,,,,,8.0,,11.87,86.86,0.77,,,517.03,,491.37
03154,2010.0,22.8,44.88,5.6,50.74,17.29,2.44,35.51,62.05,88.74,0.23,8.76,35.85,8.74,29.16,5.83,0.0,17.11,,,,7.94,,17.47,87.64,0.89,5.0,,526.82,3060.04,473.07
03154,2011.0,22.94,45.31,3.4,50.96,18.2,3.16,33.22,63.62,88.36,0.3,8.0,40.89,7.55,40.79,5.26,0.0,19.32,,,,8.21,,19.31,91.96,1.28,4.93,52.43,540.13,3317.92,494.79
03154,2012.0,23.03,45.57,3.6,50.79,18.7,2.85,33.52,63.64,87.67,0.31,7.44,41.6,7.34,32.9,5.92,0.0,20.33,,,,8.25,,27.07,89.6,1.56,4.92,52.83,548.53,3538.22,460.88
03154,2013.0,23.2,45.73,3.87,50.71,19.47,3.34,32.89,63.78,87.61,0.31,7.5,43.52,7.0,31.41,5.99,0.0,19.09,21686.33,32.09,,8.43,,29.82,93.52,1.54,4.9,52.96,554.84,3781.48,496.98
03154,2014.0,23.25,45.8,4.4,50.55,19.13,3.14,31.86,65.01,87.52,0.35,7.18,43.38,6.51,32.63,5.01,0.0,20.24,22049.96,31.9,,8.5,,29.6,93.38,3.07,4.93,52.95,559.15,3685.72,559.95
03154,2015.0,23.21,45.74,5.32,50.43,18.95,2.52,28.44,69.04,86.36,0.32,7.01,46.53,5.99,33.21,8.78,0.0,19.82,22306.6,31.58,12.13,8.85,5.41,30.04,91.07,3.6,5.08,52.83,565.51,3499.53,585.44
03154,2016.0,23.12,45.58,6.4,50.41,19.19,2.63,27.01,70.36,85.78,0.36,6.79,45.24,6.54,37.66,5.08,0.0,17.8,23166.02,31.15,11.73,8.54,5.54,28.16,87.59,2.78,5.12,52.87,571.95,3315.77,588.78
03154,2017.0,23.24,45.63,6.62,50.43,19.61,2.91,25.29,71.79,85.95,0.36,6.89,41.56,7.33,33.7,7.02,0.0,17.71,24200.67,30.55,11.8,9.21,5.75,30.61,84.33,3.13,5.45,53.43,583.55,2865.9,670.2
03154,2018.0,23.38,45.69,6.68,50.45,20.62,2.61,25.51,71.88,85.3,0.45,6.24,42.98,6.54,38.11,8.1,0.0,16.96,24405.55,29.66,11.47,9.97,5.64,30.1,84.88,2.2,5.68,54.11,593.6,2593.97,769.37
03154,2019.0,23.56,45.69,6.8,50.41,21.1,3.02,24.6,72.38,83.35,0.44,5.79,41.4,6.11,36.1,8.44,0.0,18.23,24201.85,28.72,11.58,9.92,5.7,31.92,85.51,3.51,5.55,54.49,601.9,2675.79,765.25
03154,2020.0,23.7,45.62,7.01,50.4,21.43,2.85,25.64,71.51,83.05,0.37,6.22,39.6,6.96,7.93,10.57,0.0,19.75,25258.2,27.98,11.45,9.97,5.85,30.01,80.81,2.34,5.83,54.8,608.31,,
03154,2021.0,23.85,45.58,7.28,50.42,22.27,3.41,25.13,71.46,82.8,0.45,6.05,45.66,6.81,29.28,6.93,0.0,17.41,26265.08,26.58,12.26,10.0,5.99,,,2.91,6.3,55.14,616.85,,
03154,2022.0,23.76,45.33,9.14,50.63,,,,,82.72,0.48,,44.28,6.26,29.49,6.74,,16.48,,,12.11,,5.92,,,3.29,6.96,54.93,614.77,,
03155,1995.0,18.73,41.16,7.25,51.53,17.14,,,,,,,33.02,,20.65,13.59,0.0,,,,,,,,,3.13,,,518.54,,400.41
03155,1996.0,18.85,41.35,7.38,51.52,17.62,,,,,,,35.74,,20.43,9.2,0.0,,,,,,,,,3.23,,,530.75,,387.58
03155,1997.0,18.9,41.48,7.51,51.49,17.68,,,,,,,40.51,,21.04,12.34,0.0,,,,,,,,,2.56,,,541.92,,397.0
03155,1998.0,19.06,41.69,7.03,51.55,17.76,,,,,,11.93,43.85,,18.91,10.57,0.0,,,,,,,,,2.66,,,545.96,,412.77
03155,1999.0,19.39,41.88,7.2,51.53,18.47,,,,,,11.59,44.76,,19.86,10.32,0.0,,,,,,,,,2.17,,,549.24,,417.51
03155,2000.0,19.77,42.12,7.11,51.52,18.12,3.86,35.83,60.31,,,10.64,43.58,,20.14,9.03,0.0,,,,,,,,,2.56,,,560.05,,411.78
03155,2001.0,20.27,42.43,7.0,51.46,18.71,4.21,34.73,61.06,,,10.65,40.16,,19.92,9.99,0.0,,,,,,,,,2.58,,,576.78,,396.54
03155,2002.0,20.75,42.7,7.06,51.41,18.87,3.44,35.25,61.31,,,10.87,40.37,,17.46,9.16,0.0,,,,,,,,,2.3,,,586.59,,391.34
03155,2003.0,21.24,42.94,7.06,51.37,18.0,3.42,33.78,62.8,,,10.94,42.21,,17.82,11.45,0.0,,,,,,,,,1.85,,,592.29,,368.59
03155,2004.0,21.86,43.18,7.03,51.25,18.93,3.38,34.49,62.13,,,10.78,43.5,,14.44,7.54,0.0,,,,,4.4,,,,1.8,,,594.88,,397.87
03155,2005.0,22.48,43.48,7.03,51.2,18.88,2.3,34.23,63.47,,,12.03,37.5,,20.75,9.56,0.0,,,,,4.31,,,,1.54,,,602.23,,406.63
03155,2006.0,23.04,43.82,6.99,51.11,19.61,2.35,33.94,63.71,88.24,0.32,10.82,40.57,,21.78,8.79,0.0,,,,,4.08,,4.51,86.71,1.62,,,613.12,,416.05
03155,2007.0,23.28,44.14,6.94,51.14,20.9,2.85,34.15,63.01,88.36,0.31,9.16,40.12,,25.37,8.46,0.0,,,,,4.12,,5.91,91.72,0.6,,,619.96,,475.22
03155,2008.0,23.57,44.48,6.92,51.15,21.58,3.16,33.87,62.97,88.38,0.31,8.15,35.33,8.96,27.09,7.54,0.0,,,,,4.1,,8.28,92.62,0.51,,,554.07,,511.93
03155,2009.0,23.84,44.88,6.95,51.09,21.81,3.08,31.83,65.08,88.04,0.28,8.55,28.43,9.27,31.02,5.57,0.0,,,,,4.05,,10.17,95.16,0.58,,,559.43,,469.37
03155,2010.0,23.68,45.16,7.02,51.06,22.32,3.55,33.32,63.14,88.04,0.26,7.67,29.6,8.66,32.84,6.58,0.0,15.5,,,,4.03,,15.05,94.8,0.61,4.55,,565.07,2646.97,449.13
03155,2011.0,23.72,45.59,3.45,51.04,24.27,4.17,33.77,62.05,87.89,0.34,7.31,29.82,7.93,45.58,4.61,0.0,15.77,,,,4.05,,18.3,94.05,0.54,4.66,52.89,582.1,2710.05,501.7
03155,2012.0,23.9,45.89,3.55,51.04,24.41,4.24,33.06,62.7,87.47,0.34,7.07,34.81,7.06,32.94,6.03,0.0,17.11,,,,3.58,,21.4,95.07,0.61,4.73,53.41,592.48,2627.61,584.15
03155,2013.0,24.14,46.14,3.81,51.04,25.1,4.78,32.34,62.87,87.41,0.33,7.3,36.29,7.4,33.47,4.32,0.0,15.99,20990.21,33.25,,3.32,,23.23,94.83,0.51,4.62,53.79,599.21,2084.63,600.25
03155,2014.0,24.49,46.41,4.14,51.03,26.38,4.29,32.42,63.29,86.92,0.37,6.87,40.59,6.52,31.67,5.71,0.0,17.49,21384.77,33.02,,3.34,,25.44,96.12,0.54,4.72,54.18,606.3,1895.7,621.11
03155,2015.0,24.57,46.34,5.51,50.78,26.43,3.79,31.95,64.26,85.94,0.36,6.68,40.11,6.9,34.56,4.52,0.0,15.59,21564.73,32.68,14.18,3.53,7.67,26.36,90.16,1.07,4.93,53.87,608.27,1795.11,615.41
03155,2016.0,24.96,46.59,5.58,50.79,28.22,3.95,33.27,62.78,85.98,0.34,6.17,40.91,6.62,35.99,4.19,0.0,14.27,22543.5,32.2,14.3,3.56,7.86,28.58,89.85,1.67,5.18,54.53,621.59,1833.58,629.63
03155,2017.0,25.25,46.71,5.88,50.77,29.03,4.04,34.84,61.13,85.81,0.38,5.8,37.84,6.56,36.72,4.38,0.0,15.53,23176.52,31.61,14.09,3.5,7.82,29.61,89.92,1.11,5.35,54.96,632.98,1653.38,719.38
03155,2018.0,25.36,46.74,6.27,50.71,28.67,3.96,35.05,60.98,85.71,0.36,5.41,38.13,6.04,35.89,4.19,0.0,16.01,23203.69,30.71,14.01,2.93,7.65,29.2,91.83,2.2,5.52,55.28,643.61,1804.32,742.1
03155,2019.0,25.62,46.84,6.46,50.64,28.91,4.34,34.11,61.55,83.61,0.4,5.11,35.04,5.75,36.75,5.27,0.0,15.57,22816.54,29.74,13.7,3.17,7.54,29.86,89.66,1.98,5.77,55.69,655.06,1464.81,754.68
03155,2020.0,25.91,46.9,6.52,50.68,28.94,4.43,33.31,62.27,83.37,0.45,5.64,34.83,6.59,9.03,5.99,0.0,17.75,23879.96,28.97,13.94,2.84,7.7,32.58,90.88,2.34,5.69,56.09,663.28,,
03155,2021.0,26.16,46.86,6.8,50.74,30.03,5.14,32.93,61.93,82.73,0.42,5.41,43.08,5.7,35.75,5.21,0.0,17.25,25064.04,28.11,14.86,2.86,7.74,,,2.01,5.65,56.41,670.37,,
03155,2022.0,26.01,46.57,8.62,50.79,,,,,82.53,0.41,,40.13,5.64,33.67,5.3,,17.13,,,14.69,,7.65,,,1.41,6.19,56.07,669.48,,
03157,1995.0,16.42,40.04,7.22,51.13,15.97,,,,,,,39.38,,17.86,8.66,0.0,,,,,,,,,7.23,,,522.21,,435.87
03157,1996.0,16.46,40.15,7.36,51.08,15.22,,,,,,,38.31,,18.94,7.64,0.0,,,,,,,,,5.57,,,532.49,,394.48
03157,1997.0,16.43,40.28,7.44,51.07,14.62,,,,,,,42.71,,19.13,9.36,0.0,,,,,,,,,6.48,,,540.25,,381.77
03157,1998.0,16.43,40.36,7.06,51.07,14.91,,,,,,10.77,44.96,,16.94,9.17,0.0,,,,,,,,,7.3,,,542.71,,439.07
03157,1999.0,16.59,40.42,7.06,51.01,15.08,,,,,,10.03,43.64,,15.71,8.48,0.0,,,,,,,,,6.58,,,544.33,,408.52
03157,2000.0,16.92,40.54,6.95,50.92,15.5,2.09,39.19,58.72,,,9.17,42.36,,17.11,10.64,0.0,,,,,,,,,5.55,,,552.61,,419.26
03157,2001.0,17.31,40.74,6.84,50.87,15.86,2.32,38.57,59.11,,,9.38,36.95,,16.33,10.04,0.0,,,,,,,,,5.01,,,567.12,,395.95
03157,2002.0,17.69,40.91,6.9,50.84,15.8,1.89,39.1,59.01,,,9.16,36.76,,15.66,9.3,0.0,,,,,,,,,4.43,,,571.16,,378.92
03157,2003.0,18.17,41.14,6.84,50.84,15.25,1.88,36.28,61.84,,,9.14,35.2,,14.9,12.47,0.0,,,,,,,,,3.95,,,576.92,,373.73
03157,2004.0,18.74,41.4,6.67,50.93,16.64,1.79,38.09,60.12,,,9.12,37.89,,12.06,7.79,0.0,,,,,3.09,,,,3.22,,,581.84,,388.05
03157,2005.0,19.36,41.67,6.5,50.9,15.83,1.36,34.38,64.26,,,11.04,27.15,,15.47,9.77,0.0,,,,,2.7,,,,3.2,,,587.33,,409.43
03157,2006.0,19.95,41.98,6.41,50.88,17.37,1.26,36.97,61.77,89.71,0.25,10.6,30.4,,16.25,8.36,0.0,,,,,2.47,,3.46,89.92,2.43,,,596.77,,448.26
03157,2007.0,20.29,42.29,6.29,50.87,19.3,1.46,39.74,58.79,89.57,0.28,9.33,7.76,,18.92,9.75,0.0,,,,,2.48,,6.56,89.26,1.86,,,604.07,,548.17
03157,2008.0,20.6,42.57,6.23,50.87,20.6,1.57,40.97,57.45,89.74,0.25,7.96,4.07,8.24,17.19,6.55,0.0,,,,,2.5,,8.35,87.72,1.75,,,539.38,,539.5
03157,2009.0,20.82,42.88,6.19,50.84,18.11,1.38,33.91,64.71,89.3,0.25,7.59,36.26,8.73,18.51,6.17,0.0,,,,,2.51,,14.52,93.66,1.21,,,539.63,,486.99
03157,2010.0,20.72,43.16,6.2,50.82,18.47,1.66,32.66,65.69,88.78,0.25,7.19,36.48,7.77,24.66,6.06,0.0,15.03,,,,2.52,,16.07,96.34,1.66,5.0,,547.18,904.42,482.89
03157,2011.0,20.86,43.58,4.44,51.01,19.94,2.15,32.65,65.2,88.61,0.25,6.46,27.91,6.68,38.27,3.69,0.0,16.07,,,,2.54,,19.97,93.24,1.81,5.24,50.61,557.85,1321.78,515.05
03157,2012.0,21.0,43.84,4.54,50.9,20.24,1.9,32.85,65.25,88.53,0.23,6.03,28.91,5.92,32.71,4.15,0.0,17.34,,,,2.4,,21.02,93.76,2.51,5.1,50.94,566.09,1396.24,579.87
03157,2013.0,21.04,44.01,4.84,50.82,20.15,2.34,31.29,66.37,87.8,0.23,6.0,26.58,6.4,31.52,4.23,0.0,16.79,21530.94,32.13,,2.4,,24.17,92.9,2.12,5.21,51.21,573.5,1469.45,596.6
03157,2014.0,21.2,44.15,5.19,50.75,21.33,2.05,32.53,65.43,88.06,0.23,6.06,31.68,6.22,30.53,3.36,0.0,17.68,22014.65,31.91,,2.39,,24.91,93.12,3.61,5.37,51.35,578.8,1504.61,618.13
03157,2015.0,21.2,44.09,6.45,50.5,21.01,1.56,31.14,67.3,87.07,0.24,5.42,29.18,5.83,34.52,4.69,0.0,16.67,22170.86,31.59,11.56,2.36,5.71,26.44,89.17,3.31,5.76,51.15,580.01,1415.75,622.9
03157,2016.0,21.28,44.13,6.9,50.59,20.77,1.65,32.96,65.39,87.05,0.28,5.56,27.66,6.7,32.83,3.67,0.0,15.11,23047.72,31.13,11.96,2.32,5.79,25.4,87.62,4.26,5.89,51.39,587.31,1436.14,647.85
03157,2017.0,21.41,44.21,7.21,50.55,21.0,1.69,31.68,66.62,86.67,0.26,5.29,28.31,5.89,33.71,3.7,0.0,14.92,23705.73,30.53,11.79,2.23,5.75,29.31,87.16,3.93,6.23,51.86,599.34,1538.27,679.04
03157,2018.0,21.38,44.2,7.63,50.52,22.31,1.49,33.94,64.57,86.6,0.31,4.8,28.06,4.84,35.9,5.34,0.0,15.5,23839.88,29.63,11.76,1.89,5.67,27.94,89.64,4.74,6.52,52.1,606.16,1727.47,722.38
03157,2019.0,21.51,44.21,7.82,50.48,22.37,1.91,32.79,65.31,84.03,0.3,4.44,26.27,4.64,36.43,4.06,0.0,15.5,23491.56,28.68,11.72,2.04,5.82,31.13,86.37,4.87,6.72,52.44,612.71,1374.96,744.25
03157,2020.0,21.6,44.14,8.18,50.47,22.1,1.79,31.2,67.01,83.93,0.29,5.21,25.97,5.48,13.34,4.11,0.0,17.18,24535.5,27.92,11.56,2.02,5.85,30.49,87.56,4.14,7.0,52.64,619.53,,
03157,2021.0,21.73,44.05,8.64,50.45,23.23,2.11,31.62,66.27,83.49,0.26,5.09,34.65,4.71,35.55,3.67,0.0,16.16,25241.02,26.58,12.14,1.84,5.82,,,4.04,7.16,52.68,625.74,,
03157,2022.0,21.59,43.82,10.08,50.52,,,,,83.67,0.26,,32.5,4.89,34.6,4.76,,15.31,,,11.97,,5.74,,,4.37,7.57,52.08,622.73,,
03158,1995.0,16.57,40.5,5.91,51.37,12.83,,,,,,,40.1,,20.79,9.22,29.72,,,,,,,,,6.1,,,515.9,,446.88
03158,1996.0,16.62,40.65,5.93,51.38,12.45,,,,,,,38.55,,23.16,12.98,26.49,,,,,,,,,5.87,,,526.41,,401.95
03158,1997.0,16.74,40.81,5.78,51.39,12.64,,,,,,,44.01,,22.21,8.22,26.6,,,,,,,,,6.3,,,531.68,,385.71
03158,1998.0,16.68,40.89,5.43,51.34,12.73,,,,,,10.47,48.13,,19.52,16.85,23.61,,,,,,,,,5.75,,,531.38,,429.31
03158,1999.0,16.81,40.98,5.52,51.27,12.71,,,,,,10.05,46.98,,22.23,10.01,23.21,,,,,,,,,6.47,,,536.52,,416.81
03158,2000.0,17.13,41.12,5.44,51.24,12.34,3.68,26.47,69.85,,,10.11,45.24,,21.08,10.07,24.66,,,,,,,,,4.79,,,542.27,,417.7
03158,2001.0,17.61,41.39,5.44,51.24,12.65,4.12,25.25,70.64,,,9.71,40.8,,23.07,9.17,26.43,,,,,,,,,3.32,,,562.74,,401.81
03158,2002.0,18.08,41.66,5.49,51.18,12.25,3.37,24.37,72.26,,,9.31,39.27,,21.14,9.91,29.2,,,,,,,,,2.9,,,568.76,,399.47
03158,2003.0,18.65,41.93,5.64,51.18,12.69,3.11,24.89,72.0,,,9.34,38.02,,20.08,10.25,31.85,,,,,,,,,3.12,,,576.51,,394.6
03158,2004.0,19.34,42.2,5.71,51.15,12.94,3.31,24.51,72.18,,,9.39,40.3,,14.96,8.42,30.88,,,,,2.76,,,,1.86,,,578.59,,406.75
03158,2005.0,20.08,42.54,5.62,51.19,13.06,2.34,25.56,72.09,,,10.49,40.07,,21.14,7.02,31.83,,,,,2.88,,,,1.65,,,584.91,,407.12
03158,2006.0,20.87,42.96,5.51,51.15,14.22,2.2,26.22,71.58,91.15,0.1,9.94,40.9,,19.93,8.72,30.56,,,,,2.46,,7.08,98.02,1.81,,,595.28,,489.36
03158,2007.0,21.29,43.31,5.46,51.08,15.9,2.55,32.03,65.42,91.07,0.13,7.99,42.61,,24.08,6.52,30.33,,,,,2.48,,10.12,97.5,0.98,,,600.85,,501.79
03158,2008.0,21.78,43.65,5.41,51.05,16.23,2.79,31.4,65.81,91.2,0.13,6.84,37.97,6.63,21.0,8.91,30.7,,,,,2.59,,12.55,97.94,1.39,,,538.58,,544.41
03158,2009.0,22.21,44.03,5.37,51.03,15.16,2.26,28.39,69.36,91.04,0.16,6.96,31.28,6.94,24.57,7.96,31.49,,,,,2.57,,18.72,95.86,0.98,,,537.51,,502.96
03158,2010.0,22.22,44.31,5.39,50.96,15.94,2.56,29.29,68.15,90.72,0.16,7.22,33.49,7.28,26.34,5.46,43.06,14.46,,,,2.61,,22.1,98.91,0.77,4.78,,543.76,1738.35,504.09
03158,2011.0,22.31,44.63,3.36,50.93,17.18,3.34,29.53,67.13,90.58,0.15,6.73,36.01,6.28,40.88,5.48,50.7,15.41,,,,2.65,,22.25,97.21,1.34,5.2,51.68,555.87,1716.1,542.94
03158,2012.0,22.63,44.94,3.49,50.83,18.05,2.89,31.77,65.34,90.39,0.15,6.31,36.94,5.83,28.38,4.16,55.07,16.23,,,,2.55,,25.66,98.06,1.19,5.36,52.02,561.72,1609.9,584.5
03158,2013.0,22.82,45.17,3.76,50.8,18.49,3.3,31.29,65.41,90.03,0.16,6.2,36.72,6.0,30.55,4.0,58.75,14.45,22375.69,32.7,,2.49,,27.75,97.5,2.19,5.63,52.3,568.12,1480.36,625.4
03158,2014.0,23.02,45.33,4.12,50.75,19.12,2.96,30.54,66.5,89.5,0.18,6.0,38.95,5.87,28.23,3.8,61.97,15.58,22845.08,32.5,,2.47,,30.33,94.69,1.26,5.68,52.48,573.64,1567.85,644.26
03158,2015.0,23.04,45.32,5.26,50.53,19.0,2.21,29.36,68.43,89.18,0.19,5.65,39.01,5.01,28.51,5.57,62.28,15.32,23034.02,32.19,10.68,2.45,5.04,29.04,90.8,2.71,5.92,52.41,577.66,1588.97,667.89
03158,2016.0,23.18,45.39,5.73,50.51,19.53,2.25,30.24,67.52,89.02,0.16,5.54,36.54,5.71,32.11,4.24,64.23,14.31,24005.34,31.73,11.46,2.45,5.67,28.53,92.72,1.25,5.96,52.71,588.05,1605.61,702.21
03158,2017.0,23.45,45.59,5.88,50.54,19.87,2.48,29.3,68.22,88.77,0.16,5.49,35.69,6.05,33.79,5.52,65.23,14.63,24817.15,31.11,11.38,2.46,5.75,31.69,90.82,2.51,6.5,53.15,600.55,1591.45,757.65
03158,2018.0,23.66,45.75,5.98,50.51,20.49,2.31,29.4,68.29,88.22,0.19,4.9,35.34,5.13,29.31,6.7,66.35,14.89,24990.38,30.22,11.3,2.47,5.69,33.59,93.29,2.21,6.45,53.61,609.44,1979.33,801.16
03158,2019.0,23.92,45.89,6.07,50.5,21.45,2.78,30.21,67.01,86.82,0.21,4.41,32.54,4.17,36.67,5.95,67.13,15.63,24665.68,29.27,10.97,2.47,5.58,33.54,91.89,3.12,6.68,54.07,616.7,1715.95,845.47
03158,2020.0,24.09,45.95,6.23,50.48,21.19,2.66,28.27,69.08,86.23,0.25,4.89,31.08,5.16,11.97,5.5,67.45,17.12,25791.34,28.5,11.62,2.48,5.76,33.53,94.68,2.78,7.12,54.49,625.63,,
03158,2021.0,24.38,46.01,6.42,50.5,22.23,3.19,28.57,68.24,85.88,0.22,4.74,39.8,4.49,36.26,5.65,67.26,16.76,26632.22,27.14,12.77,2.48,5.85,,,2.89,7.2,54.9,634.5,,
03158,2022.0,24.38,45.85,7.84,50.51,,,,,85.84,0.3,,37.0,4.49,35.17,5.19,,15.98,,,12.63,,5.79,,,3.28,7.54,54.63,631.94,,
03159,1995.0,16.47,39.62,7.82,51.45,22.01,,,,,,,35.38,,30.1,8.59,91.61,,,,,,,,,4.03,,,475.0,,409.8
03159,1996.0,16.42,39.73,8.02,51.39,22.19,,,,,,,37.97,,29.37,10.9,90.13,,,,,,,,,3.0,,,483.11,,402.75
03159,1997.0,16.37,39.81,8.04,51.33,22.35,,,,,,,40.42,,29.73,10.03,88.86,,,,,,,,,2.97,,,489.19,,399.53
03159,1998.0,16.4,40.0,6.95,51.32,22.7,,,,,,13.62,44.15,,28.48,8.07,86.38,,,,,,,,,2.73,,,493.29,,419.53
03159,1999.0,16.78,40.32,7.1,51.33,23.61,,,,,,13.05,44.71,,29.28,9.63,78.12,,,,,,,,,2.89,,,494.5,,432.42
03159,2000.0,17.16,40.62,6.93,51.34,22.5,1.09,31.41,67.5,,,11.91,44.8,,30.22,8.96,75.02,,,,,,,,,2.92,,,501.23,,426.16
03159,2001.0,17.55,40.89,6.87,51.43,22.59,1.22,29.98,68.8,,,11.43,41.46,,,,75.92,,,,,,,,,2.01,,,513.62,,403.09
03159,2002.0,17.91,41.11,6.92,51.44,22.76,0.98,29.44,69.57,,,11.51,40.64,,26.89,10.03,76.77,,,,,,,,,1.89,,,520.16,,396.73
03159,2003.0,18.32,41.38,6.79,51.41,23.38,0.91,29.29,69.8,,,11.5,41.85,,29.0,11.81,76.51,,,,,,,,,1.98,,,524.12,,388.64
03159,2004.0,18.92,41.68,6.64,51.35,24.27,0.94,29.23,69.83,,,11.48,44.06,,22.14,7.96,78.03,,,,,10.01,,,,1.64,,,527.33,,402.48
03159,2005.0,19.55,42.01,6.56,51.32,24.77,0.68,27.84,71.48,,,13.37,30.77,,30.44,9.16,80.28,,,,,9.72,,,,1.48,,,533.02,,413.84
03159,2006.0,20.07,42.32,6.47,51.34,26.15,0.68,28.83,70.49,88.17,0.33,12.79,35.85,,32.58,7.34,80.01,,,,,9.52,,10.39,92.65,1.27,,,541.87,,473.65
03159,2007.0,20.33,42.6,6.35,51.34,27.96,0.83,30.81,68.36,87.95,0.37,11.5,6.54,,34.03,6.12,79.86,,,,,9.47,,13.7,91.16,0.86,,,544.05,,503.99
03159,2008.0,20.64,42.88,6.31,51.29,27.27,0.99,28.41,70.61,87.96,0.36,9.75,4.78,9.47,31.58,6.97,82.71,,,,,9.57,,16.06,94.13,0.57,,,486.93,,545.47
03159,2009.0,20.9,43.17,6.34,51.3,26.0,0.85,26.0,73.15,87.53,0.35,9.06,39.46,8.1,34.28,4.91,84.64,,,,,9.6,,18.91,95.24,0.89,,,487.23,,490.47
03159,2010.0,20.88,43.44,6.32,51.21,27.2,0.97,27.43,71.6,87.31,0.34,8.57,41.83,6.95,38.88,5.13,87.25,12.53,,,,10.01,,24.5,93.26,1.68,5.3,,493.17,2143.65,493.07
03159,2011.0,21.5,43.77,5.41,51.38,29.84,1.26,27.91,70.83,87.18,0.38,7.66,34.4,6.46,49.25,4.75,94.81,13.07,,,,10.57,,26.85,95.96,1.2,5.16,49.2,515.54,2247.89,577.33
03159,2012.0,21.64,43.98,5.56,51.32,30.18,1.2,27.69,71.11,87.1,0.37,6.69,29.13,5.32,38.95,4.46,98.37,13.55,,,,10.61,,29.9,95.65,1.9,5.28,49.51,522.34,2254.37,617.57
03159,2013.0,21.83,44.18,5.86,51.22,31.06,1.32,27.38,71.3,86.81,0.43,7.03,28.45,5.33,37.8,4.17,102.59,12.73,21280.98,35.67,,10.76,,32.54,97.31,1.67,5.6,49.78,527.42,1838.83,638.11
03159,2014.0,22.05,44.27,6.24,51.1,32.01,1.2,27.1,71.7,86.97,0.42,6.61,37.26,5.13,38.29,4.44,108.7,13.47,21662.77,35.45,,11.03,,33.56,95.01,0.87,5.63,49.74,529.51,1512.54,652.83
03159,2015.0,21.88,44.07,7.51,50.74,31.95,0.94,26.21,72.85,85.78,0.46,6.15,36.22,4.82,44.4,3.98,109.98,12.6,21772.4,35.09,17.03,10.74,7.0,32.88,90.84,1.94,6.38,49.07,526.3,1364.13,673.89
03159,2016.0,22.22,44.28,7.73,50.9,33.49,0.97,27.14,71.89,85.66,0.47,6.04,37.78,5.6,43.81,4.59,114.67,11.65,22602.73,34.64,17.45,10.34,7.16,32.53,92.21,1.88,7.32,49.67,536.55,1362.68,694.31
03159,2017.0,22.33,44.3,8.12,50.86,34.43,0.99,27.79,71.22,85.59,0.47,5.92,39.27,5.58,43.73,4.18,115.12,11.69,23304.78,34.02,17.38,10.35,7.02,35.05,88.87,1.45,7.53,49.73,542.36,1206.29,742.14
