county,year,Arbeitslosenquote_inkar,Zuzugsrate_inkar,Fortzugsrate_inkar,Haushaltseinkommen_inkar,Asylbewerber_inkar
9575,2002,5.28,33.62,27.3,1293.18,
9575,2003,5.83,31.76,27.84,1322.23,
9575,2004,5.87,31.57,27.59,1362.12,
9575,2005,6.68,28.66,27.49,1382.6,
9575,2006,5.59,26.98,29.23,1424.77,
9575,2007,4.17,27.83,29.89,1472.93,
9575,2008,3.04,28.05,31.22,1529.54,
9575,2009,3.73,28.27,29.7,1505.23,
9575,2010,3.39,28.76,30.65,1579.14,0.36
9575,2011,2.68,32.89,31.01,1652.35,0.39
9575,2012,2.37,35.19,32.82,1683.92,1.14
9575,2013,2.6,38.77,35.74,1713.92,1.66
9575,2014,2.51,41.92,36.19,1788.11,3.55
9575,2015,2.32,51.23,39.06,1800.16,8.39
9575,2016,2.31,48.55,40.64,1848.47,6.34
9575,2017,2.16,44.56,38.33,1913.36,4.87
9575,2018,1.86,49.84,40.34,1961.47,4.34
9575,2019,1.81,52,43.42,2018.36,3.55
9575,2020,2.57,43.84,38.54,,3.16
9575,1995,,43.23,29.75,,
9575,1996,,38.64,27.79,,
9575,1997,,39.19,28.36,,
9576,1998,5.99,39.15,31.91,,
9576,1999,5.59,40.24,32.67,,
9576,2000,4.65,38.98,33.15,1362,
9576,2001,4.61,37.81,32.41,1448.72,
9576,2002,5.48,34.42,31.55,1435.4,
9576,2003,6.38,34.74,30.3,1454.45,
9576,2004,6.45,34.55,33.56,1483.73,
9576,2005,6.66,33.29,32.45,1507.45,
9576,2006,5.61,32.92,33.89,1546.17,
9576,2007,4.26,33.6,32.35,1587.41,
9576,2008,3.05,32.14,34.11,1642.27,
9576,2009,3.54,31.48,33.03,1626.47,
9576,2010,3.28,32.77,32.14,1690.87,0.02
9576,2011,2.75,36.24,35.35,1782.78,0.66
9576,2012,2.72,37.4,34.58,1815.58,0.8
9576,2013,3.1,40.34,35.85,1824.26,1.94
9576,2014,2.94,42.84,37.8,1865.42,3.69
9576,2015,2.79,52.64,39.99,1900.05,6.26
9576,2016,2.74,51.94,45.1,1956.46,7.37
9576,2017,2.37,48.83,43.79,2037.98,5.41
9576,2018,2.21,52.92,45.01,2094.25,5.88
9576,2019,2.04,45.57,45.27,2160.98,3.76
9576,2020,2.63,43.7,38.09,,3.34
9576,1995,,45.1,32.78,,
9576,1996,,39.63,33.16,,
9576,1997,,39.52,33.8,,
9577,1998,6.48,26.1,25.13,,
9577,1999,5.97,26.83,24.09,,
9577,2000,5.24,28.56,26.65,1267.85,
9577,2001,5.54,27.25,25.24,1351.75,
9577,2002,6.62,27.49,24.47,1327.36,
9577,2003,7.44,26.66,26.26,1347.93,
9577,2004,7.77,25.89,25.91,1364.45,
9577,2005,8.52,24.72,26.34,1382.24,
9577,2006,6.98,24.34,27.01,1418.13,
9577,2007,5.62,25.05,27.07,1453.34,
9577,2008,4.24,23.65,27.8,1514.48,
9577,2009,5.07,24.46,25.9,1506.07,
9577,2010,4.32,24.76,24.48,1575.01,0.29
9577,2011,3.52,29.16,28.31,1646.13,0.57
9577,2012,3.09,30.93,26.74,1712.48,1.44
9577,2013,3.3,34.51,29.5,1738.9,2.21
9577,2014,3.4,39.19,33.68,1746.06,4.25
9577,2015,3.26,43.11,31.03,1776.75,42.5
9577,2016,3.36,43.85,34.86,1815.84,6.18
9577,2017,3.09,38.57,33.55,1884.74,5.37
9577,2018,2.86,39.41,34.56,1941.66,4.78
9577,2019,2.89,39.68,33.74,1995.39,3.82
9577,2020,3.47,37.42,30.63,,3.52
9577,1995,,32.54,26.8,,
9577,1996,,29.97,25.26,,
9577,1997,,27.58,25.65,,
9661,1998,9.12,63.32,59.5,,
9661,1999,8.94,67.27,65.27,,
9661,2000,7.46,67.74,58.31,1415.21,
9661,2001,6.83,67.6,55.98,1472.95,
9661,2002,8.16,65.3,59.04,1476.7,
9661,2003,8.9,62.24,62.14,1539.47,
9661,2004,9.26,64.95,62.95,1585.58,
9661,2005,10.37,59.56,58.61,1626.74,
9661,2006,9.17,58.52,56.87,1672.76,
9661,2007,7.33,58.79,56.13,1705.23,
9661,2008,5.85,60.76,57.88,1731.34,
9661,2009,7.1,61,58.85,1676.87,
9661,2010,6.62,58.18,56.2,1716.76,4.75
9661,2011,5.73,65.91,61.94,1809.45,5.17
9661,2012,5.67,66.74,61.98,1829.46,4.99
9661,2013,6.4,67.51,62.28,1857.35,5.32
9661,2014,5.87,71.72,65.54,1887.71,7.73
9661,2015,5.78,77.9,64.42,1923.19,8.45
9661,2016,5.76,76.4,68.38,1943.77,8.76
9661,2017,5.1,75.86,63.15,2065.59,6.82
9661,2018,4.91,75.89,66.39,2119.74,6.72
9661,2019,4.91,74.22,67.17,2155.89,5.69
9661,2020,6.01,67.76,68.05,,5.43
9661,1995,,90.2,81.89,,
9661,1996,,78.65,79.94,,
9661,1997,,72.84,61.76,,
9662,1998,14.11,61.06,65.16,,
9662,1999,13.19,59.44,66.39,,
9662,2000,11.55,59.9,59.84,1328.73,
9662,2001,10.83,62.8,54.46,1411.08,
9662,2002,11.12,59.17,53.7,1381.91,
9662,2003,11.27,59.41,56.19,1389.07,
9662,2004,10.98,57.12,55.37,1372.56,
9662,2005,13.87,56.16,56.11,1367.63,
9662,2006,10.77,54.72,56.4,1372.9,
9662,2007,8.51,55.89,54.37,1378.03,
9662,2008,8.05,59.32,59.47,1439.51,
9662,2009,8.28,58.28,54.99,1448.5,
9662,2010,7.44,59.61,57.23,1516.45,3.01
9662,2011,6.36,65.01,62.45,1601.74,3.91
9662,2012,6.37,65.2,60.81,1641.97,3.44
9662,2013,6.2,67.06,66.75,1615.87,3.63
9662,2014,6.21,76.32,77.33,1672.02,5
9662,2015,6.29,81.34,69.6,1660.2,29.61
9662,2016,6.42,101.34,84.33,1707.1,7.83
9662,2017,6.3,106.87,91.02,1738.44,10.65
9662,2018,5.64,99.39,83.69,1771.75,17.55
9662,2019,6.1,90.97,98,1830.16,1.82
9662,2020,6.98,69.86,68.98,,1.88
9662,1995,,64.84,58.24,,
9662,1996,,65.58,61.35,,
9662,1997,,62.4,65.36,,
9663,1998,8.74,89.59,93.08,,
9663,1999,8.06,109.82,93.07,,
9663,2000,6.69,98.43,90.04,1397.13,
9663,2001,6.35,110.95,92.69,1429.02,
9663,2002,6.93,105.84,90.01,1422.83,
9663,2003,7.94,101.3,89.58,1473.89,
9663,2004,8.3,93.79,84.66,1521.94,
9663,2005,9.77,83.5,77.56,1524.37,
9663,2006,8.41,86.6,75.85,1533.39,
9663,2007,7.11,84.02,79.41,1541.85,
9663,2008,5.7,75.2,85.12,1616.8,
9663,2009,5.81,81.23,80.3,1606.82,
9663,2010,5.57,83.65,76.63,1669.35,3.03
9663,2011,4.94,89.22,85.99,1855.31,3.26
9663,2012,4.83,86.52,83.01,1784.81,3.26
9663,2013,4.8,88.66,86.2,1848.76,3.5
9663,2014,4.51,89.9,93.29,1854.23,4.69
9663,2015,4.25,95.99,89.69,1906.4,8.64
9663,2016,4.17,104.83,91.87,1957.45,5.55
9663,2017,3.83,98.72,91.52,2089.18,4.75
9663,2018,3.62,100.66,90.77,2135.47,4.57
9663,2019,3.39,96.2,94.12,2179.43,4.22
9663,2020,4.11,86.26,92.84,,4.49
9663,1995,,84.58,86.29,,
9663,1996,,88.96,89.4,,
9663,1997,,93.53,95.06,,
9671,1998,6.3,35.92,35.7,,
9671,1999,5.95,36.74,34.33,,
9671,2000,5.04,33.79,34.53,1420.14,
9671,2001,4.67,36.14,33.45,1493.73,
9671,2002,5.32,35.71,34.46,1485.84,
9671,2003,6.01,34.98,33.3,1520.58,
9671,2004,5.97,34.24,33.48,1549.51,
9671,2005,6.5,32.74,34.51,1580.17,
9671,2006,5.54,33.41,34.99,1619.58,
9671,2007,4.22,33.9,34.95,1657.8,
9671,2008,3.02,34.42,35.81,1696.8,
9671,2009,3.72,34.03,36.11,1667.87,
9671,2010,3.53,34.31,33.67,1719.82,0.12
9671,2011,2.93,36.9,37.71,1800.53,0.13
9671,2012,2.89,41.68,37.72,1824.33,0.95
9671,2013,3.3,41.33,37.52,1845.4,1.87
9671,2014,3.22,43.11,41.7,1866.58,1.94
9671,2015,3.1,50.6,42.99,1898.58,4.16
9671,2016,3.29,47.17,45.06,1953.27,4.97
9671,2017,2.95,43.85,40.11,2005.14,3.25
9671,2018,2.67,43.83,40.63,2077.67,2.45
9671,2019,2.61,43.38,41.85,2144.48,1.74
9671,2020,3.36,43.14,37.62,,1.57
9671,1995,,43.34,36.1,,
9671,1996,,38.9,34.19,,
9671,1997,,37.43,36.13,,
9672,1998,8.74,31.85,31,,
9672,1999,8.26,31.84,30.86,,
9672,2000,7.36,32.53,30.67,1215.98,
9672,2001,6.94,35.75,31.38,1274.49,
9672,2002,7.61,34.35,32.21,1286.84,
9672,2003,8.31,30.76,30.72,1328.8,
9672,2004,8.54,30.59,30.51,1363.5,
9672,2005,9.19,28.09,30.39,1371.49,
9672,2006,7.98,28.81,31.34,1398.3,
9672,2007,6.12,29.59,31.75,1419.6,
9672,2008,4.65,29.24,32.74,1477.4,
9672,2009,5.06,27.49,30.19,1472,
9672,2010,4.83,29.02,30.43,1541.37,0.88
9672,2011,4.24,31.84,32.09,1616.88,1.06
9672,2012,4.11,32.39,32.8,1635.87,0.99
9672,2013,4,34.56,32.43,1692.41,2.39
9672,2014,3.85,38.91,33.99,1701.33,5.41
9672,2015,3.77,43.66,36.2,1767.49,9.92
9672,2016,3.83,46.2,39.58,1802.76,5.99
9672,2017,3.27,40.24,34.16,1880.73,3.58
9672,2018,2.87,41.93,36.83,1945.09,3.19
9672,2019,2.96,39.69,34.75,2001.68,3.4
9672,2020,3.5,38.14,34.13,,3.34
9672,1995,,41.32,31.66,,
9672,1996,,35.74,30.24,,
9672,1997,,34.82,32,,
9673,1998,9.35,29.35,27.2,,
9673,1999,9.02,30.78,29.4,,
9673,2000,7.74,26.98,31.17,1177.55,
9673,2001,7.31,31.01,29.71,1243.25,
9673,2002,7.91,31.53,29.03,1238.76,
9673,2003,8.36,28.94,28.4,1269.17,
9673,2004,8.01,27.72,27.28,1300.87,
9673,2005,9.29,23.97,29.51,1327.08,
9673,2006,8.01,24.04,31.2,1367.55,
9673,2007,5.75,22.04,28.43,1412.08,
9673,2008,4.01,24.26,31.05,1462.14,
9673,2009,4.64,24.29,26.81,1427.53,
9673,2010,4.07,23.9,27.76,1478.01,0.82
9673,2011,3.28,26.36,29.22,1585.15,0.94
9673,2012,3.21,28.12,28.35,1630.1,1
9673,2013,3.2,30.18,29.31,1652.49,1.78
9673,2014,3.17,32.24,32.49,1688.12,3.19
9673,2015,3.09,36.75,31.84,1764.31,8.62
9673,2016,3.08,38.14,34.74,1815.27,6.61
9673,2017,2.62,34.58,32.82,1875.63,4.39
9673,2018,2.39,34.75,32.2,1939.23,3.69
9673,2019,2.48,34.36,32.16,2004.08,3.45
9673,2020,3.12,31.24,30.08,,3.65
9673,1995,,37.02,32.36,,
9673,1996,,32.63,31.16,,
9673,1997,,32.13,30.52,,
9674,1998,7.41,26.5,23.45,,
9674,1999,6.76,27.66,24.49,,
9674,2000,6.11,25.31,23.93,1183.86,
9674,2001,5.66,23.51,24.05,1220.58,
9674,2002,6.35,23.48,24.01,1225.01,
9674,2003,7.25,24.73,23.5,1255.86,
9674,2004,7.36,24.82,28.07,1301.67,
9674,2005,7.57,24.23,25.1,1309.37,
9674,2006,6.85,23.39,28.04,1333.66,
9674,2007,5.08,22.65,26.97,1366.25,
9674,2008,3.85,24.93,27.85,1419.95,
9674,2009,4.51,24.98,28.51,1407.13,
9674,2010,4.19,26.06,27.77,1469.59,1.36
9674,2011,3.32,29.37,29.65,1548.63,1.55
9674,2012,3.39,27.43,27.26,1584.73,1.57
9674,2013,3.5,28.9,27.67,1609.77,1.94
9674,2014,3.46,31.86,29.03,1662.49,4.5
9674,2015,3.29,40.79,33.49,1696.64,12.56
9674,2016,3.17,36.31,33.52,1759.63,5.42
9674,2017,2.73,34.09,30.53,1819.94,3.47
9674,2018,2.4,34.91,31.9,1879.52,2.25
9674,2019,2.64,33.62,33.86,1946.92,2.14
9674,2020,3.28,31.16,30.45,,2.02
9674,1995,,30.87,24.77,,
9674,1996,,28.24,24.14,,
9674,1997,,26.2,23.51,,
9675,1998,5.91,33.76,31.94,,
9675,1999,5.17,35.51,32.93,,
9675,2000,4.57,34.49,30.9,1263.88,
9675,2001,4.42,33.89,30.98,1365.79,
9675,2002,4.65,35.18,30.85,1368.3,
9675,2003,5.31,33.51,31.1,1439.25,
9675,2004,5.46,33.52,32.99,1518.87,
9675,2005,6.3,35.01,32.87,1519.75,
9675,2006,5.56,36.35,36.31,1543.85,
9675,2007,4.47,34.33,33.19,1555.41,
9675,2008,3.52,33.38,35.13,1587.69,
9675,2009,3.94,35.02,35.81,1544.31,
9675,2010,4.1,33.62,33.33,1593.99,0.38
9675,2011,3.25,39.42,36.3,1685.79,1.27
9675,2012,3.02,40.22,35.73,1765.61,1.18
9675,2013,3.2,41.97,37.23,1747.96,1.27
9675,2014,3.18,45.56,39.2,1880.57,3.81
9675,2015,2.98,55.9,44.15,1815.38,8.64
9675,2016,2.78,57.92,46.04,1884.8,6.94
9675,2017,2.54,52.77,43.35,1950.16,5.3
9675,2018,2.18,53.81,46.4,2001.88,4.16
9675,2019,2.13,52.17,47.96,2059.82,3.96
9675,2020,2.7,52.1,43.97,,3.87
9675,1995,,35.52,31.06,,
9675,1996,,37.29,32.32,,
9675,1997,,34.94,29.22,,
9676,1998,7.3,31,31.52,,
9676,1999,6.84,31.39,30.1,,
9676,2000,5.87,31.47,28.65,1332.39,
9676,2001,5.55,30.45,29.98,1409.39,
9676,2002,6.4,30.25,29.38,1391.9,
9676,2003,7.29,29.11,29.57,1420.96,
9676,2004,7.26,29.31,29.32,1441.69,
9676,2005,7.66,28.76,29.43,1469.62,
9676,2006,6.89,26.73,31.52,1513.54,
9676,2007,5.15,27.28,29.28,1554.28,
9676,2008,3.72,26.78,29.97,1593.39,
9676,2009,4.6,27.32,30.59,1563.48,
9676,2010,4.03,26.27,29.57,1612.97,0.03
9676,2011,3.11,28.07,30.19,1690.54,0.02
9676,2012,2.97,30.53,30.08,1709.04,0.6
9676,2013,3.5,33.31,31.64,1715.6,1.67
9676,2014,3.31,35.45,33.74,1767.8,2.92
9676,2015,3.02,40.95,34.91,1796.08,8.12
9676,2016,3.1,43.18,34.41,1840.19,6.18
9676,2017,2.86,36.76,34.84,1921.54,3.68
9676,2018,2.67,37.54,33.07,1985.7,2.93
9676,2019,2.77,37.43,35.61,2045.38,2.42
9676,2020,3.51,35.99,33.57,,2.25
9676,1995,,42.33,34.2,,
9676,1996,,33.72,29.87,,
9676,1997,,33.21,30.21,,
9677,1998,5.39,25.92,26.37,,
9677,1999,4.87,25.48,24.74,,
9677,2000,4.34,25.32,24.68,1297.37,
9677,2001,4.24,26.95,24.79,1372.46,
9677,2002,4.64,27.43,25.33,1356.28,
9677,2003,5.54,25.32,25.64,1376.48,
9677,2004,5.69,25.92,26.7,1394.42,
9677,2005,6.23,23.74,25.37,1420.12,
9677,2006,4.97,25.3,27.58,1452.71,
9677,2007,3.5,26.64,27.77,1492.95,
9677,2008,2.58,26.15,28.36,1539.92,
9677,2009,3.44,25.05,27.76,1524.49,
9677,2010,3.3,24.68,27.95,1583.77,0
9677,2011,2.55,29.72,30.85,1663.34,0
9677,2012,2.58,30.29,31.91,1709.48,0.82
9677,2013,2.8,31.43,29.32,1726.61,1.67
9677,2014,2.53,32.4,32.78,1767.13,2.21
9677,2015,2.31,38.04,32.04,1816.56,4.8
9677,2016,2.27,40.22,33.04,1850.81,5.23
9677,2017,1.97,36.2,31.16,1933.52,3.52
9677,2018,1.8,36.6,34.34,2006.77,2.22
9677,2019,1.75,35.35,34.26,2081.45,1.85
9677,2020,2.52,33.2,30.68,,1.71
9677,1995,,30.13,24.48,,
9677,1996,,25.17,23.88,,
9677,1997,,26.2,26.86,,
9678,1998,7.49,38.65,34.26,,
9678,1999,6.99,38.35,34.08,,
9678,2000,5.97,37.9,35.35,1234.21,
9678,2001,5.59,36.2,33.78,1322.55,
9678,2002,5.96,33.83,33.8,1303.55,
9678,2003,5.9,33.92,34.99,1317.99,
9678,2004,5.35,30.81,33.74,1333.58,
9678,2005,5.79,32.08,35.08,1358.72,
9678,2006,5.42,29.69,34.68,1402.98,
9678,2007,4.03,30.78,33.5,1450.72,
9678,2008,3.04,33.36,37.31,1509.41,
9678,2009,3.57,32.07,35.28,1500.01,
9678,2010,3.34,32.66,34.63,1571.79,0.47
9678,2011,2.82,37.13,36.8,1642.97,0.56
9678,2012,2.63,37.9,36.75,1676.99,0.8
9678,2013,2.8,41.17,37.24,1691.07,1.25
9678,2014,2.97,46.15,38.17,1733.62,3.67
9678,2015,3.13,52.01,40.74,1766.42,18.06
9678,2016,3.09,48.46,44.64,1814.99,6.15
9678,2017,2.55,45.59,41.34,1887.35,5.3
9678,2018,2.28,44.2,42.45,1955.48,3.16
9678,2019,2.35,52.16,48.08,2020.37,6.38
9678,2020,2.77,53.4,49.65,,7.91
9678,1995,,43.48,34.54,,
9678,1996,,38.38,33.58,,
9678,1997,,39.59,35.92,,
9679,1998,5.52,47.58,43.11,,
9679,1999,5.01,45.62,43.23,,
9679,2000,4.25,43.25,43.33,1262.87,
9679,2001,4.15,41.22,40.84,1333.98,
9679,2002,4.51,42.12,39.71,1338.33,
9679,2003,5.21,39.95,40.64,1375.4,
9679,2004,5.39,39.79,38.96,1418.59,
9679,2005,5.64,39.44,40.85,1439.95,
9679,2006,4.67,44.24,43.08,1467.25,
9679,2007,3.49,45.91,42.67,1492.88,
9679,2008,2.83,41.05,44.47,1557.29,
9679,2009,3.19,39.79,41.35,1545.61,
9679,2010,3.22,39.46,40.12,1625.02,0.41
9679,2011,2.87,42.34,42.17,1715.51,0.52
9679,2012,2.72,44.63,44.37,1726.78,0.49
9679,2013,2.8,48.7,44.61,1759.83,1.2
9679,2014,2.65,50.99,46.5,1796.98,2.61
9679,2015,2.34,54.71,47.37,1889.53,3.12
9679,2016,2.27,54.63,48.14,1874.79,4.66
9679,2017,2.1,50.14,47.6,1956.19,2.96
9679,2018,1.89,48.82,46.11,2021.73,2.31
9679,2019,1.86,50.99,48.21,2083.6,1.79
9679,2020,2.35,49.54,46.16,,1.75
9679,1995,,51.97,40.95,,
9679,1996,,49.35,42.34,,
9679,1997,,46.79,43.17,,
9761,1998,10.18,53.34,58.86,,
9761,1999,8.82,60.35,57.47,,
9761,2000,7.04,58.36,55.59,1305.79,
9761,2001,6.75,61.53,48.5,1334.56,
9761,2002,8.43,57.96,50.23,1335.55,
9761,2003,10.19,49.91,47.79,1365.8,
9761,2004,10.79,54.96,48.66,1379.31,
9761,2005,13.47,59.46,48.58,1373.83,
9761,2006,11.85,52.96,51.57,1390.47,
9761,2007,9.32,56.4,52.78,1406.75,
9761,2008,7.41,55.64,52.66,1439.93,
9761,2009,8.29,59.05,55.16,1422.88,
9761,2010,7.7,62.08,56.13,1469.69,3.31
9761,2011,6.96,66.11,56.84,1490.66,2.91
9761,2012,6.43,69.13,55.57,1536.72,2.59
9761,2013,6.4,73.43,58.35,1548.16,3.08
9761,2014,6.65,76.53,60.52,1542.68,3.38
9761,2015,6.49,82.24,63.78,1582.82,2.59
9761,2016,6.01,79.13,70.74,1602.32,4.56
9761,2017,5.41,72.18,60.93,1664.63,3.88
9761,2018,4.97,73.26,65.86,1712.12,3.76
9761,2019,4.9,71.52,67.09,1755.94,3.53
9761,2020,6.17,62.28,63.44,,3.4
9761,1995,,50.9,58.36,,
9761,1996,,51.6,54.27,,
9761,1997,,52.08,57.2,,
9762,1998,8.74,46.89,51.03,,
9762,1999,7.94,52.69,51.59,,
9762,2000,6.13,54.24,48.97,1390.07,
9762,2001,5.96,54.44,44.1,1440.26,
9762,2002,7.22,54.4,43.48,1431.02,
9762,2003,8.76,47.09,43.56,1468.02,
9762,2004,9.28,45.72,45.86,1504.09,
9762,2005,9.93,46.46,49.14,1514.19,
9762,2006,9.16,45.92,47.66,1536.81,
9762,2007,7.17,49.07,43.79,1543.05,
9762,2008,5.85,50.02,48.47,1598.68,
9762,2009,7.3,49.23,46.46,1583.34,
9762,2010,7.1,50.31,46.1,1641.67,0.65
9762,2011,5.84,53.55,51.74,1716.81,1.09
9762,2012,5.72,56.6,50.11,1761.4,1.27
9762,2013,6.1,56.4,48.28,1744.46,2.49
9762,2014,5.8,63.1,53.51,1741.89,4.52
9762,2015,5.92,72.99,54.22,1774.21,9.15
9762,2016,5.64,66.17,53.65,1814.74,10.06
9762,2017,4.65,63.5,53.94,1919.43,5.2
9762,2018,4.2,66.57,52.9,1962.79,3.55
9762,2019,3.91,65.88,52.48,1992.05,2.27
9762,2020,4.49,57.88,48.61,,1.12
9762,1995,,61.1,56.1,,
9762,1996,,52.31,52.5,,
9762,1997,,44.82,55.93,,
9763,1998,8.27,62.27,63.12,,
9763,1999,7.44,61.45,58.71,,
9763,2000,6.17,61.8,59.38,1458.17,
9763,2001,6.05,59.04,54.81,1532.91,
9763,2002,7.14,61.24,57.18,1521.21,
9763,2003,8.16,56.52,55.33,1556.12,
9763,2004,8.13,56.68,51.82,1578.79,
9763,2005,9.57,56.24,56.78,1608.11,
9763,2006,7.52,64.26,59.66,1641.69,
9763,2007,5.56,64.32,58.12,1662.49,
9763,2008,4.57,68.71,58.63,1687.74,
9763,2009,5.91,63.75,61.75,1657.34,
9763,2010,5.19,65.1,60.83,1704.97,1.82
9763,2011,4.45,67.96,62.3,1717.82,1.88
9763,2012,4.64,71.49,63.88,1709.91,1.53
9763,2013,4.8,72.49,63.2,1747.85,1.55
9763,2014,4.86,80.52,69.68,1730.62,3.67
9763,2015,4.59,84.11,63.42,1736.61,20.63
9763,2016,4.36,74.78,69.44,1777.11,7.72
9763,2017,3.74,75.41,62.43,1839.27,6.13
9763,2018,3.36,75.36,66.22,1886.33,5.05
9763,2019,3.18,74.39,69.44,1932.49,3.27
9763,2020,4.19,66.14,67.93,,3.19
9763,1995,,63.3,57.95,,
9763,1996,,61.97,59.25,,
9763,1997,,59.99,59.71,,
9764,1998,8.42,60.5,60.04,,
9764,1999,7.41,59.94,54.84,,
9764,2000,5.86,53.73,57.75,1453.69,
9764,2001,5.33,61.31,52.92,1546.11,
9764,2002,6.75,56.62,53.39,1545.47,
9764,2003,7.64,54.04,52.63,1601.94,
9764,2004,7.73,55.84,52.66,1637.4,
9764,2005,8.72,51.48,52.4,1684.51,
9764,2006,7.19,54.44,51.57,1741.71,
9764,2007,4.88,53.34,53.44,1791.6,
9764,2008,3.87,56.93,53.45,1816.97,
9764,2009,5.97,56.03,52.84,1769.06,
9764,2010,5.27,55.77,54.38,1805.21,0.05
9764,2011,3.58,59.84,54.63,1872.37,0
9764,2012,3.65,61.61,53.02,1969.81,0.63
9764,2013,3.8,61.33,53.74,2018.22,1.84
9764,2014,3.91,66.92,55.76,2126.27,4.43
9764,2015,4.04,78.06,61.58,2201.66,42.74
9764,2016,4.16,66.02,57.58,2210.65,6.44
9764,2017,3.48,66.05,59.79,2301.45,4.42
9764,2018,3.12,68.64,58.47,2369.9,2.92
9764,2019,3.21,67.14,58.84,2393.85,3.27
9764,2020,4.28,64.43,57.94,,3.16
9764,1995,,59.69,53.07,,
9764,1996,,55.15,52.57,,
9764,1997,,59.3,54.75,,
9771,1998,5.96,40.21,36.52,,
9771,1999,5.35,42.11,34.98,,
9771,2000,4.34,44.81,35.29,1485.55,
9771,2001,4.06,39.99,31.64,1579.45,
9771,2002,4.81,41.06,34.09,1531.04,
9771,2003,5.57,40.64,33.5,1549.04,
9771,2004,5.73,38.88,36.14,1569.18,
9771,2005,6,39.12,37.69,1602.21,
9771,2006,5.46,39.9,39.22,1651.27,
9771,2007,4.02,40.68,38.97,1697.5,
9771,2008,3.13,40.3,40.96,1732.84,
9771,2009,3.59,40.28,39,1689.74,
9771,2010,3.28,38.87,38.02,1747.41,0.02
9771,2011,2.85,43.44,39.24,1846.42,0.3
9771,2012,2.61,59.01,55.11,1898.2,0.62
9771,2013,2.6,55.55,45.95,1921.06,2.05
9771,2014,2.72,50.26,44.86,1965.35,3.9
9771,2015,2.66,58.94,46.8,1960.63,8.47
9771,2016,2.54,52.46,46.28,2053.89,6.43
9771,2017,2.2,49.64,42.05,2166.11,4.53
9771,2018,2.05,51.46,44.89,2222.92,3.84
9771,2019,2.06,53.16,45.06,2273.35,4.85
9771,2020,2.61,48.52,45.58,,4.33
9771,1995,,46.82,39.12,,
9771,1996,,43.34,36.72,,
9771,1997,,40.46,38.36,,
9772,1998,6.63,44.25,39.49,,
9772,1999,5.78,44.83,38.02,,
9772,2000,4.43,43.61,39.37,1450.85,
9772,2001,4.17,44.43,36.83,1494.7,
9772,2002,4.83,41.91,36.66,1483.61,
9772,2003,5.87,40.03,36.8,1516.39,
9772,2004,6.25,39.2,36.58,1547.61,
9772,2005,6.3,38.17,38.33,1568.38,
9772,2006,5.39,36.97,37.64,1606.12,
9772,2007,4.25,37.36,36.7,1637.13,
9772,2008,3.2,35.95,37.91,1693.38,
9772,2009,3.75,38.25,38.45,1668.43,
9772,2010,3.74,37.51,35.56,1732.91,0.26
9772,2011,3.09,42.76,37.84,1832.57,0.29
9772,2012,2.72,45.2,39.32,1875.4,0.65
9772,2013,2.8,49.16,40.69,1873.84,1.41
9772,2014,2.96,50.21,42.22,1911.06,2.87
9772,2015,2.91,56.97,43.93,1954.88,4.47
9772,2016,2.8,55.24,46,2000.44,5.15
9772,2017,2.53,52.51,43.46,2099.67,4.43
9772,2018,2.37,52.27,45.48,2160.85,4.16
9772,2019,2.38,53.81,45.87,2206.25,5.16
9772,2020,3.01,51.54,41.44,,4.34
9772,1995,,53.9,38.17,,
9772,1996,,46.84,37.6,,
9772,1997,,45.36,38.97,,
9773,1998,5.23,33.61,28.41,,
9773,1999,4.49,32.99,27.69,,
9773,2000,3.72,32.32,29.35,1319.89,
9773,2001,3.52,34.78,27.38,1424.26,
9773,2002,3.89,33.58,27.05,1408.72,
9773,2003,4.9,32.07,26.79,1452.89,
9773,2004,5.22,30.78,28.26,1499.15,
9773,2005,5.97,29.02,28.91,1513.17,
9773,2006,5.39,28.62,30.89,1546.16,
9773,2007,3.92,29.16,31.46,1581.25,
9773,2008,2.89,28.57,31.84,1630.33,
9773,2009,3.48,27.1,29.38,1593.57,
9773,2010,3.42,26.36,30.19,1661.63,0.63
9773,2011,2.77,29.94,31.76,1748.98,0.65
9773,2012,2.45,31.56,30.55,1790.21,1.25
9773,2013,2.6,35.65,33.54,1799.48,2.12
9773,2014,2.45,41.06,35.92,1837.77,4.55
9773,2015,2.39,49.36,36.5,1886.9,18.48
9773,2016,2.3,41.03,37.14,1948.51,6.83
9773,2017,2.09,43.29,35.45,2023.9,4.3
9773,2018,1.78,45.47,35.88,2075.53,4.8
9773,2019,1.85,43.8,36.64,2130.51,4.25
9773,2020,2.53,39.88,32.95,,3.6
9773,1995,,43.88,29.61,,
9773,1996,,37.56,28.73,,
9773,1997,,34.42,29.53,,
9774,1998,5.89,33.44,32.68,,
9774,1999,5.56,34.56,32.23,,
9774,2000,4.92,34.11,32.9,1281.05,
9774,2001,4.81,35.78,31.46,1353.84,
9774,2002,5.79,35.04,31.74,1360.94,
9774,2003,6.31,31.96,29.5,1399.32,
9774,2004,6.37,31.08,33.2,1447.5,
9774,2005,6.97,32.45,33.34,1476.34,
9774,2006,6.29,31.49,35.64,1524.82,
9774,2007,4.52,30.81,30.9,1567.89,
9774,2008,2.76,34.05,37.42,1655.51,
9774,2009,4.01,31.55,35.37,1670.01,
9774,2010,3.86,32.72,32.47,1765.79,0.46
