county,year,Arbeitslosenquote_inkar,Zuzugsrate_inkar,Fortzugsrate_inkar,Haushaltseinkommen_inkar,Asylbewerber_inkar
1001,1998,14.6,70.15,78.3,,
1001,1999,13,74.71,75.57,,
1001,2000,11.84,74.44,74.89,1178.74,
1001,2001,12.12,73.19,68.87,1202.25,
1001,2002,12.09,75.68,71.07,1200.55,
1001,2003,13.68,80.22,70.12,1219.32,
1001,2004,14.02,82.87,75.25,1212.81,
1001,2005,18.28,76.49,70.63,1269.74,
1001,2006,15.39,80.57,72.56,1311.96,
1001,2007,12.5,82.35,67.6,1357.65,
1001,2008,11.46,83.04,70.35,1347.27,
1001,2009,12.94,75.08,75.84,1346.54,
1001,2010,12.7,76.13,72.16,1331.17,1.17
1001,2011,11.89,87.28,77.89,1457.59,1.84
1001,2012,11.34,91.51,82.5,1491.13,2.02
1001,2013,11.1,91.71,83.12,1493.48,2.88
1001,2014,10.55,96.3,84.95,1491.99,4.92
1001,2015,9.96,100.88,84.29,1507.52,13.44
1001,2016,9.03,107.67,89.06,1487.67,12.62
1001,2017,8.95,99.32,85,1509.8,6.26
1001,2018,8.31,99.84,85,1553.89,5.62
1001,2019,7.96,98.74,89.16,1588.66,5.27
1001,2020,9.06,84.6,84.24,,4.78
1001,1995,,73.41,79.93,,
1001,1996,,67.84,74.79,,
1001,1997,,66.88,78.47,,
1002,1998,13.9,54.22,65.94,,
1002,1999,12.88,55.63,69.2,,
1002,2000,11.31,61.81,65.11,1187,
1002,2001,11.12,62.28,61.89,1224.02,
1002,2002,11.69,69.1,63.31,1225.67,
1002,2003,13.42,61.7,61.23,1259.87,
1002,2004,13.61,65.49,62.77,1262.26,
1002,2005,16.9,63.54,57.52,1293.39,
1002,2006,14.73,65.69,60.44,1307.05,
1002,2007,12.63,66.3,58.93,1335.76,
1002,2008,11.39,63.38,59.69,1356.87,
1002,2009,10.9,62.59,58.36,1364.78,
1002,2010,10.75,63,57.05,1369.7,1.62
1002,2011,11.06,69.93,58.91,1414.79,1.69
1002,2012,10.12,69.27,59.33,1444.68,2.48
1002,2013,10.2,67.71,60.26,1486.06,3.05
1002,2014,10.08,69.67,63.5,1465.81,5.48
1002,2015,9.87,78.81,66.66,1495.32,4.95
1002,2016,9.66,80.47,71.35,1524.34,10.18
1002,2017,9.08,63.51,61.95,1544.33,5.41
1002,2018,8.18,64.05,63.31,1606.34,5.3
1002,2019,7.59,59.3,62.22,1659.68,5.49
1002,2020,8.48,60.69,59.7,,5.37
1002,1995,,62.5,63.04,,
1002,1996,,54.54,62.94,,
1002,1997,,54.89,66.2,,
1003,1998,13.41,55.23,58.55,,
1003,1999,13.42,58.97,59.1,,
1003,2000,12.6,57.37,54.36,1205.55,
1003,2001,12.26,60.71,57.05,1248,
1003,2002,12.62,60.67,57.75,1266.73,
1003,2003,13.68,56.84,55.19,1326.17,
1003,2004,13.98,55.11,55.42,1349.45,
1003,2005,18.31,55.07,51.69,1378.74,
1003,2006,15.23,50,49.68,1393.92,
1003,2007,13.12,52.73,47.49,1409.5,
1003,2008,12.22,50.57,49.95,1422.73,
1003,2009,12.29,57.17,58.27,1424.41,
1003,2010,11.17,53.17,47.2,1416.99,0.96
1003,2011,11.01,54.59,48.15,1444.91,1.29
1003,2012,10.42,54.9,46.23,1481.65,1.72
1003,2013,10.4,56.99,46.73,1489.36,2.78
1003,2014,10.13,57.95,48.03,1507.65,4.95
1003,2015,9.9,60.18,47.54,1572.58,14
1003,2016,9.07,65.08,59.8,1579.43,10.71
1003,2017,8.6,47.97,46.27,1639.28,5.88
1003,2018,7.78,55.42,47.51,1697.02,5.71
1003,2019,7.28,51.35,49.94,1755.01,5.59
1003,2020,8.14,49.69,47.75,,5.79
1003,1995,,51.31,46.74,,
1003,1996,,48.19,50.67,,
1003,1997,,52.22,50.89,,
1004,1998,13.45,42.39,47.92,,
1004,1999,13.39,53.2,57.86,,
1004,2000,12.2,51.61,55.39,1237.31,
1004,2001,11.79,58.06,58.6,1296.23,
1004,2002,12.07,56.51,54.88,1273.2,
1004,2003,13.4,47.31,51.23,1286.54,
1004,2004,13.52,48.14,50.19,1260.77,
1004,2005,15.65,44.09,46.89,1296.05,
1004,2006,14.36,44.33,43.78,1315.24,
1004,2007,11.63,44.55,46.07,1344.6,
1004,2008,11,46.01,49.26,1356.21,
1004,2009,11.33,49.55,48.45,1358.52,
1004,2010,11.47,58.66,55.58,1352.76,5.21
1004,2011,11.23,69,63.5,1375.46,5.03
1004,2012,11.03,77.69,77.27,1422.11,3.7
1004,2013,11.1,97.56,92.46,1448.35,5.45
1004,2014,10.92,140.61,130.1,1488.98,7.91
1004,2015,10.23,187.57,164.4,1489.35,70.31
1004,2016,9.56,139.9,133.9,1551.41,15.84
1004,2017,9.21,80.37,79.35,1546.79,20.27
1004,2018,8.34,80.43,73.04,1601.54,19.85
1004,2019,7.9,83.87,72.05,1640.46,20.96
1004,2020,8.92,67.24,66.08,,22.84
1004,1995,,42.63,40.44,,
1004,1996,,40.28,41.18,,
1004,1997,,38.77,43.58,,
1051,1998,10.7,34.6,28.25,,
1051,1999,10.02,33.68,29.57,,
1051,2000,8.99,32.34,29.91,1165.73,
1051,2001,9.25,31.58,28.28,1216.41,
1051,2002,9.2,31.3,28.83,1220.31,
1051,2003,10.5,30.86,28.31,1269.66,
1051,2004,11.14,31.18,28.59,1310.53,
1051,2005,13.74,29.79,27.94,1335.31,
1051,2006,11.78,28.61,27.86,1354.74,
1051,2007,10.01,28.79,27.94,1391.43,
1051,2008,9.66,29.07,29.43,1435.3,
1051,2009,9.64,31.47,30.25,1436.27,
1051,2010,8.48,31.06,30.37,1463.32,1.58
1051,2011,8.45,32.83,32.63,1533.62,1.61
1051,2012,8.04,35.25,34.01,1581.76,2.12
1051,2013,7.6,37.81,34.49,1623.89,2.98
1051,2014,7.38,39.83,34.94,1671.9,5
1051,2015,7.34,43.06,34.92,1738.2,14.06
1051,2016,7.19,52.95,43.85,1770.79,11.89
1051,2017,6.83,42.38,37.74,1855.27,5.6
1051,2018,6.27,41.93,37.04,1910.38,5.24
1051,2019,5.49,42.3,36.54,1997.36,4.73
1051,2020,6.09,38.7,32.68,,5.07
1051,1995,,38.59,32.89,,
1051,1996,,40.81,28.92,,
1051,1997,,35.25,28.49,,
1053,1998,8.32,51.24,41.5,,
1053,1999,8,53.75,41.74,,
1053,2000,7.54,51.71,38.86,1393.37,
1053,2001,7.7,49.87,39.33,1446.2,
1053,2002,7.74,51.27,38.09,1434.62,
1053,2003,8.6,47.4,38.85,1472.31,
1053,2004,8.86,46.82,39.89,1487.36,
1053,2005,9.7,43.45,38.78,1528.24,
1053,2006,8.34,42.16,37.7,1542.72,
1053,2007,7.19,42.23,38.86,1574.54,
1053,2008,6.47,42.92,40.82,1614.27,
1053,2009,6.71,44.11,42.22,1641.95,
1053,2010,6.4,44.7,40.06,1659.36,1.59
1053,2011,6.22,48.23,42.06,1716.63,1.76
1053,2012,6.19,49.18,43.07,1772.32,2.04
1053,2013,6.2,53.39,44.89,1760.47,2.4
1053,2014,6.05,53.5,42.28,1784.14,3.28
1053,2015,5.83,57.95,42.8,1825.17,8.52
1053,2016,5.66,57.79,54.33,1865.76,10.85
1053,2017,5.47,51.55,43.24,2155.69,5.54
1053,2018,4.97,52.16,43.35,2236.12,5.13
1053,2019,4.68,50.21,42.77,2290.47,4.95
1053,2020,5.47,48.28,39.25,,5.8
1053,1995,,54.73,41.9,,
1053,1996,,53.97,40.76,,
1053,1997,,54.42,42.95,,
1054,1998,9.19,41.59,35.91,,
1054,1999,8.13,41.85,36.81,,
1054,2000,7.4,39.6,37.15,1204.18,
1054,2001,7.66,39.25,34.09,1251.36,
1054,2002,7.91,40.23,35.38,1243.35,
1054,2003,9.1,40.9,35.5,1295.11,
1054,2004,9.22,38.22,35.51,1319.77,
1054,2005,10.12,38.21,33.69,1376.4,
1054,2006,9.96,36.56,35.5,1430.28,
1054,2007,8.47,38.21,35.54,1485.83,
1054,2008,7.94,37.58,37.31,1548.53,
1054,2009,7.87,39.08,38.36,1562.07,
1054,2010,7.45,39.68,37.21,1592.23,0.51
1054,2011,7.53,40.58,38.73,1685.21,0.61
1054,2012,6.96,39.44,41.81,1731.16,1.52
1054,2013,6.6,42.83,40.24,1800.59,2.62
1054,2014,6.37,46.66,41.6,1880.63,3.36
1054,2015,5.96,61.33,46.08,1944.34,9.46
1054,2016,6.12,64.38,59.94,1989.39,8.91
1054,2017,6.14,50.33,43.3,2077.59,4.35
1054,2018,5.3,49.25,43.61,2150.34,4.76
1054,2019,4.77,50.62,42.34,2213.29,4.81
1054,2020,5.3,48.54,36.57,,5.09
1054,1995,,48.19,38.74,,
1054,1996,,47.25,37.45,,
1054,1997,,44.43,37.05,,
1055,1998,10.21,48.14,40.16,,
1055,1999,9.57,47.7,38.61,,
1055,2000,9.03,45.53,38.53,1254.31,
1055,2001,8.71,46.62,37.7,1297.72,
1055,2002,8.61,47.26,38.46,1302.39,
1055,2003,9.57,45.57,38.15,1366.92,
1055,2004,9.64,46.1,40.25,1394.85,
1055,2005,11.29,43.29,36.44,1418.05,
1055,2006,9.75,43.09,38.49,1424.81,
1055,2007,8.78,40.82,36.97,1444.1,
1055,2008,7.96,40.28,37.4,1478.96,
1055,2009,8,42.11,37.6,1496.63,
1055,2010,7.36,41.95,38.85,1520.4,1.06
1055,2011,6.98,42.51,39.74,1623.65,1.26
1055,2012,6.54,44.76,38.62,1675.65,1.8
1055,2013,6.5,48.34,41.5,1689.29,2.56
1055,2014,6.4,49.23,40.69,1733.27,4.46
1055,2015,6.13,54.57,41.25,1764.51,12.74
1055,2016,5.85,54.78,48.76,1809.06,9.25
1055,2017,5.58,47.92,42.07,1877.93,4.91
1055,2018,5.14,50.23,42.62,1953.32,4.69
1055,2019,4.98,50.06,42.72,2023.76,4.71
1055,2020,5.46,49.83,37.5,,5.78
1055,1995,,51.38,42.93,,
1055,1996,,47.63,39.96,,
1055,1997,,47.26,39.51,,
1056,1998,8.42,48,42.08,,
1056,1999,8.23,47.39,41.49,,
1056,2000,7.68,46.24,38.53,1484.32,
1056,2001,7.45,46.85,37.84,1539.24,
1056,2002,7.93,45.3,38.45,1522.17,
1056,2003,8.77,43.66,37.91,1567.52,
1056,2004,8.66,44.5,38.48,1566.04,
1056,2005,10.14,42.08,36.76,1598.72,
1056,2006,8.19,41.62,36.22,1604.98,
1056,2007,6.78,40.6,35.95,1625.24,
1056,2008,5.97,42.57,39.9,1666.19,
1056,2009,6.16,44.81,39.53,1689.17,
1056,2010,6.07,43.82,38.1,1712.38,1.59
1056,2011,5.64,48.8,40.92,1809.69,1.76
1056,2012,5.47,49.25,41.64,1861.56,2.04
1056,2013,5.4,52.36,42.57,1868.28,2.9
1056,2014,5.44,54.23,43.35,1871.82,4.69
1056,2015,5.17,58.41,45.31,1918.52,12.58
1056,2016,5.17,57.53,54.18,1954.04,9.88
1056,2017,5.03,53,44.5,1978.19,5.63
1056,2018,4.65,53.75,46.13,2050.79,5.16
1056,2019,4.52,54.93,46.86,2113.69,4.59
1056,2020,5.36,48.16,42.24,,4.71
1056,1995,,49.96,43.38,,
1056,1996,,49.78,41.57,,
1056,1997,,47.36,42.35,,
1057,1998,8.92,57.38,43.86,,
1057,1999,8.38,49.96,39.72,,
1057,2000,7.33,48.02,39.57,1233.65,
1057,2001,7.47,47.18,39.79,1289.2,
1057,2002,7.69,47.22,39.18,1292.71,
1057,2003,8.93,45.22,37.7,1333.91,
1057,2004,9.16,44.59,39.27,1352.83,
1057,2005,9.79,41.13,36.59,1370.14,
1057,2006,8.97,39.77,37.53,1375.24,
1057,2007,7.57,38.78,36.8,1391.25,
1057,2008,6.96,39.56,39.73,1431.64,
1057,2009,6.76,40.65,38.87,1451.19,
1057,2010,6.31,40.35,38.39,1481.9,1.2
1057,2011,6.12,41.79,43.16,1621.4,1.25
1057,2012,5.73,45.3,44.77,1679.69,1.52
1057,2013,5.6,46,41.63,1704.02,2.2
1057,2014,5.69,48,42.15,1735.66,3.94
1057,2015,5.51,57.17,41.31,1758.48,11.7
1057,2016,5.36,57.04,51.41,1828.32,10.61
1057,2017,5.04,49.15,43.97,1854.38,5.01
1057,2018,4.47,47.76,44.56,1923.67,4.24
1057,2019,4.04,46.07,41.16,1999.51,4.25
1057,2020,4.72,45.74,35.69,,4.56
1057,1995,,320.47,312.97,,
1057,1996,,66.46,50.96,,
1057,1997,,65.59,49.17,,
1058,1998,9.57,48.96,40.88,,
1058,1999,8.97,49.36,40.62,,
1058,2000,7.69,47.78,40.27,1288.08,
1058,2001,7.42,45.57,38.86,1348.04,
1058,2002,7.37,45.11,40.12,1344.7,
1058,2003,7.97,41.84,38.63,1386.78,
1058,2004,7.83,40.76,39.14,1403.54,
1058,2005,9.61,38.47,36.87,1441.07,
1058,2006,7.45,38.23,37.32,1462.48,
1058,2007,6.38,38.6,36.79,1493.9,
1058,2008,5.59,37.93,39.3,1535.36,
1058,2009,6.05,39.9,39.33,1547.97,
1058,2010,5.97,38.68,38.5,1578.6,1.38
1058,2011,5.56,41.02,40,1646.97,1.55
1058,2012,5.49,41.27,40.94,1709.82,1.91
1058,2013,5.7,43.55,39.8,1737.93,2.61
1058,2014,5.53,44.42,39.29,1789.27,3.77
1058,2015,5.25,50.95,41.04,1826.25,12.19
1058,2016,4.91,56.14,46.66,1842.31,9.61
1058,2017,4.89,48.12,41.99,1891.76,4.97
1058,2018,4.33,47.5,44.43,1965.74,4.84
1058,2019,3.94,49.62,40.91,2034.36,5.1
1058,2020,4.46,47.8,41.46,,5.59
1058,1995,,52.12,41.24,,
1058,1996,,49.82,39.5,,
1058,1997,,50.56,39.82,,
1059,1998,8.92,49.12,40.41,,
1059,1999,8.08,47.79,39.07,,
1059,2000,7.33,45.49,38.45,1191.56,
1059,2001,7.69,43.74,38.94,1237.23,
1059,2002,7.77,43.66,37.94,1238.25,
1059,2003,8.6,42.42,37.84,1293.23,
1059,2004,8.75,41.64,37.28,1322.77,
1059,2005,10.23,38.56,37.69,1365.24,
1059,2006,9.63,37.69,37,1400.91,
1059,2007,9.54,38.31,36.48,1443.18,
1059,2008,8.47,40.46,39.09,1468.47,
1059,2009,8.99,40.1,38,1463.68,
1059,2010,8.99,38.43,37.65,1477.43,1.58
1059,2011,8.49,41.02,39.88,1553.01,1.73
1059,2012,7.95,40.85,41.58,1607.61,2.06
1059,2013,7.7,43.86,41.12,1642.17,2.51
1059,2014,7.34,48.12,41.46,1677.37,4.2
1059,2015,6.71,50.65,40.16,1757.05,11.94
1059,2016,6.25,57.5,46.91,1781.55,9.24
1059,2017,6,49.62,41.81,1827.94,5.18
1059,2018,5.33,49.95,42.76,1881.73,4.76
1059,2019,4.3,49.27,39.84,1950.33,4.93
1059,2020,5.34,48.28,36.76,,7.97
1059,1995,,53.64,43.17,,
1059,1996,,52.2,38.44,,
1059,1997,,50.41,39.77,,
1060,1998,8.01,52.56,43.38,,
1060,1999,7.48,52.94,41.9,,
1060,2000,6.66,49.63,40.14,1401.2,
1060,2001,6.55,48.63,39.18,1449.02,
1060,2002,7.1,47.43,41.17,1433.81,
1060,2003,8,46.76,40.52,1463.2,
1060,2004,7.88,46.49,44.13,1467.79,
1060,2005,8.39,44.26,40.53,1504.69,
1060,2006,7.5,42.77,38.86,1518.34,
1060,2007,6.07,42.62,39.89,1564.21,
1060,2008,5.08,43.73,43.82,1588.32,
1060,2009,5.45,44.31,41.79,1612.23,
1060,2010,5.38,45.85,40.49,1623.62,1.37
1060,2011,4.96,46.88,41.7,1670.74,1.54
1060,2012,4.82,45.32,40.49,1722.67,1.52
1060,2013,5.1,48.81,42.66,1750.22,2.2
1060,2014,5.02,50.36,42.16,1783.32,2.79
1060,2015,4.78,63.09,51.48,1818.43,9.16
1060,2016,4.79,76.8,65.77,1842.19,9.87
1060,2017,4.68,54.68,46.03,1869.79,5.85
1060,2018,4.27,58.74,49.32,1934.36,5.29
1060,2019,4.05,54.01,48.22,1999.75,4.67
1060,2020,4.98,50.24,43.87,,5.09
1060,1995,,54.33,41.69,,
1060,1996,,52.76,42.35,,
1060,1997,,51.1,41.79,,
1061,1998,9.7,41.73,39.39,,
1061,1999,9.27,39.04,33.6,,
1061,2000,8.49,35.79,32.85,1222.3,
1061,2001,8.61,37.75,31.51,1264.74,
1061,2002,9.24,38.3,33.64,1263.25,
1061,2003,10.38,35.45,32.59,1306.42,
1061,2004,10.97,35.26,32.97,1328.03,
1061,2005,11.59,32.04,32.85,1361.96,
1061,2006,9.8,32.36,33.61,1382.25,
1061,2007,7.46,32.12,36.97,1419.21,
1061,2008,5.82,37.15,37.24,1456.79,
1061,2009,6.09,33.76,34.98,1462.33,
1061,2010,6.32,33.26,33.12,1489.88,1.54
1061,2011,6.06,36.92,37.44,1568.74,1.69
1061,2012,5.87,38.18,37.14,1624.43,1.96
1061,2013,6.1,40.89,37.31,1628.43,2.86
1061,2014,6.27,42.57,37.48,1646.74,5.08
1061,2015,6.4,56.21,42.04,1657.73,9.93
1061,2016,6.33,70.03,64.91,1720.73,11.65
1061,2017,6.11,51.89,49.84,1760.88,6.34
1061,2018,5.58,46.91,43.71,1821.49,5.4
1061,2019,5.07,44.71,41.8,1905.53,4.81
1061,2020,5.79,40.57,37.53,,5.01
1061,1995,,53.77,42.55,,
1061,1996,,50.3,43.22,,
1061,1997,,47.94,40.51,,
1062,1998,7.15,54.59,47.39,,
1062,1999,6.65,55,47.21,,
1062,2000,5.82,52.91,44.52,1586.88,
1062,2001,5.8,53.63,41.86,1647,
1062,2002,6.3,51.24,44.19,1649.03,
1062,2003,6.87,49.11,44.08,1713.75,
1062,2004,7.04,51.87,42.73,1722.92,
1062,2005,7.73,48.05,41.93,1763.16,
1062,2006,6.52,46.77,41.69,1770.09,
1062,2007,4.81,48.02,40.79,1782.48,
1062,2008,4.15,48.99,42.2,1797.76,
1062,2009,4.55,49.97,42.89,1812.16,
1062,2010,4.43,50.02,41.56,1817.77,1.07
1062,2011,4.1,51.89,43.89,1874.75,1.28
1062,2012,4.07,53.21,43.33,1930.2,1.52
1062,2013,4.2,53.78,45.16,1911.14,2.04
1062,2014,4.04,55.14,44.49,1930.22,3.91
1062,2015,3.78,61.64,47.37,1972.29,10.84
1062,2016,3.6,56.03,56.84,2015.84,8.79
1062,2017,3.43,52.51,46.77,2051.92,4.8
1062,2018,3.19,52.27,46.37,2139.48,4.45
1062,2019,3.06,52.63,46.12,2203.41,4.56
1062,2020,3.8,49.79,42.6,,5.25
1062,1995,,56.65,45.76,,
1062,1996,,58.68,46.41,,
1062,1997,,56.97,48.37,,
2000,1998,11.28,44.04,45.01,,
2000,1999,10.36,46.14,41.93,,
2000,2000,8.88,48.05,40.64,1459.73,
2000,2001,8.25,47.7,39.92,1542.72,
2000,2002,8.97,46.47,43.34,1524.89,
2000,2003,9.91,45.83,41.42,1637.4,
2000,2004,9.67,48.76,47.35,1614.58,
2000,2005,11.3,46.87,41.06,1697.6,
2000,2006,10.96,47,40.31,1721.45,
2000,2007,9.17,46.37,36.89,1710.75,
2000,2008,8.13,48.45,47.46,1714.26,
2000,2009,8.6,48.97,47.58,1659.47,
2000,2010,8.18,49,42.36,1699.1,3.8
2000,2011,7.82,54.4,47.28,1833.35,4.07
2000,2012,7.46,54.4,45.75,1849.66,4.4
2000,2013,7.4,55.42,48.57,1890.91,5.33
2000,2014,7.55,51.96,44.37,1871.44,6.96
2000,2015,7.45,61.58,50.39,1915.6,12.9
2000,2016,7.08,63.94,52.07,2004.26,9.65
2000,2017,6.83,54.92,45.08,2045.76,6.39
2000,2018,6.32,52.03,47.69,2103.43,6.08
2000,2019,6.13,52.64,49.93,2147.14,5.23
2000,2020,7.55,46.36,44.17,,6.67
2000,1995,,43.97,40.21,,
2000,1996,,43.27,41.11,,
2000,1997,,43.2,43.73,,
3101,1998,13.36,58.6,62.46,,
3101,1999,12.14,61.27,62.11,,
3101,2000,11.17,58.05,57.59,1315.31,
3101,2001,10.85,62.07,59.68,1355.04,
3101,2002,11.34,58.92,56.64,1371.44,
3101,2003,11.79,55.59,53.26,1402.64,
3101,2004,11.72,58.33,52.47,1406.52,
3101,2005,13.18,48.71,47.8,1433.99,
3101,2006,11.96,51.97,48.51,1456.42,
3101,2007,10.51,52.98,49.2,1468.91,
3101,2008,9.18,54.63,51.07,1492.19,
3101,2009,9.29,57.5,49.3,1492.93,
3101,2010,8.87,61.72,53.64,1506.71,2.5
3101,2011,8.08,67.83,58.87,1599.01,2.46
3101,2012,7.43,71.09,61.05,1637.67,1.74
3101,2013,7.1,78.38,70.4,1660.38,1.18
3101,2014,6.84,95.4,89.14,1688.99,2.57
3101,2015,6.48,139.32,126.65,1730.64,42.56
3101,2016,6.07,83.24,94.08,1772.88,4.28
3101,2017,5.83,64.27,64.87,1821.83,3.04
3101,2018,5.33,68.24,64.88,1886.33,4.24
3101,2019,4.89,65.8,59.83,1937.82,5.72
3101,2020,5.36,56.43,57.19,,4.83
3101,1995,,52.31,54.89,,
3101,1996,,56.45,58.18,,
3101,1997,,52.44,59.62,,
3102,1998,16.26,30.76,41.05,,
3102,1999,14.56,29.96,37.57,,
3102,2000,12.95,31.49,35.29,1218.47,
3102,2001,12.32,35.21,38.66,1254.5,
3102,2002,11.93,32.67,37.75,1259.8,
3102,2003,12.31,31.12,35.56,1275.15,
3102,2004,12.44,30.58,37.14,1281.46,
3102,2005,14.37,27.48,33.62,1300.83,
3102,2006,14.1,25.56,31.67,1316.56,
3102,2007,11.57,26.6,34.75,1341.34,
3102,2008,9.63,31.29,35.52,1374.95,
3102,2009,10.35,33.24,37.66,1391.85,
3102,2010,10,30.97,36.71,1422.42,2.62
3102,2011,9.2,35.4,38.4,1510.42,2.75
3102,2012,8.78,37.27,37.96,1549.97,2.76
3102,2013,9.3,44.2,37.88,1561.83,2.83
3102,2014,9.37,53.87,41.44,1587.32,4.87
3102,2015,9.31,70.79,44.94,1597.82,10.97
3102,2016,10.49,71.04,63.26,1584.04,12.29
3102,2017,10.47,65.98,54.25,1594.09,4.98
3102,2018,9.31,61.24,55.55,1644.46,3.76
3102,2019,8.79,57.99,61.99,1708.35,3.17
3102,2020,9.93,46.78,48.05,,2.98
3102,1995,,38.99,37.33,,
3102,1996,,31.22,37.74,,
3102,1997,,29.9,40.99,,
3103,1998,14.85,39.1,41.44,,
3103,1999,12.26,44.75,44.12,,
3103,2000,10.25,43.13,42.17,1359.5,
3103,2001,8.76,45.03,42.37,1407.44,
3103,2002,8.42,47.37,41.55,1439.25,
3103,2003,8.31,50.54,44.28,1471.4,
3103,2004,8.18,44.46,47.43,1501.75,
3103,2005,10.79,38.75,42.96,1520.29,
3103,2006,10.39,38.65,41.34,1526.9,
3103,2007,8.99,40.05,41.61,1535.95,
3103,2008,6.99,47.64,40.65,1562.9,
3103,2009,6.61,47.48,40.43,1596.3,
3103,2010,6.53,43.94,38.98,1639.75,3.43
3103,2011,5.72,54.05,42.15,1751.1,2.98
3103,2012,5.07,53.59,44.28,1830.55,2.69
3103,2013,4.9,54.74,46.42,1873.87,3.55
3103,2014,4.77,55.96,50.49,1915.55,4.82
3103,2015,4.69,60.22,50.55,1953.44,9.54
3103,2016,5.02,54.29,54.18,1942.13,10.03
3103,2017,4.93,53.55,51.61,1961.16,4.47
3103,2018,4.77,53.13,49.64,2027.8,5.5
3103,2019,4.51,54.63,51.04,2098.63,5.85
3103,2020,5.15,47.72,48.42,,7.03
3103,1995,,43.08,46.04,,
3103,1996,,35.67,47.5,,
3103,1997,,34.97,48.34,,
3151,1998,12.97,43.28,33.59,,
3151,1999,11.28,44.5,33.93,,
3151,2000,9.93,39.54,33.56,1247.9,
3151,2001,9.37,38.67,31.69,1302.9,
3151,2002,9.4,37.53,33.34,1303.04,
3151,2003,9.53,39.9,35.36,1331.42,
3151,2004,9.09,36.81,34.65,1344.16,
3151,2005,10.42,32.73,32.25,1364.26,
3151,2006,9.98,32.53,34.17,1392.81,
3151,2007,8.8,29.95,33.63,1417.32,
3151,2008,6.67,31.61,34.99,1462.26,
3151,2009,6.35,32.32,34.66,1494.45,
3151,2010,6.42,31.34,33.56,1546.27,1.58
3151,2011,5.89,35.19,36.81,1662.39,1.59
3151,2012,5.34,37.26,35.73,1742.21,1.53
3151,2013,5.2,39.55,35.46,1782.95,2.73
3151,2014,4.87,42.18,35.76,1825.13,4.25
3151,2015,4.64,47.88,37.58,1861.64,6.61
3151,2016,4.68,48.58,43.81,1875.75,9.36
3151,2017,4.65,41.29,38.63,1899,6.53
3151,2018,4.4,43.18,38.06,1961.69,7.25
3151,2019,3.99,41.78,37.54,2035.44,6.61
3151,2020,4.46,37.67,33,,6.29
3151,1995,,52.98,36.31,,
3151,1996,,44.36,33.63,,
3151,1997,,43.13,34.02,,
3153,1998,13.09,37.3,38.45,,
3153,1999,12.62,39.03,39.7,,
3153,2000,12.06,38.86,38.73,1231.42,
3153,2001,11.65,39.41,37.52,1265.33,
3153,2002,11.37,39.85,40.15,1277.76,
3153,2003,11.02,39.14,38.16,1313.9,
3153,2004,10.64,37.71,38.76,1327.96,
3153,2005,13.31,34.65,37.29,1347.72,
3153,2006,12.34,32.04,37.29,1372.47,
3153,2007,10.44,33.62,37.23,1382.43,
3153,2008,9.71,33.98,39.32,1416.03,
3153,2009,10.19,35.08,37.7,1426.66,
3153,2010,9.79,35,38.26,1450.39,2.43
3153,2011,9.53,41.03,39.3,1515.02,2.36
3153,2012,9.09,40.56,38.82,1550.78,2.3
3153,2013,8.8,42.83,39.63,1566.9,2.76
3153,2014,8.64,45.47,41.43,1593.24,4.53
3153,2015,7.88,56.64,41.44,1621.57,12.26
3153,2016,7.62,66.62,59.31,1658.18,11.05
3153,2017,7.15,50.68,45.3,1708.68,6.38
3153,2018,6.43,54.03,48.83,1775.6,4.87
3153,2019,5.91,55.54,51.16,1833.55,3.75
3153,2020,6.94,43.94,46.19,,3.38
3153,1995,,41.41,40.84,,
3153,1996,,34.87,37.38,,
3153,1997,,35.12,38.66,,
3154,1998,13.82,36.83,35.05,,
3154,1999,12.75,37.19,33.39,,
3154,2000,11.88,34.04,36.42,1297.14,
3154,2001,11.6,35.46,36.01,1348.99,
3154,2002,11.3,36.48,35.32,1350.51,
3154,2003,11.02,38.69,37.6,1376.35,
3154,2004,10.61,37.32,35.78,1383.95,
3154,2005,12.53,32.13,34.67,1401.49,
3154,2006,12.37,31.66,34.5,1419.71,
3154,2007,11.12,30.17,36.23,1427.01,
3154,2008,9.14,31.49,36.38,1479.81,
3154,2009,9.12,32.71,36.86,1509.29,
3154,2010,8.76,30.04,36.1,1556.04,1.9
3154,2011,8,35.1,36.76,1642.98,2.24
3154,2012,7.44,38.64,37.42,1704.12,1.81
3154,2013,7.5,44.9,38.24,1743.29,3.21
3154,2014,7.18,48.91,37.16,1791.15,5.34
3154,2015,7.01,53.45,40.25,1825.35,11.46
3154,2016,6.79,61.21,48.27,1836.78,14.13
3154,2017,6.89,47.01,45.43,1866.81,7.08
3154,2018,6.24,45.44,43.63,1936.02,4.81
3154,2019,5.79,48.44,42.43,2009.02,4.29
3154,2020,6.22,45.61,38.51,,4.15
3154,1995,,39.45,36.11,,
3154,1996,,33.7,35.53,,
3154,1997,,34.39,35.28,,
3155,1998,11.93,30.79,33.67,,
3155,1999,11.59,32.45,31.12,,
3155,2000,10.64,29.33,31.68,1231.89,
3155,2001,10.65,27.9,30.67,1280.76,
3155,2002,10.87,30.14,30.75,1279.26,
3155,2003,10.94,28.91,29.85,1311.42,
3155,2004,10.78,29.65,29.02,1311.62,
3155,2005,12.03,27.03,29.56,1340.18,
3155,2006,10.82,26.83,30.06,1374.27,
3155,2007,9.16,26.56,31.63,1397.98,
3155,2008,8.15,26.18,32.67,1438.43,
