ags,year,age_band,sex,count
10043,2025,75 bis unter 80 Jahre,f,3291
10043,2025,75 bis unter 80 Jahre,m,2803
10044,2025,60 bis unter 65 Jahre,f,9178
10044,2025,60 bis unter 65 Jahre,m,8796
10044,2025,15 bis unter 20 Jahre,m,4716
10044,2025,15 bis unter 20 Jahre,f,4319
10044,2025,75 bis unter 80 Jahre,f,5129
10044,2025,75 bis unter 80 Jahre,m,4396
10044,2025,35 bis unter 40 Jahre,f,6590
10044,2025,35 bis unter 40 Jahre,m,6785
10044,2025,55 bis unter 60 Jahre,m,7736
10044,2025,55 bis unter 60 Jahre,f,7989
10044,2025,40 bis unter 45 Jahre,m,6469
10044,2025,40 bis unter 45 Jahre,f,6162
10044,2025,20 bis unter 25 Jahre,f,4094
10044,2025,20 bis unter 25 Jahre,m,5007
10044,2025,unter 5 Jahre,m,4066
10044,2025,unter 5 Jahre,f,3916
10044,2025,30 bis unter 35 Jahre,m,6278
10044,2025,30 bis unter 35 Jahre,f,5705
10044,2025,5 bis unter 10 Jahre,f,4561
10044,2025,5 bis unter 10 Jahre,m,4740
10044,2025,85 bis unter 90 Jahre,m,2178
10044,2025,85 bis unter 90 Jahre,f,3820
10044,2025,50 bis unter 55 Jahre,f,5922
10044,2025,50 bis unter 55 Jahre,m,5679
10044,2025,25 bis unter 30 Jahre,m,5593
10044,2025,25 bis unter 30 Jahre,f,4837
10044,2025,65 bis unter 70 Jahre,f,8454
10044,2025,65 bis unter 70 Jahre,m,7836
10044,2025,70 bis unter 75 Jahre,f,7032
10044,2025,70 bis unter 75 Jahre,m,6363
10044,2025,45 bis unter 50 Jahre,f,5963
10044,2025,45 bis unter 50 Jahre,m,5808
10044,2025,10 bis unter 15 Jahre,m,4610
10044,2025,10 bis unter 15 Jahre,f,4303
10044,2025,95 Jahre und mehr,m,118
10044,2025,95 Jahre und mehr,f,372
10044,2025,80 bis unter 85 Jahre,m,2616
10044,2025,80 bis unter 85 Jahre,f,3823
10044,2025,90 bis unter 95 Jahre,m,686
10044,2025,90 bis unter 95 Jahre,f,1442
10045,2025,25 bis unter 30 Jahre,m,3654
10045,2025,25 bis unter 30 Jahre,f,3509
10045,2025,10 bis unter 15 Jahre,m,3195
10045,2025,10 bis unter 15 Jahre,f,2854
10045,2025,70 bis unter 75 Jahre,f,5016
10045,2025,70 bis unter 75 Jahre,m,4446
10045,2025,95 Jahre und mehr,m,95
10045,2025,95 Jahre und mehr,f,285
10045,2025,5 bis unter 10 Jahre,m,3152
10045,2025,5 bis unter 10 Jahre,f,2972
10045,2025,50 bis unter 55 Jahre,f,4130
10045,2025,50 bis unter 55 Jahre,m,3897
10045,2025,30 bis unter 35 Jahre,f,4108
10045,2025,30 bis unter 35 Jahre,m,4203
10045,2025,45 bis unter 50 Jahre,f,4121
10045,2025,45 bis unter 50 Jahre,m,3969
10045,2025,65 bis unter 70 Jahre,m,5555
10045,2025,65 bis unter 70 Jahre,f,6014
10045,2025,85 bis unter 90 Jahre,f,2896
10045,2025,85 bis unter 90 Jahre,m,1700
10045,2025,90 bis unter 95 Jahre,m,496
10045,2025,90 bis unter 95 Jahre,f,1049
10045,2025,55 bis unter 60 Jahre,f,5741
10045,2025,55 bis unter 60 Jahre,m,5637
10045,2025,80 bis unter 85 Jahre,m,2049
10045,2025,80 bis unter 85 Jahre,f,2869
10045,2025,unter 5 Jahre,f,2736
10045,2025,unter 5 Jahre,m,2867
10045,2025,35 bis unter 40 Jahre,m,4576
10045,2025,35 bis unter 40 Jahre,f,4376
10045,2025,15 bis unter 20 Jahre,m,3214
10045,2025,15 bis unter 20 Jahre,f,2988
10045,2025,20 bis unter 25 Jahre,m,3315
10045,2025,20 bis unter 25 Jahre,f,3330
10045,2025,60 bis unter 65 Jahre,f,6507
10045,2025,60 bis unter 65 Jahre,m,6184
10045,2025,40 bis unter 45 Jahre,m,4431
10045,2025,40 bis unter 45 Jahre,f,4245
10045,2025,75 bis unter 80 Jahre,f,3715
10045,2025,75 bis unter 80 Jahre,m,3204
10046,2025,75 bis unter 80 Jahre,m,2100
10046,2025,75 bis unter 80 Jahre,f,2227
10046,2025,40 bis unter 45 Jahre,m,2594
10046,2025,40 bis unter 45 Jahre,f,2563
10046,2025,55 bis unter 60 Jahre,m,3599
10046,2025,55 bis unter 60 Jahre,f,3553
10046,2025,60 bis unter 65 Jahre,m,4148
10046,2025,60 bis unter 65 Jahre,f,4133
10046,2025,unter 5 Jahre,m,1644
10046,2025,unter 5 Jahre,f,1614
10046,2025,35 bis unter 40 Jahre,m,2710
10046,2025,35 bis unter 40 Jahre,f,2644
10046,2025,80 bis unter 85 Jahre,f,1591
10046,2025,80 bis unter 85 Jahre,m,1275
10046,2025,20 bis unter 25 Jahre,m,1847
10046,2025,20 bis unter 25 Jahre,f,1647
10046,2025,15 bis unter 20 Jahre,m,1806
10046,2025,15 bis unter 20 Jahre,f,1837
10046,2025,25 bis unter 30 Jahre,f,2009
10046,2025,25 bis unter 30 Jahre,m,2083
10046,2025,30 bis unter 35 Jahre,f,2481
10046,2025,30 bis unter 35 Jahre,m,2436
10046,2025,5 bis unter 10 Jahre,f,1813
10046,2025,5 bis unter 10 Jahre,m,1950
10046,2025,50 bis unter 55 Jahre,f,2653
10046,2025,50 bis unter 55 Jahre,m,2492
10046,2025,65 bis unter 70 Jahre,m,3780
10046,2025,65 bis unter 70 Jahre,f,3708
10046,2025,85 bis unter 90 Jahre,m,1020
10046,2025,85 bis unter 90 Jahre,f,1613
10046,2025,90 bis unter 95 Jahre,m,293
10046,2025,90 bis unter 95 Jahre,f,598
10046,2025,10 bis unter 15 Jahre,m,1876
10046,2025,10 bis unter 15 Jahre,f,1794
10046,2025,70 bis unter 75 Jahre,f,3122
10046,2025,70 bis unter 75 Jahre,m,3009
10046,2025,45 bis unter 50 Jahre,f,2506
10046,2025,45 bis unter 50 Jahre,m,2403
10046,2025,95 Jahre und mehr,m,50
10046,2025,95 Jahre und mehr,f,151
11000,2025,45 bis unter 50 Jahre,f,117599
11000,2025,45 bis unter 50 Jahre,m,118955
11000,2025,10 bis unter 15 Jahre,f,82098
11000,2025,10 bis unter 15 Jahre,m,86095
11000,2025,25 bis unter 30 Jahre,f,138850
11000,2025,25 bis unter 30 Jahre,m,140396
11000,2025,30 bis unter 35 Jahre,f,145656
11000,2025,30 bis unter 35 Jahre,m,149154
11000,2025,90 bis unter 95 Jahre,f,19856
11000,2025,90 bis unter 95 Jahre,m,9236
11000,2025,65 bis unter 70 Jahre,f,98257
11000,2025,65 bis unter 70 Jahre,m,91244
11000,2025,5 bis unter 10 Jahre,m,87758
11000,2025,5 bis unter 10 Jahre,f,84590
11000,2025,50 bis unter 55 Jahre,f,102593
11000,2025,50 bis unter 55 Jahre,m,103411
11000,2025,80 bis unter 85 Jahre,m,48668
11000,2025,80 bis unter 85 Jahre,f,69563
11000,2025,75 bis unter 80 Jahre,m,54684
11000,2025,75 bis unter 80 Jahre,f,72135
11000,2025,unter 5 Jahre,m,84729
11000,2025,unter 5 Jahre,f,80606
11000,2025,20 bis unter 25 Jahre,m,106128
11000,2025,20 bis unter 25 Jahre,f,102958
11000,2025,85 bis unter 90 Jahre,m,32048
11000,2025,85 bis unter 90 Jahre,f,54337
11000,2025,35 bis unter 40 Jahre,f,156880
11000,2025,35 bis unter 40 Jahre,m,161570
11000,2025,95 Jahre und mehr,m,1626
11000,2025,95 Jahre und mehr,f,5666
11000,2025,40 bis unter 45 Jahre,f,137829
11000,2025,40 bis unter 45 Jahre,m,140943
11000,2025,15 bis unter 20 Jahre,m,88072
11000,2025,15 bis unter 20 Jahre,f,80945
11000,2025,60 bis unter 65 Jahre,f,125039
11000,2025,60 bis unter 65 Jahre,m,122796
11000,2025,55 bis unter 60 Jahre,f,119139
11000,2025,55 bis unter 60 Jahre,m,120449
11000,2025,70 bis unter 75 Jahre,m,71103
11000,2025,70 bis unter 75 Jahre,f,86916
12051,2025,90 bis unter 95 Jahre,m,274
12051,2025,90 bis unter 95 Jahre,f,649
12051,2025,95 Jahre und mehr,m,53
12051,2025,95 Jahre und mehr,f,198
12051,2025,30 bis unter 35 Jahre,m,1781
12051,2025,30 bis unter 35 Jahre,f,1513
12051,2025,unter 5 Jahre,f,1223
12051,2025,unter 5 Jahre,m,1285
12051,2025,85 bis unter 90 Jahre,m,1102
12051,2025,85 bis unter 90 Jahre,f,1886
12051,2025,55 bis unter 60 Jahre,f,2437
12051,2025,55 bis unter 60 Jahre,m,2524
12051,2025,15 bis unter 20 Jahre,f,1576
12051,2025,15 bis unter 20 Jahre,m,1575
12051,2025,45 bis unter 50 Jahre,m,2331
12051,2025,45 bis unter 50 Jahre,f,2081
12051,2025,40 bis unter 45 Jahre,f,2507
12051,2025,40 bis unter 45 Jahre,m,2698
12051,2025,70 bis unter 75 Jahre,m,2210
12051,2025,70 bis unter 75 Jahre,f,2666
12051,2025,75 bis unter 80 Jahre,f,1793
12051,2025,75 bis unter 80 Jahre,m,1328
12051,2025,65 bis unter 70 Jahre,f,2912
12051,2025,65 bis unter 70 Jahre,m,2611
12051,2025,10 bis unter 15 Jahre,m,1651
12051,2025,10 bis unter 15 Jahre,f,1648
12051,2025,20 bis unter 25 Jahre,f,1720
12051,2025,20 bis unter 25 Jahre,m,1766
12051,2025,80 bis unter 85 Jahre,m,1405
12051,2025,80 bis unter 85 Jahre,f,2124
12051,2025,5 bis unter 10 Jahre,f,1631
12051,2025,5 bis unter 10 Jahre,m,1596
12051,2025,25 bis unter 30 Jahre,f,1685
12051,2025,25 bis unter 30 Jahre,m,2091
12051,2025,60 bis unter 65 Jahre,m,2970
12051,2025,60 bis unter 65 Jahre,f,3103
12051,2025,50 bis unter 55 Jahre,f,1831
12051,2025,50 bis unter 55 Jahre,m,1952
12051,2025,35 bis unter 40 Jahre,m,2913
12051,2025,35 bis unter 40 Jahre,f,2646
12052,2025,5 bis unter 10 Jahre,f,1995
12052,2025,5 bis unter 10 Jahre,m,2057
12052,2025,25 bis unter 30 Jahre,f,2702
12052,2025,25 bis unter 30 Jahre,m,3545
12052,2025,10 bis unter 15 Jahre,f,2081
12052,2025,10 bis unter 15 Jahre,m,2101
12052,2025,65 bis unter 70 Jahre,f,3917
12052,2025,65 bis unter 70 Jahre,m,3099
12052,2025,80 bis unter 85 Jahre,m,1640
12052,2025,80 bis unter 85 Jahre,f,2515
12052,2025,50 bis unter 55 Jahre,f,2397
12052,2025,50 bis unter 55 Jahre,m,2313
12052,2025,95 Jahre und mehr,m,71
12052,2025,95 Jahre und mehr,f,177
12052,2025,45 bis unter 50 Jahre,m,2762
12052,2025,45 bis unter 50 Jahre,f,2564
12052,2025,60 bis unter 65 Jahre,f,4152
12052,2025,60 bis unter 65 Jahre,m,3590
12052,2025,15 bis unter 20 Jahre,m,2256
12052,2025,15 bis unter 20 Jahre,f,2121
12052,2025,35 bis unter 40 Jahre,m,3358
12052,2025,35 bis unter 40 Jahre,f,2951
12052,2025,40 bis unter 45 Jahre,m,3213
12052,2025,40 bis unter 45 Jahre,f,2840
12052,2025,70 bis unter 75 Jahre,f,3591
12052,2025,70 bis unter 75 Jahre,m,2857
12052,2025,90 bis unter 95 Jahre,m,350
12052,2025,90 bis unter 95 Jahre,f,800
12052,2025,85 bis unter 90 Jahre,m,1276
12052,2025,85 bis unter 90 Jahre,f,2179
12052,2025,55 bis unter 60 Jahre,f,3295
12052,2025,55 bis unter 60 Jahre,m,3005
12052,2025,30 bis unter 35 Jahre,m,2541
12052,2025,30 bis unter 35 Jahre,f,2087
12052,2025,unter 5 Jahre,f,1655
12052,2025,unter 5 Jahre,m,1733
12052,2025,20 bis unter 25 Jahre,m,2850
12052,2025,20 bis unter 25 Jahre,f,2468
12052,2025,75 bis unter 80 Jahre,f,2341
12052,2025,75 bis unter 80 Jahre,m,1695
12053,2025,unter 5 Jahre,f,855
12053,2025,unter 5 Jahre,m,909
12053,2025,35 bis unter 40 Jahre,f,1721
12053,2025,35 bis unter 40 Jahre,m,1891
12053,2025,20 bis unter 25 Jahre,f,1505
12053,2025,20 bis unter 25 Jahre,m,1660
12053,2025,15 bis unter 20 Jahre,f,1320
12053,2025,15 bis unter 20 Jahre,m,1363
12053,2025,75 bis unter 80 Jahre,f,1474
12053,2025,75 bis unter 80 Jahre,m,1085
12053,2025,40 bis unter 45 Jahre,f,1748
12053,2025,40 bis unter 45 Jahre,m,1943
12053,2025,55 bis unter 60 Jahre,f,1843
12053,2025,55 bis unter 60 Jahre,m,1778
12053,2025,90 bis unter 95 Jahre,m,242
12053,2025,90 bis unter 95 Jahre,f,490
12053,2025,30 bis unter 35 Jahre,m,1351
12053,2025,30 bis unter 35 Jahre,f,1161
12053,2025,65 bis unter 70 Jahre,m,2107
12053,2025,65 bis unter 70 Jahre,f,2372
12053,2025,85 bis unter 90 Jahre,m,747
12053,2025,85 bis unter 90 Jahre,f,1350
12053,2025,95 Jahre und mehr,f,125
12053,2025,95 Jahre und mehr,m,46
12053,2025,10 bis unter 15 Jahre,m,1206
12053,2025,10 bis unter 15 Jahre,f,1169
12053,2025,45 bis unter 50 Jahre,f,1622
12053,2025,45 bis unter 50 Jahre,m,1752
12053,2025,25 bis unter 30 Jahre,f,1402
12053,2025,25 bis unter 30 Jahre,m,1645
12053,2025,5 bis unter 10 Jahre,f,1092
12053,2025,5 bis unter 10 Jahre,m,1216
12053,2025,80 bis unter 85 Jahre,m,911
12053,2025,80 bis unter 85 Jahre,f,1354
12053,2025,50 bis unter 55 Jahre,f,1591
12053,2025,50 bis unter 55 Jahre,m,1551
12053,2025,70 bis unter 75 Jahre,m,1948
12053,2025,70 bis unter 75 Jahre,f,2203
12053,2025,60 bis unter 65 Jahre,f,2551
12053,2025,60 bis unter 65 Jahre,m,2287
12054,2025,30 bis unter 35 Jahre,f,5109
12054,2025,30 bis unter 35 Jahre,m,5240
12054,2025,85 bis unter 90 Jahre,f,3227
12054,2025,85 bis unter 90 Jahre,m,1853
12054,2025,65 bis unter 70 Jahre,f,5285
12054,2025,65 bis unter 70 Jahre,m,4673
12054,2025,45 bis unter 50 Jahre,m,6591
12054,2025,45 bis unter 50 Jahre,f,6687
12054,2025,90 bis unter 95 Jahre,f,1238
12054,2025,90 bis unter 95 Jahre,m,608
12054,2025,95 Jahre und mehr,f,342
12054,2025,95 Jahre und mehr,m,95
12054,2025,10 bis unter 15 Jahre,f,4515
12054,2025,10 bis unter 15 Jahre,m,4753
12054,2025,5 bis unter 10 Jahre,m,4777
12054,2025,5 bis unter 10 Jahre,f,4494
12054,2025,80 bis unter 85 Jahre,m,2437
12054,2025,80 bis unter 85 Jahre,f,3735
12054,2025,50 bis unter 55 Jahre,f,5464
12054,2025,50 bis unter 55 Jahre,m,5453
12054,2025,25 bis unter 30 Jahre,f,6037
12054,2025,25 bis unter 30 Jahre,m,5885
12054,2025,70 bis unter 75 Jahre,m,3923
12054,2025,70 bis unter 75 Jahre,f,5126
12054,2025,35 bis unter 40 Jahre,m,7309
12054,2025,35 bis unter 40 Jahre,f,7375
12054,2025,60 bis unter 65 Jahre,m,6077
12054,2025,60 bis unter 65 Jahre,f,6302
12054,2025,75 bis unter 80 Jahre,f,3551
12054,2025,75 bis unter 80 Jahre,m,2633
12054,2025,15 bis unter 20 Jahre,m,4900
12054,2025,15 bis unter 20 Jahre,f,4523
12054,2025,55 bis unter 60 Jahre,f,5963
12054,2025,55 bis unter 60 Jahre,m,5920
12054,2025,20 bis unter 25 Jahre,f,5823
12054,2025,20 bis unter 25 Jahre,m,5545
12054,2025,40 bis unter 45 Jahre,f,7387
12054,2025,40 bis unter 45 Jahre,m,6848
12054,2025,unter 5 Jahre,m,3836
12054,2025,unter 5 Jahre,f,3598
12060,2025,75 bis unter 80 Jahre,f,4284
12060,2025,75 bis unter 80 Jahre,m,3731
12060,2025,40 bis unter 45 Jahre,f,7177
12060,2025,40 bis unter 45 Jahre,m,7355
12060,2025,55 bis unter 60 Jahre,f,7539
12060,2025,55 bis unter 60 Jahre,m,7308
12060,2025,60 bis unter 65 Jahre,f,8860
12060,2025,60 bis unter 65 Jahre,m,8553
12060,2025,15 bis unter 20 Jahre,m,4889
12060,2025,15 bis unter 20 Jahre,f,4542
12060,2025,unter 5 Jahre,m,3522
12060,2025,unter 5 Jahre,f,3321
12060,2025,35 bis unter 40 Jahre,f,7210
12060,2025,35 bis unter 40 Jahre,m,6977
12060,2025,20 bis unter 25 Jahre,f,3636
12060,2025,20 bis unter 25 Jahre,m,4105
12060,2025,85 bis unter 90 Jahre,m,2347
12060,2025,85 bis unter 90 Jahre,f,3585
12060,2025,95 Jahre und mehr,f,306
12060,2025,95 Jahre und mehr,m,104
12060,2025,5 bis unter 10 Jahre,f,4709
12060,2025,5 bis unter 10 Jahre,m,4913
12060,2025,30 bis unter 35 Jahre,m,3440
12060,2025,30 bis unter 35 Jahre,f,3535
12060,2025,65 bis unter 70 Jahre,f,7829
12060,2025,65 bis unter 70 Jahre,m,7149
12060,2025,50 bis unter 55 Jahre,f,5535
12060,2025,50 bis unter 55 Jahre,m,5912
12060,2025,45 bis unter 50 Jahre,f,6518
12060,2025,45 bis unter 50 Jahre,m,6874
12060,2025,10 bis unter 15 Jahre,f,4800
12060,2025,10 bis unter 15 Jahre,m,4954
12060,2025,25 bis unter 30 Jahre,f,3421
12060,2025,25 bis unter 30 Jahre,m,3926
12060,2025,70 bis unter 75 Jahre,f,6639
12060,2025,70 bis unter 75 Jahre,m,6080
12060,2025,80 bis unter 85 Jahre,m,3245
12060,2025,80 bis unter 85 Jahre,f,4164
12060,2025,90 bis unter 95 Jahre,m,601
12060,2025,90 bis unter 95 Jahre,f,1290
12061,2025,5 bis unter 10 Jahre,m,4762
12061,2025,5 bis unter 10 Jahre,f,4424
12061,2025,50 bis unter 55 Jahre,f,5155
12061,2025,50 bis unter 55 Jahre,m,5414
12061,2025,45 bis unter 50 Jahre,f,5848
12061,2025,45 bis unter 50 Jahre,m,6192
12061,2025,65 bis unter 70 Jahre,m,6552
12061,2025,65 bis unter 70 Jahre,f,6807
12061,2025,30 bis unter 35 Jahre,f,3770
12061,2025,30 bis unter 35 Jahre,m,3746
12061,2025,85 bis unter 90 Jahre,f,3485
12061,2025,85 bis unter 90 Jahre,m,2194
12061,2025,10 bis unter 15 Jahre,m,4517
12061,2025,10 bis unter 15 Jahre,f,4241
12061,2025,25 bis unter 30 Jahre,m,3708
12061,2025,25 bis unter 30 Jahre,f,3367
12061,2025,70 bis unter 75 Jahre,f,5867
12061,2025,70 bis unter 75 Jahre,m,5331
12061,2025,90 bis unter 95 Jahre,m,634
12061,2025,90 bis unter 95 Jahre,f,1273
12061,2025,55 bis unter 60 Jahre,m,7077
12061,2025,55 bis unter 60 Jahre,f,7033
12061,2025,80 bis unter 85 Jahre,m,2829
12061,2025,80 bis unter 85 Jahre,f,3883
12061,2025,unter 5 Jahre,f,3353
12061,2025,unter 5 Jahre,m,3636
12061,2025,15 bis unter 20 Jahre,m,4202
12061,2025,15 bis unter 20 Jahre,f,3951
12061,2025,60 bis unter 65 Jahre,f,7743
12061,2025,60 bis unter 65 Jahre,m,7958
12061,2025,95 Jahre und mehr,f,279
12061,2025,95 Jahre und mehr,m,103
12061,2025,40 bis unter 45 Jahre,f,6606
12061,2025,40 bis unter 45 Jahre,m,6729
12061,2025,75 bis unter 80 Jahre,f,3740
12061,2025,75 bis unter 80 Jahre,m,3152
12061,2025,35 bis unter 40 Jahre,m,6390
12061,2025,35 bis unter 40 Jahre,f,6481
12061,2025,20 bis unter 25 Jahre,m,3837
12061,2025,20 bis unter 25 Jahre,f,3211
12062,2025,55 bis unter 60 Jahre,m,4054
12062,2025,55 bis unter 60 Jahre,f,3941
12062,2025,20 bis unter 25 Jahre,m,1794
12062,2025,20 bis unter 25 Jahre,f,1375
12062,2025,35 bis unter 40 Jahre,m,3040
12062,2025,35 bis unter 40 Jahre,f,2889
12062,2025,80 bis unter 85 Jahre,f,2483
12062,2025,80 bis unter 85 Jahre,m,1781
12062,2025,15 bis unter 20 Jahre,m,2169
12062,2025,15 bis unter 20 Jahre,f,2033
12062,2025,60 bis unter 65 Jahre,f,4823
12062,2025,60 bis unter 65 Jahre,m,4695
12062,2025,unter 5 Jahre,m,1570
12062,2025,unter 5 Jahre,f,1486
12062,2025,95 Jahre und mehr,m,49
12062,2025,95 Jahre und mehr,f,180
12062,2025,75 bis unter 80 Jahre,m,2057
12062,2025,75 bis unter 80 Jahre,f,2588
12062,2025,25 bis unter 30 Jahre,f,1354
12062,2025,25 bis unter 30 Jahre,m,1597
12062,2025,5 bis unter 10 Jahre,f,2042
12062,2025,5 bis unter 10 Jahre,m,2211
12062,2025,40 bis unter 45 Jahre,f,2991
12062,2025,40 bis unter 45 Jahre,m,3373
12062,2025,50 bis unter 55 Jahre,f,2796
12062,2025,50 bis unter 55 Jahre,m,3146
12062,2025,10 bis unter 15 Jahre,m,2154
12062,2025,10 bis unter 15 Jahre,f,2118
12062,2025,45 bis unter 50 Jahre,m,3127
12062,2025,45 bis unter 50 Jahre,f,2748
12062,2025,30 bis unter 35 Jahre,m,1488
12062,2025,30 bis unter 35 Jahre,f,1447
12062,2025,90 bis unter 95 Jahre,f,780
12062,2025,90 bis unter 95 Jahre,m,299
12062,2025,85 bis unter 90 Jahre,m,1324
12062,2025,85 bis unter 90 Jahre,f,2328
12062,2025,65 bis unter 70 Jahre,m,4308
12062,2025,65 bis unter 70 Jahre,f,4578
12062,2025,70 bis unter 75 Jahre,f,4082
12062,2025,70 bis unter 75 Jahre,m,3719
12063,2025,85 bis unter 90 Jahre,m,1781
12063,2025,85 bis unter 90 Jahre,f,2994
12063,2025,30 bis unter 35 Jahre,m,3458
12063,2025,30 bis unter 35 Jahre,f,3317
12063,2025,70 bis unter 75 Jahre,m,4718
12063,2025,70 bis unter 75 Jahre,f,5407
12063,2025,65 bis unter 70 Jahre,m,6126
12063,2025,65 bis unter 70 Jahre,f,6245
