ags,year,age_band,sex,count
10042,2011,40 bis unter 45 Jahre,f,3880
10042,2011,40 bis unter 45 Jahre,m,3887
10042,2011,70 bis unter 75 Jahre,m,2936
10042,2011,70 bis unter 75 Jahre,f,3531
10042,2011,15 bis unter 20 Jahre,f,2714
10042,2011,15 bis unter 20 Jahre,m,2897
10042,2011,30 bis unter 35 Jahre,m,2748
10042,2011,30 bis unter 35 Jahre,f,2817
10042,2011,80 bis unter 85 Jahre,f,1965
10042,2011,80 bis unter 85 Jahre,m,1192
10042,2011,60 bis unter 65 Jahre,m,3398
10042,2011,60 bis unter 65 Jahre,f,3341
10042,2011,50 bis unter 55 Jahre,m,4724
10042,2011,50 bis unter 55 Jahre,f,4481
10042,2011,25 bis unter 30 Jahre,m,2653
10042,2011,25 bis unter 30 Jahre,f,2656
10042,2011,45 bis unter 50 Jahre,f,4756
10042,2011,45 bis unter 50 Jahre,m,4738
10042,2011,10 bis unter 15 Jahre,f,2562
10042,2011,10 bis unter 15 Jahre,m,2602
10042,2011,5 bis unter 10 Jahre,f,2130
10042,2011,5 bis unter 10 Jahre,m,2299
10042,2011,65 bis unter 70 Jahre,f,2315
10042,2011,65 bis unter 70 Jahre,m,2107
10042,2011,90 bis unter 95 Jahre,f,399
10042,2011,90 bis unter 95 Jahre,m,105
10042,2011,95 Jahre und mehr,m,14
10042,2011,95 Jahre und mehr,f,98
10042,2011,85 bis unter 90 Jahre,m,549
10042,2011,85 bis unter 90 Jahre,f,1332
10042,2011,20 bis unter 25 Jahre,m,2881
10042,2011,20 bis unter 25 Jahre,f,2644
10043,2011,30 bis unter 35 Jahre,f,3471
10043,2011,30 bis unter 35 Jahre,m,3456
10043,2011,10 bis unter 15 Jahre,f,2899
10043,2011,10 bis unter 15 Jahre,m,3085
10043,2011,45 bis unter 50 Jahre,m,6083
10043,2011,45 bis unter 50 Jahre,f,6154
10043,2011,90 bis unter 95 Jahre,f,617
10043,2011,90 bis unter 95 Jahre,m,170
10043,2011,25 bis unter 30 Jahre,f,3421
10043,2011,25 bis unter 30 Jahre,m,3712
10043,2011,50 bis unter 55 Jahre,f,5966
10043,2011,50 bis unter 55 Jahre,m,6219
10043,2011,80 bis unter 85 Jahre,m,1742
10043,2011,80 bis unter 85 Jahre,f,2771
10043,2011,5 bis unter 10 Jahre,m,2549
10043,2011,5 bis unter 10 Jahre,f,2315
10043,2011,65 bis unter 70 Jahre,f,3550
10043,2011,65 bis unter 70 Jahre,m,3109
10043,2011,20 bis unter 25 Jahre,m,3916
10043,2011,20 bis unter 25 Jahre,f,3599
10043,2011,85 bis unter 90 Jahre,m,708
10043,2011,85 bis unter 90 Jahre,f,1859
10043,2011,unter 5 Jahre,m,2318
10043,2011,unter 5 Jahre,f,2244
10043,2011,75 bis unter 80 Jahre,m,2891
10043,2011,75 bis unter 80 Jahre,f,3894
10043,2011,40 bis unter 45 Jahre,f,4886
10043,2011,40 bis unter 45 Jahre,m,4885
10043,2011,35 bis unter 40 Jahre,f,3353
10043,2011,35 bis unter 40 Jahre,m,3233
10043,2011,60 bis unter 65 Jahre,f,4566
10043,2011,60 bis unter 65 Jahre,m,4633
10043,2011,55 bis unter 60 Jahre,f,5256
10043,2011,55 bis unter 60 Jahre,m,5130
10043,2011,15 bis unter 20 Jahre,m,3521
10043,2011,15 bis unter 20 Jahre,f,3324
10043,2011,70 bis unter 75 Jahre,m,4211
10043,2011,70 bis unter 75 Jahre,f,5050
10043,2011,95 Jahre und mehr,m,27
10043,2011,95 Jahre und mehr,f,164
10044,2011,60 bis unter 65 Jahre,f,6624
10044,2011,60 bis unter 65 Jahre,m,6658
10044,2011,15 bis unter 20 Jahre,m,5289
10044,2011,15 bis unter 20 Jahre,f,5127
10044,2011,95 Jahre und mehr,f,219
10044,2011,95 Jahre und mehr,m,41
10044,2011,80 bis unter 85 Jahre,f,4008
10044,2011,80 bis unter 85 Jahre,m,2469
10044,2011,75 bis unter 80 Jahre,f,5513
10044,2011,75 bis unter 80 Jahre,m,4115
10044,2011,35 bis unter 40 Jahre,m,4950
10044,2011,35 bis unter 40 Jahre,f,5087
10044,2011,unter 5 Jahre,m,3580
10044,2011,unter 5 Jahre,f,3443
10044,2011,55 bis unter 60 Jahre,f,7771
10044,2011,55 bis unter 60 Jahre,m,7786
10044,2011,40 bis unter 45 Jahre,f,7103
10044,2011,40 bis unter 45 Jahre,m,6899
10044,2011,70 bis unter 75 Jahre,m,5797
10044,2011,70 bis unter 75 Jahre,f,7139
10044,2011,50 bis unter 55 Jahre,m,8849
10044,2011,50 bis unter 55 Jahre,f,8861
10044,2011,45 bis unter 50 Jahre,f,8950
10044,2011,45 bis unter 50 Jahre,m,8743
10044,2011,85 bis unter 90 Jahre,f,2635
10044,2011,85 bis unter 90 Jahre,m,1002
10044,2011,25 bis unter 30 Jahre,m,5522
10044,2011,25 bis unter 30 Jahre,f,5004
10044,2011,90 bis unter 95 Jahre,f,822
10044,2011,90 bis unter 95 Jahre,m,225
10044,2011,65 bis unter 70 Jahre,m,4387
10044,2011,65 bis unter 70 Jahre,f,4822
10044,2011,30 bis unter 35 Jahre,m,5235
10044,2011,30 bis unter 35 Jahre,f,5124
10044,2011,10 bis unter 15 Jahre,f,4487
10044,2011,10 bis unter 15 Jahre,m,4615
10044,2011,5 bis unter 10 Jahre,m,3902
10044,2011,5 bis unter 10 Jahre,f,3651
10044,2011,20 bis unter 25 Jahre,m,5784
10044,2011,20 bis unter 25 Jahre,f,5214
10045,2011,90 bis unter 95 Jahre,f,720
10045,2011,90 bis unter 95 Jahre,m,211
10045,2011,10 bis unter 15 Jahre,m,3405
10045,2011,10 bis unter 15 Jahre,f,3128
10045,2011,70 bis unter 75 Jahre,f,5341
10045,2011,70 bis unter 75 Jahre,m,4435
10045,2011,25 bis unter 30 Jahre,m,3916
10045,2011,25 bis unter 30 Jahre,f,3678
10045,2011,30 bis unter 35 Jahre,m,3644
10045,2011,30 bis unter 35 Jahre,f,3668
10045,2011,65 bis unter 70 Jahre,m,3386
10045,2011,65 bis unter 70 Jahre,f,3755
10045,2011,50 bis unter 55 Jahre,m,6435
10045,2011,50 bis unter 55 Jahre,f,6424
10045,2011,85 bis unter 90 Jahre,f,2111
10045,2011,85 bis unter 90 Jahre,m,912
10045,2011,45 bis unter 50 Jahre,m,6240
10045,2011,45 bis unter 50 Jahre,f,6512
10045,2011,5 bis unter 10 Jahre,m,2715
10045,2011,5 bis unter 10 Jahre,f,2629
10045,2011,15 bis unter 20 Jahre,f,3754
10045,2011,15 bis unter 20 Jahre,m,3886
10045,2011,20 bis unter 25 Jahre,f,3961
10045,2011,20 bis unter 25 Jahre,m,4187
10045,2011,40 bis unter 45 Jahre,f,5251
10045,2011,40 bis unter 45 Jahre,m,5108
10045,2011,75 bis unter 80 Jahre,m,3244
10045,2011,75 bis unter 80 Jahre,f,4122
10045,2011,55 bis unter 60 Jahre,m,5461
10045,2011,55 bis unter 60 Jahre,f,5653
10045,2011,unter 5 Jahre,m,2591
10045,2011,unter 5 Jahre,f,2496
10045,2011,80 bis unter 85 Jahre,m,2027
10045,2011,80 bis unter 85 Jahre,f,3163
10045,2011,60 bis unter 65 Jahre,f,4916
10045,2011,60 bis unter 65 Jahre,m,4812
10045,2011,95 Jahre und mehr,f,150
10045,2011,95 Jahre und mehr,m,26
10045,2011,35 bis unter 40 Jahre,f,3546
10045,2011,35 bis unter 40 Jahre,m,3480
10046,2011,40 bis unter 45 Jahre,m,3282
10046,2011,40 bis unter 45 Jahre,f,3292
10046,2011,75 bis unter 80 Jahre,m,1933
10046,2011,75 bis unter 80 Jahre,f,2402
10046,2011,60 bis unter 65 Jahre,m,3047
10046,2011,60 bis unter 65 Jahre,f,3002
10046,2011,55 bis unter 60 Jahre,m,3682
10046,2011,55 bis unter 60 Jahre,f,3548
10046,2011,80 bis unter 85 Jahre,m,1193
10046,2011,80 bis unter 85 Jahre,f,1818
10046,2011,unter 5 Jahre,m,1502
10046,2011,unter 5 Jahre,f,1503
10046,2011,25 bis unter 30 Jahre,f,2200
10046,2011,25 bis unter 30 Jahre,m,2289
10046,2011,15 bis unter 20 Jahre,m,2549
10046,2011,15 bis unter 20 Jahre,f,2396
10046,2011,10 bis unter 15 Jahre,f,1960
10046,2011,10 bis unter 15 Jahre,m,2115
10046,2011,45 bis unter 50 Jahre,f,4197
10046,2011,45 bis unter 50 Jahre,m,4122
10046,2011,35 bis unter 40 Jahre,f,2287
10046,2011,35 bis unter 40 Jahre,m,2220
10046,2011,65 bis unter 70 Jahre,f,2119
10046,2011,65 bis unter 70 Jahre,m,2000
10046,2011,70 bis unter 75 Jahre,f,3061
10046,2011,70 bis unter 75 Jahre,m,2737
10046,2011,85 bis unter 90 Jahre,m,480
10046,2011,85 bis unter 90 Jahre,f,1238
10046,2011,50 bis unter 55 Jahre,m,4246
10046,2011,50 bis unter 55 Jahre,f,3966
10046,2011,90 bis unter 95 Jahre,f,414
10046,2011,90 bis unter 95 Jahre,m,118
10046,2011,95 Jahre und mehr,f,83
10046,2011,95 Jahre und mehr,m,16
10046,2011,30 bis unter 35 Jahre,m,2216
10046,2011,30 bis unter 35 Jahre,f,2281
10046,2011,20 bis unter 25 Jahre,f,2240
10046,2011,20 bis unter 25 Jahre,m,2564
10046,2011,5 bis unter 10 Jahre,m,1729
10046,2011,5 bis unter 10 Jahre,f,1665
11000,2011,65 bis unter 70 Jahre,f,91721
11000,2011,65 bis unter 70 Jahre,m,83568
11000,2011,10 bis unter 15 Jahre,f,64221
11000,2011,10 bis unter 15 Jahre,m,66766
11000,2011,30 bis unter 35 Jahre,f,127627
11000,2011,30 bis unter 35 Jahre,m,129929
11000,2011,25 bis unter 30 Jahre,f,136317
11000,2011,25 bis unter 30 Jahre,m,131298
11000,2011,85 bis unter 90 Jahre,f,31926
11000,2011,85 bis unter 90 Jahre,m,11014
11000,2011,50 bis unter 55 Jahre,f,117647
11000,2011,50 bis unter 55 Jahre,m,121253
11000,2011,45 bis unter 50 Jahre,f,139236
11000,2011,45 bis unter 50 Jahre,m,145482
11000,2011,5 bis unter 10 Jahre,m,70138
11000,2011,5 bis unter 10 Jahre,f,66858
11000,2011,90 bis unter 95 Jahre,f,14542
11000,2011,90 bis unter 95 Jahre,m,3547
11000,2011,95 Jahre und mehr,m,849
11000,2011,95 Jahre und mehr,f,5057
11000,2011,40 bis unter 45 Jahre,m,129015
11000,2011,40 bis unter 45 Jahre,f,121651
11000,2011,60 bis unter 65 Jahre,m,91322
11000,2011,60 bis unter 65 Jahre,f,101080
11000,2011,70 bis unter 75 Jahre,f,107054
11000,2011,70 bis unter 75 Jahre,m,89810
11000,2011,35 bis unter 40 Jahre,f,105090
11000,2011,35 bis unter 40 Jahre,m,109839
11000,2011,15 bis unter 20 Jahre,m,65303
11000,2011,15 bis unter 20 Jahre,f,63451
11000,2011,20 bis unter 25 Jahre,f,112334
11000,2011,20 bis unter 25 Jahre,m,105156
11000,2011,unter 5 Jahre,f,77327
11000,2011,unter 5 Jahre,m,81816
11000,2011,80 bis unter 85 Jahre,f,47649
11000,2011,80 bis unter 85 Jahre,m,28361
11000,2011,55 bis unter 60 Jahre,f,105250
11000,2011,55 bis unter 60 Jahre,m,100040
11000,2011,75 bis unter 80 Jahre,m,53262
11000,2011,75 bis unter 80 Jahre,f,72196
12051,2011,90 bis unter 95 Jahre,m,82
12051,2011,90 bis unter 95 Jahre,f,342
12051,2011,50 bis unter 55 Jahre,m,2955
12051,2011,50 bis unter 55 Jahre,f,2966
12051,2011,15 bis unter 20 Jahre,f,948
12051,2011,15 bis unter 20 Jahre,m,1042
12051,2011,70 bis unter 75 Jahre,m,2881
12051,2011,70 bis unter 75 Jahre,f,3313
12051,2011,35 bis unter 40 Jahre,f,1465
12051,2011,35 bis unter 40 Jahre,m,1762
12051,2011,85 bis unter 90 Jahre,m,286
12051,2011,85 bis unter 90 Jahre,f,859
12051,2011,55 bis unter 60 Jahre,f,2812
12051,2011,55 bis unter 60 Jahre,m,2746
12051,2011,10 bis unter 15 Jahre,m,1181
12051,2011,10 bis unter 15 Jahre,f,1049
12051,2011,95 Jahre und mehr,f,101
12051,2011,95 Jahre und mehr,m,19
12051,2011,60 bis unter 65 Jahre,f,2277
12051,2011,60 bis unter 65 Jahre,m,2127
12051,2011,5 bis unter 10 Jahre,m,1168
12051,2011,5 bis unter 10 Jahre,f,1179
12051,2011,25 bis unter 30 Jahre,m,2496
12051,2011,25 bis unter 30 Jahre,f,2304
12051,2011,40 bis unter 45 Jahre,f,2128
12051,2011,40 bis unter 45 Jahre,m,2355
12051,2011,30 bis unter 35 Jahre,m,2395
12051,2011,30 bis unter 35 Jahre,f,1913
12051,2011,80 bis unter 85 Jahre,m,945
12051,2011,80 bis unter 85 Jahre,f,1607
12051,2011,20 bis unter 25 Jahre,m,2325
12051,2011,20 bis unter 25 Jahre,f,2119
12051,2011,45 bis unter 50 Jahre,f,2896
12051,2011,45 bis unter 50 Jahre,m,3102
12051,2011,75 bis unter 80 Jahre,m,1710
12051,2011,75 bis unter 80 Jahre,f,2333
12051,2011,unter 5 Jahre,m,1441
12051,2011,unter 5 Jahre,f,1360
12051,2011,65 bis unter 70 Jahre,m,2026
12051,2011,65 bis unter 70 Jahre,f,2366
12052,2011,25 bis unter 30 Jahre,f,3306
12052,2011,25 bis unter 30 Jahre,m,4251
12052,2011,45 bis unter 50 Jahre,f,4184
12052,2011,45 bis unter 50 Jahre,m,4153
12052,2011,30 bis unter 35 Jahre,f,2762
12052,2011,30 bis unter 35 Jahre,m,3347
12052,2011,60 bis unter 65 Jahre,m,2944
12052,2011,60 bis unter 65 Jahre,f,3246
12052,2011,5 bis unter 10 Jahre,f,1639
12052,2011,5 bis unter 10 Jahre,m,1731
12052,2011,unter 5 Jahre,m,1893
12052,2011,unter 5 Jahre,f,1860
12052,2011,90 bis unter 95 Jahre,f,444
12052,2011,90 bis unter 95 Jahre,m,105
12052,2011,55 bis unter 60 Jahre,m,3737
12052,2011,55 bis unter 60 Jahre,f,4156
12052,2011,65 bis unter 70 Jahre,m,2416
12052,2011,65 bis unter 70 Jahre,f,2937
12052,2011,10 bis unter 15 Jahre,m,1663
12052,2011,10 bis unter 15 Jahre,f,1565
12052,2011,75 bis unter 80 Jahre,m,2059
12052,2011,75 bis unter 80 Jahre,f,2886
12052,2011,85 bis unter 90 Jahre,f,1184
12052,2011,85 bis unter 90 Jahre,m,353
12052,2011,80 bis unter 85 Jahre,m,1152
12052,2011,80 bis unter 85 Jahre,f,1905
12052,2011,95 Jahre und mehr,m,17
12052,2011,95 Jahre und mehr,f,105
12052,2011,15 bis unter 20 Jahre,f,1380
12052,2011,15 bis unter 20 Jahre,m,1566
12052,2011,35 bis unter 40 Jahre,f,2250
12052,2011,35 bis unter 40 Jahre,m,2492
12052,2011,20 bis unter 25 Jahre,f,3798
12052,2011,20 bis unter 25 Jahre,m,4406
12052,2011,40 bis unter 45 Jahre,f,3084
12052,2011,40 bis unter 45 Jahre,m,3334
12052,2011,70 bis unter 75 Jahre,m,3303
12052,2011,70 bis unter 75 Jahre,f,4064
12052,2011,50 bis unter 55 Jahre,m,4083
12052,2011,50 bis unter 55 Jahre,f,4214
12053,2011,unter 5 Jahre,f,1099
12053,2011,unter 5 Jahre,m,1158
12053,2011,35 bis unter 40 Jahre,f,1421
12053,2011,35 bis unter 40 Jahre,m,1535
12053,2011,20 bis unter 25 Jahre,f,2135
12053,2011,20 bis unter 25 Jahre,m,2088
12053,2011,80 bis unter 85 Jahre,f,1204
12053,2011,80 bis unter 85 Jahre,m,674
12053,2011,95 Jahre und mehr,m,10
12053,2011,95 Jahre und mehr,f,73
12053,2011,15 bis unter 20 Jahre,f,941
12053,2011,15 bis unter 20 Jahre,m,949
12053,2011,40 bis unter 45 Jahre,f,1762
12053,2011,40 bis unter 45 Jahre,m,1810
12053,2011,70 bis unter 75 Jahre,m,1881
12053,2011,70 bis unter 75 Jahre,f,2514
12053,2011,85 bis unter 90 Jahre,m,241
12053,2011,85 bis unter 90 Jahre,f,648
12053,2011,55 bis unter 60 Jahre,f,2584
12053,2011,55 bis unter 60 Jahre,m,2489
12053,2011,30 bis unter 35 Jahre,m,1802
12053,2011,30 bis unter 35 Jahre,f,1606
12053,2011,60 bis unter 65 Jahre,m,1905
12053,2011,60 bis unter 65 Jahre,f,2018
12053,2011,50 bis unter 55 Jahre,m,2547
12053,2011,50 bis unter 55 Jahre,f,2721
12053,2011,25 bis unter 30 Jahre,m,2123
12053,2011,25 bis unter 30 Jahre,f,1828
12053,2011,45 bis unter 50 Jahre,f,2514
12053,2011,45 bis unter 50 Jahre,m,2413
12053,2011,10 bis unter 15 Jahre,f,1003
12053,2011,10 bis unter 15 Jahre,m,997
12053,2011,5 bis unter 10 Jahre,m,1078
12053,2011,5 bis unter 10 Jahre,f,1044
12053,2011,65 bis unter 70 Jahre,f,1590
12053,2011,65 bis unter 70 Jahre,m,1323
12053,2011,90 bis unter 95 Jahre,f,232
12053,2011,90 bis unter 95 Jahre,m,51
12053,2011,75 bis unter 80 Jahre,m,1302
12053,2011,75 bis unter 80 Jahre,f,1750
12054,2011,85 bis unter 90 Jahre,f,1564
12054,2011,85 bis unter 90 Jahre,m,586
12054,2011,50 bis unter 55 Jahre,f,5413
12054,2011,50 bis unter 55 Jahre,m,5427
12054,2011,5 bis unter 10 Jahre,m,3709
12054,2011,5 bis unter 10 Jahre,f,3454
12054,2011,70 bis unter 75 Jahre,f,5293
12054,2011,70 bis unter 75 Jahre,m,4079
12054,2011,65 bis unter 70 Jahre,f,3913
12054,2011,65 bis unter 70 Jahre,m,3294
12054,2011,10 bis unter 15 Jahre,f,3010
12054,2011,10 bis unter 15 Jahre,m,2947
12054,2011,45 bis unter 50 Jahre,f,6198
12054,2011,45 bis unter 50 Jahre,m,6326
12054,2011,30 bis unter 35 Jahre,f,6539
12054,2011,30 bis unter 35 Jahre,m,6452
12054,2011,90 bis unter 95 Jahre,f,595
12054,2011,90 bis unter 95 Jahre,m,141
12054,2011,95 Jahre und mehr,m,27
12054,2011,95 Jahre und mehr,f,166
12054,2011,80 bis unter 85 Jahre,m,1649
12054,2011,80 bis unter 85 Jahre,f,2647
12054,2011,75 bis unter 80 Jahre,m,2787
12054,2011,75 bis unter 80 Jahre,f,3844
12054,2011,55 bis unter 60 Jahre,m,4813
12054,2011,55 bis unter 60 Jahre,f,5253
12054,2011,20 bis unter 25 Jahre,f,6155
12054,2011,20 bis unter 25 Jahre,m,5255
12054,2011,unter 5 Jahre,m,4333
12054,2011,unter 5 Jahre,f,4092
12054,2011,40 bis unter 45 Jahre,f,5459
12054,2011,40 bis unter 45 Jahre,m,5756
12054,2011,60 bis unter 65 Jahre,f,4233
12054,2011,60 bis unter 65 Jahre,m,3875
12054,2011,15 bis unter 20 Jahre,m,2521
12054,2011,15 bis unter 20 Jahre,f,2471
12054,2011,35 bis unter 40 Jahre,m,5203
12054,2011,35 bis unter 40 Jahre,f,4994
12054,2011,25 bis unter 30 Jahre,f,6871
12054,2011,25 bis unter 30 Jahre,m,6259
12060,2011,75 bis unter 80 Jahre,f,4358
12060,2011,75 bis unter 80 Jahre,m,3446
12060,2011,40 bis unter 45 Jahre,f,6484
12060,2011,40 bis unter 45 Jahre,m,6443
12060,2011,60 bis unter 65 Jahre,f,5654
12060,2011,60 bis unter 65 Jahre,m,5721
12060,2011,15 bis unter 20 Jahre,m,2833
12060,2011,15 bis unter 20 Jahre,f,2651
12060,2011,55 bis unter 60 Jahre,f,7257
12060,2011,55 bis unter 60 Jahre,m,7234
12060,2011,unter 5 Jahre,f,3404
12060,2011,unter 5 Jahre,m,3651
12060,2011,20 bis unter 25 Jahre,f,4111
12060,2011,20 bis unter 25 Jahre,m,4518
12060,2011,35 bis unter 40 Jahre,f,4500
12060,2011,35 bis unter 40 Jahre,m,4673
12060,2011,70 bis unter 75 Jahre,m,5760
12060,2011,70 bis unter 75 Jahre,f,6343
12060,2011,80 bis unter 85 Jahre,m,1717
12060,2011,80 bis unter 85 Jahre,f,2891
12060,2011,50 bis unter 55 Jahre,m,8320
12060,2011,50 bis unter 55 Jahre,f,8018
12060,2011,45 bis unter 50 Jahre,f,8492
12060,2011,45 bis unter 50 Jahre,m,8643
12060,2011,95 Jahre und mehr,f,187
12060,2011,95 Jahre und mehr,m,31
12060,2011,65 bis unter 70 Jahre,f,4777
12060,2011,65 bis unter 70 Jahre,m,4507
12060,2011,5 bis unter 10 Jahre,m,3814
12060,2011,5 bis unter 10 Jahre,f,3389
12060,2011,25 bis unter 30 Jahre,m,4769
12060,2011,25 bis unter 30 Jahre,f,4247
12060,2011,90 bis unter 95 Jahre,f,706
12060,2011,90 bis unter 95 Jahre,m,176
12060,2011,85 bis unter 90 Jahre,f,1649
12060,2011,85 bis unter 90 Jahre,m,603
12060,2011,10 bis unter 15 Jahre,f,3270
12060,2011,10 bis unter 15 Jahre,m,3519
12060,2011,30 bis unter 35 Jahre,m,4896
12060,2011,30 bis unter 35 Jahre,f,4910
12061,2011,25 bis unter 30 Jahre,m,4469
12061,2011,25 bis unter 30 Jahre,f,4018
12061,2011,45 bis unter 50 Jahre,m,7889
12061,2011,45 bis unter 50 Jahre,f,7585
12061,2011,85 bis unter 90 Jahre,f,1786
12061,2011,85 bis unter 90 Jahre,m,672
12061,2011,50 bis unter 55 Jahre,f,7049
12061,2011,50 bis unter 55 Jahre,m,7436
12061,2011,5 bis unter 10 Jahre,m,3228
12061,2011,5 bis unter 10 Jahre,f,3073
12061,2011,90 bis unter 95 Jahre,f,658
12061,2011,90 bis unter 95 Jahre,m,164
12061,2011,10 bis unter 15 Jahre,m,3283
12061,2011,10 bis unter 15 Jahre,f,3302
12061,2011,30 bis unter 35 Jahre,m,4661
12061,2011,30 bis unter 35 Jahre,f,4566
12061,2011,70 bis unter 75 Jahre,f,6234
12061,2011,70 bis unter 75 Jahre,m,5605
12061,2011,65 bis unter 70 Jahre,f,4513
12061,2011,65 bis unter 70 Jahre,m,4127
12061,2011,15 bis unter 20 Jahre,f,2607
12061,2011,15 bis unter 20 Jahre,m,2748
12061,2011,75 bis unter 80 Jahre,m,3514
12061,2011,75 bis unter 80 Jahre,f,4402
12061,2011,40 bis unter 45 Jahre,f,6052
12061,2011,40 bis unter 45 Jahre,m,6253
12061,2011,20 bis unter 25 Jahre,m,4185
12061,2011,20 bis unter 25 Jahre,f,3689
12061,2011,80 bis unter 85 Jahre,f,2902
12061,2011,80 bis unter 85 Jahre,m,1941
12061,2011,35 bis unter 40 Jahre,m,4280
12061,2011,35 bis unter 40 Jahre,f,4114
12061,2011,unter 5 Jahre,m,3281
12061,2011,unter 5 Jahre,f,3160
12061,2011,55 bis unter 60 Jahre,m,6380
12061,2011,55 bis unter 60 Jahre,f,6350
12061,2011,60 bis unter 65 Jahre,f,4849
12061,2011,60 bis unter 65 Jahre,m,4886
12061,2011,95 Jahre und mehr,m,29
12061,2011,95 Jahre und mehr,f,168
12062,2011,55 bis unter 60 Jahre,m,4899
12062,2011,55 bis unter 60 Jahre,f,4736
12062,2011,20 bis unter 25 Jahre,m,2970
12062,2011,20 bis unter 25 Jahre,f,2351
12062,2011,35 bis unter 40 Jahre,m,2888
12062,2011,35 bis unter 40 Jahre,f,2449
12062,2011,40 bis unter 45 Jahre,m,4096
12062,2011,40 bis unter 45 Jahre,f,3763
12062,2011,60 bis unter 65 Jahre,m,3525
12062,2011,60 bis unter 65 Jahre,f,3674
12062,2011,75 bis unter 80 Jahre,m,2481
12062,2011,75 bis unter 80 Jahre,f,3458
12062,2011,15 bis unter 20 Jahre,m,1747
12062,2011,15 bis unter 20 Jahre,f,1587
12062,2011,95 Jahre und mehr,f,87
12062,2011,95 Jahre und mehr,m,18
12062,2011,unter 5 Jahre,m,1847
12062,2011,unter 5 Jahre,f,1845
12062,2011,10 bis unter 15 Jahre,f,2003
12062,2011,10 bis unter 15 Jahre,m,2048
12062,2011,65 bis unter 70 Jahre,f,3211
12062,2011,65 bis unter 70 Jahre,m,2910
12062,2011,45 bis unter 50 Jahre,f,4844
12062,2011,45 bis unter 50 Jahre,m,5030
12062,2011,80 bis unter 85 Jahre,m,1358
12062,2011,80 bis unter 85 Jahre,f,2509
12062,2011,70 bis unter 75 Jahre,m,3968
12062,2011,70 bis unter 75 Jahre,f,4709
12062,2011,30 bis unter 35 Jahre,m,3057
12062,2011,30 bis unter 35 Jahre,f,2494
12062,2011,90 bis unter 95 Jahre,f,531
12062,2011,90 bis unter 95 Jahre,m,124
12062,2011,85 bis unter 90 Jahre,f,1516
12062,2011,85 bis unter 90 Jahre,m,523
12062,2011,25 bis unter 30 Jahre,m,3268
12062,2011,25 bis unter 30 Jahre,f,2478
12062,2011,50 bis unter 55 Jahre,m,5212
12062,2011,50 bis unter 55 Jahre,f,5001
12062,2011,5 bis unter 10 Jahre,f,1930
12062,2011,5 bis unter 10 Jahre,m,1942
12063,2011,70 bis unter 75 Jahre,m,4929
12063,2011,70 bis unter 75 Jahre,f,5628
12063,2011,85 bis unter 90 Jahre,m,499
12063,2011,85 bis unter 90 Jahre,f,1434
12063,2011,25 bis unter 30 Jahre,m,3882
12063,2011,25 bis unter 30 Jahre,f,3507
12063,2011,10 bis unter 15 Jahre,m,3830
12063,2011,10 bis unter 15 Jahre,f,3623
12063,2011,90 bis unter 95 Jahre,m,130
