ags,year,pct_no_hauptschulabschluss
01062,2006,8
01062,2007,5.8
01062,2008,7.1
01062,2009,5.2
01062,2010,5.1
01062,2011,5.1
01062,2012,5
01062,2013,4.4
01062,2014,6.2
01062,2015,4.7
01062,2016,4.5
01062,2017,4.5
01062,2018,5
01062,2019,5.2
01062,2020,4.5
01062,2021,5.6
01062,2022,5.9
01062,2023,6.9
01062,2024,8.1
09476,2006,8.7
09476,2007,6.2
09476,2008,6.9
09476,2009,5.7
09476,2010,5
09476,2011,2.6
09476,2012,3.7
09476,2013,4.2
09476,2014,3.2
09476,2015,3.4
09476,2016,3.1
09476,2017,4.4
09476,2018,4.6
09476,2019,6.6
09476,2020,3.9
09476,2021,4.5
09476,2022,3.5
09476,2023,4.3
09476,2024,8.7
05762,2006,4.4
05762,2007,3.9
05762,2008,4.7
05762,2009,5.7
05762,2010,4
05762,2011,4.3
05762,2012,4.4
05762,2013,3.9
05762,2014,6.3
05762,2015,5.4
05762,2016,7.1
05762,2017,5.8
05762,2018,5.6
05762,2019,6
05762,2020,5.1
05762,2021,5.1
05762,2022,6.5
05762,2023,6.4
05762,2024,8.3
08426,2006,5.8
08426,2007,5.7
08426,2008,4
08426,2009,4.4
08426,2010,5.6
08426,2011,5.1
08426,2012,3.2
08426,2013,4.4
08426,2014,4.3
08426,2015,5.2
08426,2016,4.9
08426,2017,6.4
08426,2018,7.1
08426,2019,7.7
08426,2020,6.7
08426,2021,6.6
08426,2022,6
08426,2023,7
08426,2024,5.5
09188,2006,4.4
09188,2007,4.6
09188,2008,5.1
09188,2009,4.1
09188,2010,4
09188,2011,2.7
09188,2012,1.8
09188,2013,3.5
09188,2014,2
09188,2015,3
09188,2016,2.6
09188,2017,4
09188,2018,2.9
09188,2019,3.8
09188,2020,3.9
09188,2021,3.6
09188,2022,5.9
09188,2023,4.9
09188,2024,7.1
09761,2006,7.6
09761,2007,7.3
09761,2008,6.4
09761,2009,6.5
09761,2010,4.9
09761,2011,3.6
09761,2012,4.4
09761,2013,4.6
09761,2014,3.9
09761,2015,4.5
09761,2016,4.9
09761,2017,6.8
09761,2018,5.8
09761,2019,6.1
09761,2020,5.9
09761,2021,5.2
09761,2022,5.8
09761,2023,5.2
09761,2024,6.3
08416,2006,5.4
08416,2007,6.3
08416,2008,5
08416,2009,5.6
08416,2010,4
08416,2011,3.9
08416,2012,4.8
08416,2013,5.4
08416,2014,4.3
08416,2015,4.1
08416,2016,4
08416,2017,5.2
08416,2018,4.7
08416,2019,5.7
08416,2020,5.5
08416,2021,6.1
08416,2022,6.7
08416,2023,4.9
08136,2006,5
08136,2007,4.8
08136,2008,4.8
08136,2009,4.9
08136,2010,4.6
08136,2011,5.1
08136,2012,4.3
08136,2013,3.9
08136,2014,5
08136,2015,3.9
08136,2016,5.8
08136,2017,5.2
08136,2018,5.9
08136,2019,5.4
08136,2020,4.3
08136,2021,6.1
08136,2022,6.6
08136,2023,6.7
09771,2006,7.1
09771,2007,8.4
09771,2008,7.1
09771,2009,7.3
09771,2010,8
09771,2011,5
09771,2012,3.2
09771,2013,3.7
09771,2014,3.2
09771,2015,4.8
09771,2016,5
09771,2017,6
09771,2018,5.9
09771,2019,6.6
09771,2020,4.3
09771,2021,4.9
09771,2022,5.3
09771,2023,6
09771,2024,6
03251,2006,7.1
03251,2007,5.5
03251,2008,4.9
03251,2009,4.5
03251,2010,4.9
03251,2011,4.3
03251,2012,3.9
03251,2013,3.5
03251,2014,2.5
03251,2015,2.9
03251,2016,3.3
03251,2017,4.1
03251,2018,4.6
03251,2019,5.5
03251,2020,6.8
03251,2021,5.2
03251,2022,5.3
03251,2023,6.6
03251,2024,6.8
07231,2006,6.9
07231,2007,7.9
07231,2008,6.1
07231,2009,7.3
07231,2010,5.1
07231,2011,6.7
07231,2012,6.6
07231,2013,5.7
07231,2014,8.4
07231,2015,7.7
07231,2016,6.7
07231,2017,7.3
07231,2018,8.7
07231,2019,9.3
07231,2020,8.1
07231,2021,10.4
07231,2022,10
07231,2023,10.3
07231,2024,8.7
07111,2006,6.2
07111,2007,6.8
07111,2008,7.1
07111,2009,7
07111,2010,8.7
07111,2011,6.7
07111,2012,5.3
07111,2013,5.7
07111,2014,5.9
07111,2015,4.6
07111,2016,4.4
07111,2017,6.2
07111,2018,6.6
07111,2019,5.4
07111,2020,5.2
07111,2021,4.8
07111,2022,7.7
07111,2023,6.6
07111,2024,5
05374,2006,6.1
05374,2007,6
05374,2008,5.8
05374,2009,5.9
05374,2010,5.1
05374,2011,5.2
05374,2012,3.2
05374,2013,3.7
05374,2014,3.9
05374,2015,3.8
05374,2016,4.1
05374,2017,4
05374,2018,4.4
05374,2019,4.7
05374,2020,3.6
05374,2021,5
05374,2022,4.7
05374,2023,5
05374,2024,5.7
07331,2006,8.2
07331,2007,5.6
07331,2008,7
07331,2009,5.1
07331,2010,3.4
07331,2011,5.1
07331,2012,4.8
07331,2013,4.4
07331,2014,3.9
07331,2015,5.1
07331,2016,6.1
07331,2017,4.6
07331,2018,6
07331,2019,6.9
07331,2020,4.9
07331,2021,6.3
07331,2022,5.2
07331,2023,6.5
07331,2024,8.5
09663,2006,7.8
09663,2007,7.3
09663,2008,5.7
09663,2009,6.9
09663,2010,5.9
09663,2011,4.6
09663,2012,5.9
09663,2013,5.5
09663,2014,5.6
09663,2015,5.6
09663,2016,5.9
09663,2017,5.1
09663,2018,5.7
09663,2019,5.7
09663,2020,5.7
09663,2021,6.4
09663,2022,7.6
09663,2023,5.3
09663,2024,5.3
09190,2006,9.1
09190,2007,6.9
09190,2008,6.1
09190,2009,5.4
09190,2010,4.3
09190,2011,4.9
09190,2012,5.1
09190,2013,3.6
09190,2014,4.1
09190,2015,4.3
09190,2016,3.2
09190,2017,4.3
09190,2018,6.2
09190,2019,5.6
09190,2020,4.5
09190,2021,4.7
09190,2022,5.3
09190,2023,6.1
09190,2024,6
09273,2006,6
09273,2007,7.9
09273,2008,4.7
09273,2009,6.7
09273,2010,6.2
09273,2011,3.8
09273,2012,5.1
09273,2013,3.8
09273,2014,3.2
09273,2015,5.1
09273,2016,5
09273,2017,6.5
09273,2018,6.8
09273,2019,6.6
09273,2020,5.2
09273,2021,5.3
09273,2022,6.9
09273,2023,5.1
09273,2024,6.7
07316,2006,7.2
07316,2007,4.9
07316,2008,7.3
07316,2009,5.9
07316,2010,4
07316,2011,4.8
07316,2012,5.1
07316,2013,7
07316,2014,5
07316,2015,5
07316,2016,2.6
07316,2017,4
07316,2018,3.9
07316,2019,6.2
07316,2020,2.7
07316,2021,5.1
07316,2022,9.3
07316,2023,6.1
07316,2024,2.5
05117,2006,4.9
05117,2007,7.7
05117,2008,4.8
05117,2009,4.7
05117,2010,4.7
05117,2011,3.4
05117,2012,4.2
05117,2013,3.4
05117,2014,4.6
05117,2015,5.6
05117,2016,4.9
05117,2017,4.7
05117,2018,6.8
05117,2019,6.9
05117,2020,5.4
05117,2021,4.8
05117,2022,4.2
05117,2023,4.5
05117,2024,6.7
09371,2006,5.8
09371,2007,3.5
09371,2008,5.4
09371,2009,6.1
09371,2010,5
09371,2011,4.5
09371,2012,3
09371,2013,2.5
09371,2014,1.8
09371,2015,2
09371,2016,3.6
09371,2017,3.8
09371,2018,5.3
09371,2019,5
09371,2020,5.6
09371,2021,5.5
09371,2022,3.7
09371,2023,4.4
09371,2024,8
07339,2006,7
07339,2007,8.5
07339,2008,6.5
07339,2009,5.4
07339,2010,4.7
07339,2011,3.8
07339,2012,5.4
07339,2013,4.2
07339,2014,5.1
07339,2015,4
07339,2016,6
07339,2017,6.7
07339,2018,6.6
07339,2019,7.3
07339,2020,6.1
07339,2021,6.4
07339,2022,6.7
07339,2023,7.2
07339,2024,7.7
07233,2006,5.5
07233,2007,6.5
07233,2008,6.7
07233,2009,4.5
07233,2010,5.8
07233,2011,5.6
07233,2012,5.3
07233,2013,5
07233,2014,5.3
07233,2015,6.4
07233,2016,6
07233,2017,5.8
07233,2018,8.1
07233,2019,6.1
07233,2020,5.8
07233,2021,5.9
07233,2022,5.3
07233,2023,7
07233,2024,8.7
01059,2006,9.5
01059,2007,11.8
01059,2008,11.2
01059,2009,8.7
01059,2010,9.1
01059,2011,6.4
01059,2012,9
01059,2013,8.5
01059,2014,9.2
01059,2015,7.9
01059,2016,7.1
01059,2017,8.4
01059,2018,11.1
01059,2019,9.5
01059,2020,7.1
01059,2021,7.9
01059,2022,10.5
01059,2023,11.3
01059,2024,12.1
09186,2006,7.8
09186,2007,8.7
09186,2008,9.5
09186,2009,8.1
09186,2010,6.7
09186,2011,6.2
09186,2012,5.5
09186,2013,6.3
09186,2014,3.8
09186,2015,4.7
09186,2016,4.8
09186,2017,5.7
09186,2018,5.9
09186,2019,5.5
09186,2020,4.6
09186,2021,7.1
09186,2022,6.2
09186,2023,9.1
09186,2024,7.6
05154,2006,7
05154,2007,6.2
05154,2008,6.3
05154,2009,4.9
05154,2010,5
05154,2011,5.1
05154,2012,4.9
05154,2013,5.5
05154,2014,6.7
05154,2015,6.4
05154,2016,7.9
05154,2017,7.6
05154,2018,6.7
05154,2019,6.7
05154,2020,7.1
05154,2021,5.9
05154,2022,7
05154,2023,8.2
05154,2024,7
09175,2006,4.7
09175,2007,5.1
09175,2008,5
09175,2009,3.4
09175,2010,4.2
09175,2011,4.6
09175,2012,3.8
09175,2013,5.7
09175,2014,4.1
09175,2015,3.7
09175,2016,3.7
09175,2017,3.5
09175,2018,5.5
09175,2019,3.2
09175,2020,2.5
09175,2021,4.7
09175,2022,4.2
09175,2023,4.4
09175,2024,5.1
06413,2006,15.7
06413,2008,9.5
06413,2009,11.9
06413,2010,10
06413,2011,8.8
06413,2012,9.3
06413,2013,6.2
06413,2014,7.8
06413,2015,6.8
06413,2016,7.8
06413,2017,6.8
06413,2018,7.4
06413,2019,5.4
06413,2020,6.2
06413,2021,8.9
06413,2022,10.1
06413,2023,8.9
06413,2024,9.3
01051,2006,10
01051,2007,9.9
01051,2008,8.8
01051,2009,7.2
01051,2010,7.4
01051,2011,9.3
01051,2012,10
01051,2013,8.6
01051,2014,11.3
01051,2015,9.8
01051,2016,8.3
01051,2017,8.6
01051,2018,8.7
01051,2019,10.1
01051,2020,10.1
01051,2021,9.5
01051,2022,12.1
01051,2023,11.5
01051,2024,12.5
09674,2006,8.1
09674,2007,6.7
09674,2008,7.4
09674,2009,6.7
09674,2010,6.1
09674,2011,4.5
09674,2012,6.5
09674,2013,3.2
09674,2014,4.2
09674,2015,4.9
09674,2016,6.5
09674,2017,4.2
09674,2018,4.6
09674,2019,7.5
09674,2020,4.5
09674,2021,5.6
09674,2022,5.1
09674,2023,3.7
09674,2024,5.9
03252,2006,11.9
03252,2007,10.1
03252,2008,9.8
03252,2009,6.6
03252,2010,7.4
03252,2011,7.2
03252,2012,6
03252,2013,7.1
03252,2014,5.7
03252,2015,5.4
03252,2016,3.9
03252,2017,5
03252,2018,7.3
03252,2019,10.6
03252,2020,12.8
03252,2021,7.6
03252,2022,8.8
03252,2023,9.4
03252,2024,8.4
03461,2006,6.3
03461,2007,4.8
03461,2008,5.4
03461,2009,4.3
03461,2010,2.8
03461,2011,3.6
03461,2012,3.2
03461,2013,4.1
03461,2014,4.3
03461,2015,5.5
03461,2016,4
03461,2017,4.1
03461,2018,6
03461,2019,5
03461,2020,7.5
03461,2021,6.7
03461,2022,7.2
03461,2023,5.8
03461,2024,6.9
08135,2006,4.9
08135,2007,5.3
08135,2008,4.3
08135,2009,5
08135,2010,4.7
08135,2011,3.7
08135,2012,5
08135,2013,4.2
08135,2014,4.4
08135,2015,6
08135,2016,7.4
08135,2017,8.7
08135,2018,7.7
08135,2019,5.2
08135,2020,7.2
08135,2021,5.7
08135,2022,8.9
08135,2023,8.2
08135,2024,7.4
05554,2006,6.8
05554,2007,5
05554,2008,7.4
05554,2009,5.9
05554,2010,5.5
05554,2011,5.1
05554,2012,4.7
05554,2013,4
05554,2014,5.2
05554,2015,4.4
05554,2016,5.4
05554,2017,5.8
05554,2018,5.1
05554,2019,5
05554,2020,4.5
05554,2021,4.6
05554,2022,4.8
05554,2023,6.4
05554,2024,7
05166,2006,6.4
05166,2007,6.4
05166,2008,6.2
05166,2009,5.4
05166,2010,4.9
05166,2011,5.1
05166,2012,4
05166,2013,4.3
05166,2014,4.6
05166,2015,3.4
05166,2016,4.5
05166,2017,4.5
05166,2018,3.4
05166,2019,5
05166,2020,4.8
05166,2021,3.7
05166,2022,5.6
05166,2023,5.8
05166,2024,4.5
08111,2006,8.2
08111,2007,6.5
08111,2008,6.3
08111,2009,6.8
08111,2010,5.8
08111,2011,5.2
08111,2012,4.9
08111,2013,4.5
08111,2014,5
08111,2015,5.6
08111,2016,6
08111,2017,6.9
08111,2018,7.9
08111,2019,6.5
08111,2020,5.1
08111,2021,6.9
08111,2022,7.6
08111,2023,6.5
08111,2024,6.6
09671,2006,8.4
09671,2007,6.4
09671,2008,5.7
09671,2009,6.8
09671,2010,5.7
09671,2011,4.5
09671,2012,4.3
09671,2013,4.8
09671,2014,2.9
09671,2015,3.3
09671,2016,4.6
09671,2017,3.4
09671,2018,4.8
09671,2019,3.6
09671,2020,6.6
09671,2021,3.5
09671,2022,3.3
09671,2023,4
09671,2024,3.3
09375,2006,6.2
09375,2007,6.5
09375,2008,5
09375,2009,4.9
09375,2010,3.5
09375,2011,2.9
09375,2012,1.8
09375,2013,2.8
09375,2014,2.7
09375,2015,2.7
09375,2016,3.6
09375,2017,4.9
09375,2018,5
09375,2019,4.1
09375,2020,3.9
09375,2021,4.7
09375,2022,4.2
09375,2023,3.3
09375,2024,5.8
07313,2006,9
07313,2007,7.8
07313,2008,10.6
07313,2009,7.2
07313,2010,8.4
07313,2011,7.6
07313,2012,5.6
07313,2013,5.6
07313,2014,6.1
07313,2015,9.9
07313,2016,9
07313,2017,7.4
07313,2018,6.9
07313,2019,6.5
07313,2020,9.9
07313,2021,7.2
07313,2022,10
07313,2023,10.6
07313,2024,9.7
07317,2006,12.6
07317,2007,10.2
07317,2008,9
07317,2009,7.7
07317,2010,6.4
07317,2011,10.3
07317,2012,10.6
07317,2013,6.7
07317,2014,7.2
07317,2015,5.5
07317,2016,6.2
07317,2017,6.7
07317,2018,7.1
07317,2019,8.4
07317,2020,8
07317,2021,7.3
07317,2022,7.7
07317,2023,16.5
07317,2024,16.7
05366,2006,3.5
05366,2007,4.3
05366,2008,3.7
05366,2009,5.3
05366,2010,3
05366,2011,4.1
05366,2012,3.6
05366,2013,3.2
05366,2014,4.9
05366,2015,5.1
05366,2016,5
05366,2017,4.8
05366,2018,6.5
05366,2019,6.6
05366,2020,5.3
05366,2021,5.8
05366,2022,7.4
05366,2023,6.5
05366,2024,8.4
03159,2017,4.2
03159,2018,6.2
03159,2019,7.1
03159,2020,9.2
03159,2021,4.5
03159,2022,6.3
03159,2023,6.5
03159,2024,8.2
06633,2006,6.7
06633,2008,3.5
06633,2009,5.2
06633,2010,4.2
06633,2011,3.5
06633,2012,4.7
06633,2013,3.3
06633,2014,3.5
06633,2015,3
06633,2016,4
06633,2017,4.1
06633,2018,3.3
06633,2019,4.1
06633,2020,3.1
06633,2021,3.7
06633,2022,5.3
06633,2023,4.5
06633,2024,4.2
08311,2006,8.2
08311,2007,7.4
08311,2008,6
08311,2009,6
08311,2010,4.9
08311,2011,5.3
08311,2012,4.4
08311,2013,5.2
08311,2014,5.9
08311,2015,5.5
08311,2016,6.9
08311,2017,11.3
08311,2018,6.5
08311,2019,7.5
08311,2020,5.1
08311,2021,7.2
08311,2022,8.3
08311,2023,10.1
08311,2024,8.3
09778,2006,4.2
09778,2007,3.6
09778,2008,4.5
09778,2009,3.1
09778,2010,1.9
09778,2011,1.7
09778,2012,1.9
09778,2013,2.7
09778,2014,2.3
09778,2015,2.2
09778,2016,2.1
09778,2017,3.4
09778,2018,3
09778,2019,2.9
09778,2020,2.1
09778,2021,1.1
09778,2022,3.3
09778,2023,3.1
09778,2024,4.5
06437,2006,9.5
06437,2008,7.8
06437,2009,7
06437,2010,8
06437,2011,6.7
06437,2012,6.9
06437,2013,3.1
06437,2014,5
06437,2015,6.3
06437,2016,6.4
06437,2017,6.6
06437,2018,5.5
06437,2019,7.8
06437,2020,4.4
06437,2021,6.7
06437,2022,8.8
06437,2023,7.4
06437,2024,5.9
08231,2006,7.7
08231,2007,7.1
08231,2008,8.3
08231,2009,6.3
08231,2010,8.2
08231,2011,7.1
08231,2012,6.1
08231,2013,5
08231,2014,5.4
08231,2015,5.7
08231,2016,6.5
08231,2017,8.4
08231,2018,7.5
08231,2019,8.5
08231,2020,7.3
08231,2021,8.3
08231,2022,7.9
08231,2023,7.6
07337,2006,5.8
07337,2007,6
07337,2008,5.7
07337,2009,5.6
07337,2010,5
07337,2011,4.6
07337,2012,5
07337,2013,4.9
07337,2014,4.2
07337,2015,6.2
07337,2016,5.7
07337,2017,6.4
07337,2018,5.6
07337,2019,7
07337,2020,6.7
07337,2021,6.4
07337,2022,7.1
07337,2023,5.7
07337,2024,8.3
09279,2006,6.4
09279,2007,6.2
09279,2008,7.8
09279,2009,3.7
09279,2010,4.3
09279,2011,3.2
09279,2012,2.4
09279,2013,2.7
09279,2014,2.8
09279,2015,2.1
09279,2016,3.2
09279,2017,3.2
09279,2018,2.7
09279,2019,4
09279,2020,4.3
09279,2021,4.5
09279,2022,5.5
09279,2023,5.7
09279,2024,3.6
09162,2006,8.4
09162,2007,7.9
09162,2008,7.3
09162,2009,7.8
09162,2010,7.2
09162,2011,5
09162,2012,6.9
09162,2013,6
09162,2014,6.3
09162,2015,6
09162,2016,5.4
09162,2017,5.9
09162,2018,6.3
09162,2019,5.5
09162,2020,5.3
09162,2021,5.6
09162,2022,4.8
09162,2023,5.3
09162,2024,5.6
03359,2006,8.3
03359,2007,8.9
03359,2008,6.8
03359,2009,6.9
03359,2010,5.1
03359,2011,5.1
03359,2012,5.1
03359,2013,5.1
03359,2014,3.8
03359,2015,4.3
03359,2016,6.7
03359,2017,4.8
03359,2018,7.8
03359,2019,6.6
03359,2020,9.5
03359,2021,7
03359,2022,7.7
03359,2023,9
03359,2024,8.4
06433,2006,7.8
06433,2008,7.5
06433,2009,7.9
06433,2010,5.5
06433,2011,6.6
06433,2012,5.9
06433,2013,4.6
06433,2014,6.4
06433,2015,4.1
06433,2016,4.9
06433,2017,5.6
06433,2018,4.6
06433,2019,5.2
06433,2020,6.1
06433,2021,5.6
06433,2022,6.6
06433,2023,6.1
06433,2024,6.1
09479,2006,5.7
09479,2007,6.2
09479,2008,6.2
09479,2009,7.2
09479,2010,6.7
09479,2011,6.3
09479,2012,6.7
09479,2013,5.5
09479,2014,4.7
09479,2015,5.7
09479,2016,7.8
09479,2017,7.7
09479,2018,10.2
09479,2019,10.9
09479,2020,8.8
09479,2021,9
09479,2022,9.9
09479,2023,7.7
09479,2024,7.3
06434,2006,3.7
06434,2008,5
06434,2009,5.4
06434,2010,3.7
06434,2011,3.4
06434,2012,3.2
06434,2013,3.1
06434,2014,2.9
06434,2015,2.7
06434,2016,3.1
06434,2017,3.6
06434,2018,3.1
06434,2019,3.5
06434,2020,2.8
06434,2021,2.6
06434,2022,5.3
06434,2023,3.8
06434,2024,5.1
07340,2006,5.2
07340,2007,8.2
07340,2008,7.5
07340,2009,6.2
07340,2010,3.5
07340,2011,4.7
07340,2012,3.3
07340,2013,2.3
07340,2014,1.3
07340,2015,3.6
07340,2016,4.2
07340,2017,4.1
07340,2018,3.3
07340,2019,5.5
07340,2020,3.1
07340,2021,5.8
07340,2022,7.2
07340,2023,3.8
07340,2024,3.2
08115,2006,5.9
08115,2007,5.5
08115,2008,5
08115,2009,5.4
08115,2010,5.6
08115,2011,4.4
08115,2012,3.8
08115,2013,3.9
08115,2014,4.6
08115,2015,4.8
08115,2016,5.8
08115,2017,8.6
08115,2018,6.7
08115,2019,5.9
08115,2020,5.5
08115,2021,5.4
08115,2022,6.9
08115,2023,6.2
08115,2024,7.1
09362,2006,7.2
09362,2007,5.5
09362,2008,5.5
09362,2009,5.6
09362,2010,6.3
09362,2011,3.7
09362,2012,4.5
09362,2013,4.7
09362,2014,4.6
09362,2015,3.6
09362,2016,4.5
09362,2017,4.7
09362,2018,5
09362,2019,7.4
09362,2020,5.4
09362,2021,5
09362,2022,4.4
09362,2023,5.1
09362,2024,6.8
09464,2006,14.5
09464,2007,10.1
09464,2008,9.7
09464,2009,9.1
09464,2010,8.7
09464,2011,5.1
09464,2012,7.6
09464,2013,6
09464,2014,7.7
09464,2015,9.5
09464,2016,11.1
09464,2017,12.8
09464,2018,11.3
09464,2019,12.8
09464,2020,14.9
09464,2021,13
09464,2022,13.3
09464,2023,11.6
09464,2024,12.7
08337,2006,5.7
08337,2007,5.6
08337,2008,6.7
08337,2009,5.5
08337,2010,4.4
08337,2011,4.9
08337,2012,4.1
08337,2013,4.6
08337,2014,5.2
08337,2015,4.1
08337,2016,4.8
08337,2017,6.1
08337,2018,6.2
08337,2019,6.7
08337,2020,5.1
08337,2021,5.9
08337,2022,6.4
08337,2023,7.6
08337,2024,7.4
09677,2006,6.2
09677,2007,4.3
09677,2008,4.2
09677,2009,3.7
09677,2010,2.6
09677,2011,2.8
09677,2012,2.7
09677,2013,2.4
09677,2014,2
09677,2015,1.7
09677,2016,3.2
09677,2017,3
09677,2018,3.1
09677,2019,2.3
09677,2020,2.6
09677,2021,2.6
09677,2022,3.6
09677,2023,3.1
09677,2024,4.6
09179,2006,5.1
09179,2007,5.9
09179,2008,4.1
09179,2009,4.7
09179,2010,3
09179,2011,2.9
09179,2012,3.7
09179,2013,2.7
09179,2014,3.5
09179,2015,3
09179,2016,4.8
09179,2017,4.1
09179,2018,2.8
09179,2019,3.5
09179,2020,2.5
09179,2021,3.4
09179,2022,3.8
09179,2023,4.4
09179,2024,5.1
08128,2006,4.8
08128,2007,5
08128,2008,4.3
08128,2009,4.1
08128,2010,4.6
08128,2011,3.2
08128,2012,2.9
08128,2013,4
08128,2014,3.9
08128,2015,4.1
08128,2016,3.9
08128,2017,5.5
08128,2018,5.5
08128,2019,4.3
08128,2020,4
08128,2021,4.9
08128,2022,8.7
08128,2023,4.9
08128,2024,7.6
09780,2006,5.2
09780,2007,4.8
09780,2008,4.7
09780,2009,3.1
09780,2010,3.2
09780,2011,3.1
09780,2012,2.8
09780,2013,2.7
09780,2014,2.9
09780,2015,2.6
09780,2016,3.8
09780,2017,5
09780,2018,3.9
09780,2019,2.9
09780,2020,3.4
09780,2021,2.4
09780,2022,4.3
09780,2023,4.6
09780,2024,4.8
05966,2006,8.8
05966,2007,7.2
05966,2008,5.8
05966,2009,6.3
05966,2010,6.4
05966,2011,5.9
05966,2012,5.5
05966,2013,5.5
05966,2014,4.1
05966,2015,4.8
05966,2016,4.5
05966,2017,4.8
05966,2018,6.2
05966,2019,6.2
05966,2020,7.1
05966,2021,4.7
05966,2022,6.5
05966,2023,9.2
05966,2024,10.2
09678,2006,10.4
09678,2007,9.7
09678,2008,11.3
09678,2009,8.2
09678,2010,8.3
09678,2011,7.4
09678,2012,8.6
09678,2013,5.8
09678,2014,8.9
09678,2015,5.9
09678,2016,10.7
09678,2017,10.3
09678,2018,9.2
09678,2019,7.4
09678,2020,6.5
09678,2021,11.6
09678,2022,11.9
09678,2023,8.4
09678,2024,10.7
08336,2006,6
08336,2007,6.5
08336,2008,5.7
08336,2009,6.2
08336,2010,5
08336,2011,4.9
08336,2012,4.6
08336,2013,3.1
08336,2014,6.8
08336,2015,4.6
08336,2016,5
08336,2017,5.6
08336,2018,6.8
08336,2019,5.3
08336,2020,4.7
08336,2021,5
08336,2022,5.8
08336,2023,6.8
07235,2006,7.5
07235,2007,7.2
07235,2008,6.7
07235,2009,7.5
07235,2010,7
07235,2011,6.1
07235,2012,6.1
07235,2013,7.4
07235,2014,7.1
07235,2015,8.8
07235,2016,10.6
07235,2017,9.9
07235,2018,7.6
07235,2019,8.5
07235,2020,8.5
07235,2021,8.8
07235,2022,10.6
07235,2023,11.9
07235,2024,10.7
05954,2006,6.3
05954,2007,5.9
05954,2008,6.9
05954,2009,6.2
05954,2010,4.3
05954,2011,3.8
05954,2012,4.5
05954,2013,4.3
05954,2014,5.1
05954,2015,6.3
05954,2016,4.6
05954,2017,5.1
05954,2018,6.2
05954,2019,5
05954,2020,6.1
05954,2021,5.7
05954,2022,5.6
05954,2023,6
05954,2024,7.7
09178,2006,5.1
09178,2007,6.3
09178,2008,5.9
09178,2009,4.5
09178,2010,4.4
09178,2011,3.4
09178,2012,3.9
09178,2013,3.7
09178,2014,3.7
09178,2015,4.5
09178,2016,4.7
09178,2017,4.9
09178,2018,5.8
09178,2019,5.2
09178,2020,5.2
09178,2021,3.9
09178,2022,3.8
09178,2023,4.9
09178,2024,5.5
09376,2006,6.2
09376,2007,6.4
09376,2008,4.9
09376,2009,4.8
09376,2010,4.4
09376,2011,3.7
09376,2012,3.5
09376,2013,2.5
09376,2014,2.6
09376,2015,3.3
09376,2016,3.7
09376,2017,3.4
09376,2018,2.6
09376,2019,3.7
09376,2020,5.6
09376,2021,5.7
09376,2022,3.8
09376,2023,3.1
09376,2024,5.2
07311,2006,10.3
07311,2007,7.5
07311,2008,10.5
07311,2009,8.2
07311,2010,7.7
07311,2011,9.5
07311,2012,6.1
07311,2013,8.8
07311,2014,5.8
07311,2015,5.8
07311,2016,3.7
07311,2017,7.5
07311,2018,7.3
07311,2019,10.8
07311,2020,8
07311,2021,6.1
07311,2022,6.7
07311,2023,9.9
07311,2024,8.3
07131,2006,5
07131,2007,3.7
07131,2008,4.3
07131,2009,4.5
07131,2010,4.3
07131,2011,4.1
07131,2012,3.3
07131,2013,3.7
07131,2014,2.9
07131,2015,3.7
07131,2016,2.4
07131,2017,2.2
07131,2018,3.7
07131,2019,5.4
07131,2020,3.7
07131,2021,5.5
07131,2022,6.1
07131,2023,6.5
07131,2024,6.8
05914,2006,6.5
05914,2007,7.8
05914,2008,7.1
05914,2009,7
05914,2010,7
05914,2011,4.8
05914,2012,5.3
05914,2013,3.7
05914,2014,6.3
05914,2015,5.4
05914,2016,5.3
05914,2017,6.1
05914,2018,6.6
05914,2019,6.4
05914,2020,5.6
05914,2021,5.6
05914,2022,6.7
05914,2023,7
05914,2024,8.6
03157,2006,8.4
03157,2007,9.7
03157,2008,6.5
03157,2009,6.2
03157,2010,6.1
03157,2011,3.7
03157,2012,4.1
03157,2013,4.2
03157,2014,3.4
03157,2015,4.7
03157,2016,3.7
03157,2017,3.7
03157,2018,5.3
03157,2019,4.1
03157,2020,4.1
03157,2021,3.7
03157,2022,4.8
03157,2023,6.8
03157,2024,8.2
04012,2006,9.1
04012,2007,9
04012,2008,8.9
04012,2009,9.2
04012,2010,6.9
04012,2011,7
04012,2012,5.7
04012,2013,6.2
04012,2014,4.7
04012,2015,7.1
04012,2016,6.6
04012,2017,7.8
04012,2018,8.9
04012,2019,9.6
04012,2020,10
04012,2021,10.8
04012,2022,12.5
04012,2023,11.4
04012,2024,11.4
09571,2006,8.8
09571,2007,8.5
09571,2008,7.2
09571,2009,7.5
09571,2010,6.2
09571,2011,4.3
09571,2012,5.6
09571,2013,6.5
09571,2014,5.1
09571,2015,5.8
09571,2016,5.4
09571,2017,6.7
09571,2018,7.2
09571,2019,7.6
09571,2020,7.6
09571,2021,6.2
09571,2022,8.4
09571,2023,7.4
09571,2024,8
05124,2006,9.2
05124,2007,9.1
05124,2008,9.3
05124,2009,7.7
05124,2010,7
05124,2011,5.4
05124,2012,6.4
05124,2013,4.9
05124,2014,6.8
05124,2015,6.2
05124,2016,4.5
05124,2017,6.1
05124,2018,5.8
05124,2019,7
05124,2020,6.1
05124,2021,6.8
05124,2022,6.5
05124,2023,6.9
05124,2024,9.2
03462,2006,8.6
