ags,year,pct_no_hauptschulabschluss
16062,2020,9.7
16062,2021,7.7
16062,2022,14
16062,2023,14.3
16062,2024,12.7
16063,2006,6.3
16063,2007,4.9
16063,2008,6.3
16063,2009,4.8
16063,2010,5.5
16063,2011,6.5
16063,2012,5.9
16063,2013,4.5
16063,2014,7.3
16063,2015,6.5
16063,2016,6.1
16063,2017,6.1
16063,2018,6.5
16063,2019,8.2
16063,2020,3.9
16063,2021,7.2
16063,2022,7.9
16063,2023,9.3
16063,2024,10.1
16064,2006,8.7
16064,2007,11
16064,2008,9.4
16064,2009,8.8
16064,2010,11.5
16064,2011,12.6
16064,2012,9.9
16064,2013,10.1
16064,2014,10.5
16064,2015,10.3
16064,2016,9.8
16064,2017,10.9
16064,2018,12.3
16064,2019,12
16064,2020,9.7
16064,2021,11.1
16064,2022,12
16064,2023,11.8
16064,2024,13.2
16065,2006,8.9
16065,2007,6.7
16065,2008,7.7
16065,2009,6.1
16065,2010,9.6
16065,2011,6.3
16065,2012,8.9
16065,2013,11.9
16065,2014,8.9
16065,2015,9.1
16065,2016,10
16065,2017,8.5
16065,2018,10.2
16065,2019,9.5
16065,2020,5.6
16065,2021,7.7
16065,2022,11.5
16065,2023,14.1
16065,2024,12.2
16066,2006,8.8
16066,2007,5.8
16066,2008,8.3
16066,2009,9.2
16066,2010,9.1
16066,2011,8.4
16066,2012,9.1
16066,2013,10.2
16066,2014,8.4
16066,2015,9.3
16066,2016,9.1
16066,2017,9.9
16066,2018,10.2
16066,2019,9.2
16066,2020,8.3
16066,2021,8.1
16066,2022,10.9
16066,2023,12.3
16066,2024,11.6
16067,2006,8.7
16067,2007,4.5
16067,2008,5.3
16067,2009,6.6
16067,2010,7.2
16067,2011,7.1
16067,2012,6.8
16067,2013,6.3
16067,2014,5.2
16067,2015,5.7
16067,2016,6.5
16067,2017,8
16067,2018,9
16067,2019,8.9
16067,2020,6.8
16067,2021,7.6
16067,2022,9.6
16067,2023,10.3
16067,2024,10.4
16068,2006,8.2
16068,2007,6.9
16068,2008,6
16068,2009,7.1
16068,2010,9.5
16068,2011,8.3
16068,2012,11
16068,2013,9.1
16068,2014,11
16068,2015,9.7
16068,2016,9.3
16068,2017,9.4
16068,2018,8.4
16068,2019,8.2
16068,2020,7.7
16068,2021,14
16068,2022,11
16068,2023,12.8
16068,2024,11.5
16069,2006,8.7
16069,2007,8.5
16069,2008,7.6
16069,2009,5.1
16069,2010,7.2
16069,2011,7.9
16069,2012,4.8
16069,2013,5.5
16069,2014,3.8
16069,2015,5.6
16069,2016,5
16069,2017,8.2
16069,2018,10.2
16069,2019,7.7
16069,2020,5.7
16069,2021,8
16069,2022,10.6
16069,2023,9.7
16069,2024,11.9
16070,2006,7.8
16070,2007,8.9
16070,2008,5.7
16070,2009,7.2
16070,2010,8.5
16070,2011,11.4
16070,2012,9.8
16070,2013,8.4
16070,2014,7.2
16070,2015,6.9
16070,2016,7.1
16070,2017,9.1
16070,2018,10.1
16070,2019,10.4
16070,2020,8.5
16070,2021,8.4
16070,2022,9.4
16070,2023,10.7
16070,2024,13.8
16071,2006,8.3
16071,2007,6.5
16071,2008,5.8
16071,2009,5.1
16071,2010,10.4
16071,2011,10.3
16071,2012,7.3
16071,2013,7.3
16071,2014,8.1
16071,2015,4.7
16071,2016,6.5
16071,2017,7.8
16071,2018,9.9
16071,2019,7.8
16071,2020,9.2
16071,2021,7.9
16071,2022,8.4
16071,2023,10.6
16071,2024,11
16072,2006,9.2
16072,2007,6.7
16072,2008,5.4
16072,2009,6
16072,2010,5.2
16072,2011,7.1
16072,2012,3.5
16072,2013,9.4
16072,2014,4.3
16072,2015,6.8
16072,2016,9.9
16072,2017,13.7
16072,2018,11.5
16072,2019,10.1
16072,2020,11.2
16072,2021,9.6
16072,2022,12.5
16072,2023,10.9
16072,2024,14.4
16073,2006,8.3
16073,2007,8
16073,2008,10.2
16073,2009,8.6
16073,2010,9
16073,2011,7.3
16073,2012,9.5
16073,2013,9.9
16073,2014,10.9
16073,2015,9.4
16073,2016,8.2
16073,2017,8.2
16073,2018,9.2
16073,2019,8.4
16073,2020,8.4
16073,2021,11.6
16073,2022,9.6
16073,2023,9
16073,2024,12.4
16074,2006,7.9
16074,2007,5
16074,2008,7.9
16074,2009,6
16074,2010,7
16074,2011,14.6
16074,2012,8.2
16074,2013,6.1
16074,2014,5.9
16074,2015,6.6
16074,2016,4.3
16074,2017,8.8
16074,2018,5.5
16074,2019,5.7
16074,2020,5.4
16074,2021,6.1
16074,2022,4.8
16074,2023,8.6
16074,2024,6.8
16075,2006,5.6
16075,2007,6
16075,2008,5.1
16075,2009,6.8
16075,2010,7.5
16075,2011,6.9
16075,2012,5.3
16075,2013,6.5
16075,2014,4.6
16075,2015,5.9
16075,2016,9
16075,2017,9
16075,2018,7.9
16075,2019,7.1
16075,2020,5.8
16075,2021,8.6
16075,2022,7.2
16075,2023,10.5
16075,2024,10.4
16076,2006,6.2
16076,2007,5.9
16076,2008,8.7
16076,2009,6.6
16076,2010,7.6
16076,2011,6.5
16076,2012,7.4
16076,2013,5.4
16076,2014,6.5
16076,2015,5.6
16076,2016,8.8
16076,2017,5.6
16076,2018,9.4
16076,2019,9.2
16076,2020,7.6
16076,2021,7.4
16076,2022,10.4
16076,2023,10.7
16076,2024,13.6
16077,2006,6.7
16077,2007,6.1
16077,2008,6
16077,2009,5.8
16077,2010,7.6
16077,2011,7.9
16077,2012,5.5
16077,2013,5.6
16077,2014,6.1
16077,2015,6.2
16077,2016,5
16077,2017,6.9
16077,2018,6.8
16077,2019,8
16077,2020,7.6
16077,2021,8.1
16077,2022,9.2
16077,2023,12.8
16077,2024,8.4
10041100,2009,6.6
10041100,2010,7.1
10041100,2011,5.3
10041100,2012,5.1
10041100,2013,5.9
10041100,2014,6.4
10041100,2015,5.3
10041100,2016,6.3
10041100,2017,5
10041100,2018,7.1
10041100,2019,6.9
10041100,2020,6.7
10041100,2021,5
10041100,2022,7.1
10041100,2023,6.9
10041100,2024,7.8
11001001,2019,12.1
11001001,2020,8.2
11001001,2021,7.7
11001001,2022,9.2
11001001,2023,11.7
11001001,2024,12.5
11002002,2019,12.1
11002002,2020,8.5
11002002,2021,8
11002002,2022,6.9
11002002,2023,8.4
11002002,2024,10.6
11003003,2019,6.1
11003003,2020,5.2
11003003,2021,4.3
11003003,2022,4.8
11003003,2023,4.9
11003003,2024,5.9
11004004,2019,5.5
11004004,2020,5.7
11004004,2021,6.2
11004004,2022,6.1
11004004,2023,6.2
11004004,2024,5.7
11005005,2019,10.3
11005005,2020,9.4
11005005,2021,10.2
11005005,2022,10.4
11005005,2023,10
11005005,2024,11.8
11006006,2019,4.2
11006006,2020,3
11006006,2021,3.3
11006006,2022,2.7
11006006,2023,4
11006006,2024,4.7
11007007,2019,7.5
11007007,2020,7.6
11007007,2021,4.8
11007007,2022,5.4
11007007,2023,6.7
11007007,2024,8.6
11008008,2019,12.5
11008008,2020,9.3
11008008,2021,7.8
11008008,2022,10.4
11008008,2023,11.3
11008008,2024,13.7
11009009,2019,7.1
11009009,2020,4.3
11009009,2021,5.6
11009009,2022,5.3
11009009,2023,6.5
11009009,2024,6.6
11010010,2019,15.4
11010010,2020,8.9
11010010,2021,9.4
11010010,2022,9
11010010,2023,11.6
11010010,2024,14.1
11011011,2019,10.4
11011011,2020,6.8
11011011,2021,7.6
11011011,2022,8.3
11011011,2023,9.3
11011011,2024,12
11012012,2019,9.4
11012012,2020,8
11012012,2021,7.4
11012012,2022,8.1
11012012,2023,8.6
11012012,2024,10.9
09463,2006,10.9
09463,2007,8.9
09463,2008,6.6
09463,2009,7.8
09463,2010,4.8
09463,2011,4.1
09463,2012,7
09463,2013,5.3
09463,2014,6.1
09463,2015,5.8
09463,2016,7.3
09463,2017,9.1
09463,2018,7.2
09463,2019,7.5
09463,2020,5.1
09463,2021,4.9
09463,2022,6.9
09463,2023,8.8
09463,2024,7.6
05911,2006,7.2
05911,2007,7.2
05911,2008,7.1
05911,2009,6.9
05911,2010,4.2
05911,2011,5.8
05911,2012,6
05911,2013,4
05911,2014,6.1
05911,2015,6
05911,2016,5.8
05911,2017,7.2
05911,2018,7
05911,2019,7.8
05911,2020,7.8
05911,2021,6.6
05911,2022,8.4
05911,2023,6.4
05911,2024,8.4
09576,2006,9.2
09576,2007,7
09576,2008,5.5
09576,2009,4.7
09576,2010,6.3
09576,2011,4.6
09576,2012,6.5
09576,2013,6.3
09576,2014,7.3
09576,2015,7.9
09576,2016,8.8
09576,2017,9.2
09576,2018,8.1
09576,2019,6.5
09576,2020,6.6
09576,2021,6.9
09576,2022,7.3
09576,2023,5.8
09576,2024,7.4
07133,2006,8.8
07133,2007,7.8
07133,2008,6.4
07133,2009,7.2
07133,2010,5.6
07133,2011,5
07133,2012,4.9
07133,2013,4.7
07133,2014,4.8
07133,2015,5.8
07133,2016,5
07133,2017,7.7
07133,2018,5.9
07133,2019,7.3
07133,2020,8.7
07133,2021,6.8
07133,2022,7.3
07133,2023,9
07133,2024,10.4
08236,2006,4.6
08236,2007,4
08236,2008,6.2
08236,2009,2.8
08236,2010,4.5
08236,2011,3.3
08236,2012,3.3
08236,2013,4.3
08236,2014,2.9
08236,2015,3.4
08236,2016,4.8
08236,2017,10.7
08236,2018,7.8
08236,2019,6.6
08236,2020,4.7
08236,2021,5.1
08236,2022,7.1
08236,2023,8.6
08236,2024,6.4
09779,2006,7.8
09779,2007,7
09779,2008,4.8
09779,2009,4
09779,2010,4.2
09779,2011,3.4
09779,2012,4.4
09779,2013,3.4
09779,2014,3.6
09779,2015,3
09779,2016,3.8
09779,2017,4.3
09779,2018,3.5
09779,2019,4.4
09779,2020,2.6
09779,2021,5.1
09779,2022,5.6
09779,2023,3.7
09779,2024,6.5
09673,2006,4.5
09673,2007,5.6
09673,2008,6.4
09673,2009,3.7
09673,2010,3.6
09673,2011,3.2
09673,2012,3.5
09673,2013,4.1
09673,2014,2.4
09673,2015,3.4
09673,2016,5.7
09673,2017,5.5
09673,2018,7.3
09673,2019,4.9
09673,2020,3.6
09673,2021,3.8
09673,2022,2.9
09673,2023,4.7
09673,2024,5.3
05119,2006,9.4
05119,2007,6.5
05119,2008,7.4
05119,2009,7.4
05119,2010,6.3
05119,2011,7.8
05119,2012,5.2
05119,2013,4.7
05119,2014,4.7
05119,2015,5.9
05119,2016,5.3
05119,2017,5.5
05119,2018,7.2
05119,2019,7.2
05119,2020,6.8
05119,2021,4.6
05119,2022,6.1
05119,2023,9.2
05119,2024,9.1
09173,2006,3.9
09173,2007,4.5
09173,2008,3.2
09173,2009,2.9
09173,2010,3.9
09173,2011,2.7
09173,2012,3.1
09173,2013,2.2
09173,2014,3.3
09173,2015,3.2
09173,2016,4.3
09173,2017,3.6
09173,2018,4.7
09173,2019,3.9
09173,2020,3.1
09173,2021,2.7
09173,2022,4.4
09173,2023,3.5
09173,2024,5.6
08316,2006,6.1
08316,2007,6.3
08316,2008,5.1
08316,2009,6.2
08316,2010,5.3
08316,2011,6.7
08316,2012,4.8
08316,2013,5.8
08316,2014,6
08316,2015,4.8
08316,2016,6.4
08316,2017,6.8
08316,2018,8.7
08316,2019,6.6
08316,2020,7.5
08316,2021,7.2
08316,2022,10
08316,2023,7.5
08316,2024,10.3
03254,2006,9.1
03254,2007,6.9
03254,2008,6.7
03254,2009,7.8
03254,2010,6.3
03254,2011,5.5
03254,2012,5.7
03254,2013,5.7
03254,2014,5.9
03254,2015,6.9
03254,2016,6.2
03254,2017,6.4
03254,2018,6.2
03254,2019,7.2
03254,2020,8.2
03254,2021,5.9
03254,2022,7.1
03254,2023,6.9
03254,2024,8.9
09180,2006,3.6
09180,2007,5.2
09180,2008,4.8
09180,2009,3
09180,2010,3.5
09180,2011,2.3
09180,2012,2.3
09180,2013,2.2
09180,2014,2.3
09180,2015,5
09180,2016,3.5
09180,2017,4.1
09180,2018,3.6
09180,2019,2.5
09180,2020,1.7
09180,2021,2.1
09180,2022,2.7
09180,2023,2.3
09180,2024,3.9
09183,2006,9.4
09183,2007,9.3
09183,2008,8.1
09183,2009,6.6
09183,2010,7
09183,2011,5.5
09183,2012,4.4
09183,2013,5
09183,2014,4.8
09183,2015,4.9
09183,2016,5.7
09183,2017,6
09183,2018,6.8
09183,2019,5.2
09183,2020,5.1
09183,2021,7.4
09183,2022,6.5
09183,2023,4.3
09183,2024,5.9
08436,2006,6.3
08436,2007,5.6
08436,2008,5.2
08436,2009,5.3
08436,2010,5
08436,2011,4.7
08436,2012,5
08436,2013,5.3
08436,2014,5.5
08436,2015,8.8
08436,2016,4.5
08436,2017,6.6
08436,2018,6.4
08436,2019,6.7
08436,2020,5.1
08436,2021,6.1
08436,2022,6.9
08436,2023,7.5
05711,2006,6.1
05711,2007,5.9
05711,2008,5.4
05711,2009,5.8
05711,2010,4.4
05711,2011,3.9
05711,2012,4.3
05711,2013,4.3
05711,2014,5.4
05711,2015,6.1
05711,2016,4.8
05711,2017,6.8
05711,2018,7.1
05711,2019,6.7
05711,2020,6.4
05711,2021,5.7
05711,2022,7.3
05711,2023,7.9
05711,2024,8.2
03454,2006,7.7
03454,2007,8.6
03454,2008,6.4
03454,2009,5.9
03454,2010,5.3
03454,2011,3.6
03454,2012,4.7
03454,2013,4.7
03454,2014,5.3
03454,2015,5.5
03454,2016,7.1
03454,2017,7.5
03454,2018,6.4
03454,2019,7.9
03454,2020,8.7
03454,2021,6.9
03454,2022,7
03454,2023,8.5
03454,2024,8.8
06411,2006,5
06411,2008,4.8
06411,2009,4.9
06411,2010,4.3
06411,2011,3.5
06411,2012,3.1
06411,2013,2.3
06411,2014,4
06411,2015,4.1
06411,2016,4
06411,2017,2.9
06411,2018,3.4
06411,2019,4.4
06411,2020,4.6
06411,2021,3.4
06411,2022,4.5
06411,2023,6
06411,2024,4.4
08116,2006,5.8
08116,2007,5
08116,2008,5
08116,2009,4.8
08116,2010,4.3
08116,2011,4.3
08116,2012,3.3
08116,2013,3.9
08116,2014,4
08116,2015,3.4
08116,2016,4.3
08116,2017,5.2
08116,2018,5.4
08116,2019,4.2
08116,2020,3.9
08116,2021,5.5
08116,2022,5.3
08116,2023,5.1
08116,2024,5.7
05111,2006,7.1
05111,2007,7.6
05111,2008,6.6
05111,2009,8.4
05111,2010,6.9
05111,2011,5.8
05111,2012,5.4
05111,2013,5
05111,2014,6.8
05111,2015,5
05111,2016,6.2
05111,2017,5.6
05111,2018,6.4
05111,2019,5.4
05111,2020,4
05111,2021,4.2
05111,2022,4.4
05111,2023,5
05111,2024,5.9
09363,2006,4.8
09363,2007,4.1
09363,2008,4.7
09363,2009,4.4
09363,2010,2.4
09363,2011,3.3
09363,2012,1.7
09363,2013,3.2
09363,2014,3.4
09363,2015,2.2
09363,2016,1.9
09363,2017,4.2
09363,2018,4.5
09363,2019,3.5
09363,2020,2.4
09363,2021,2.2
09363,2022,4.4
09363,2023,4.6
09363,2024,3.8
03404,2006,7
03404,2007,6.5
03404,2008,6.7
03404,2009,4.9
03404,2010,7.1
03404,2011,4.9
03404,2012,5.5
03404,2013,4.6
03404,2014,4.2
03404,2015,6.3
03404,2016,5
03404,2017,4.7
03404,2018,4.5
03404,2019,5.4
03404,2020,6.6
03404,2021,5.9
03404,2022,6.3
03404,2023,5.1
03404,2024,7
05116,2006,8
05116,2007,8.9
05116,2008,8.4
05116,2009,7.7
05116,2010,8.3
05116,2011,7.3
05116,2012,6.1
05116,2013,7.1
05116,2014,6.8
05116,2015,8.3
05116,2016,6.7
05116,2017,7.4
05116,2018,9.3
05116,2019,9
05116,2020,7.3
05116,2021,7.2
05116,2022,7.8
05116,2023,9.2
05116,2024,9.1
07143,2006,8.1
07143,2007,9.2
07143,2008,7.5
07143,2009,7.3
07143,2010,7.6
07143,2011,7
07143,2012,6.7
07143,2013,6.1
07143,2014,5.9
07143,2015,6.4
07143,2016,6.6
07143,2017,8.7
07143,2018,8.9
07143,2019,8
07143,2020,6.9
07143,2021,8.9
07143,2022,8.4
07143,2023,10
07143,2024,10.1
06439,2006,6.8
06439,2008,6.2
06439,2009,6.6
06439,2010,5.2
06439,2011,4.8
06439,2012,6.3
06439,2013,4.9
06439,2014,4.1
06439,2015,5.5
06439,2016,5.4
06439,2017,4.2
06439,2018,5.3
06439,2019,6
06439,2020,2.8
06439,2021,4.8
06439,2022,7
06439,2023,6.2
06439,2024,5.2
04011,2006,6.7
04011,2007,7.2
04011,2008,6.2
04011,2009,5.1
04011,2010,4.4
04011,2011,6.2
04011,2012,4.6
04011,2013,6.1
04011,2014,6.4
04011,2015,5.5
04011,2016,6.2
04011,2017,8.4
04011,2018,8.4
04011,2019,9.2
04011,2020,8.9
04011,2021,8.9
04011,2022,8.7
04011,2023,9.4
04011,2024,10.2
05334,2009,5.3
05334,2010,5.9
05334,2011,5
05334,2012,4.7
05334,2013,3.7
05334,2014,4.7
05334,2015,5.1
05334,2016,4.7
05334,2017,4.8
05334,2018,6.5
05334,2019,6.2
05334,2020,4.7
05334,2021,5.6
05334,2022,7.3
05334,2023,6.1
05334,2024,6.7
03257,2006,6.7
03257,2007,6.8
03257,2008,8.2
03257,2009,4.8
03257,2010,3.9
03257,2011,3.9
03257,2012,4.2
03257,2013,3.7
03257,2014,2
03257,2015,3.2
03257,2016,3.9
03257,2017,4.8
03257,2018,5.1
03257,2019,8.2
03257,2020,9.2
03257,2021,4.7
03257,2022,6.3
03257,2023,8.3
03257,2024,9.8
03151,2006,6.1
03151,2007,5.2
03151,2008,7.2
03151,2009,5.8
03151,2010,5.8
03151,2011,6.3
03151,2012,4.5
03151,2013,4.7
03151,2014,3.5
03151,2015,4
03151,2016,4.8
03151,2017,5.3
03151,2018,6.6
03151,2019,3.5
03151,2020,5.1
03151,2021,5.2
03151,2022,4.7
03151,2023,6.8
03151,2024,9.2
03354,2006,11.2
03354,2007,10.6
03354,2008,8.4
03354,2009,8.2
03354,2010,8.7
03354,2011,5.2
03354,2012,6
03354,2013,5.3
03354,2014,7.8
03354,2015,7.1
03354,2016,6.4
03354,2017,8.4
03354,2018,7.1
03354,2019,7.8
03354,2020,9.3
03354,2021,9.3
03354,2022,10.3
03354,2023,11.5
03354,2024,8.8
09373,2006,6.2
09373,2007,6.4
09373,2008,4.7
09373,2009,4.7
09373,2010,4.8
09373,2011,2.9
09373,2012,4
09373,2013,2.5
09373,2014,3.6
09373,2015,2.6
09373,2016,2.5
09373,2017,2.1
09373,2018,2.8
09373,2019,2.5
09373,2020,2.7
09373,2021,3.2
09373,2022,2
09373,2023,2.5
09373,2024,1.7
09661,2006,6.1
09661,2007,6.3
09661,2008,5.9
09661,2009,4.2
09661,2010,4.3
09661,2011,3.7
09661,2012,3.7
09661,2013,3.8
09661,2014,4.4
09661,2015,5.5
09661,2016,8.3
09661,2017,3.8
09661,2018,5.7
09661,2019,5
09661,2020,4.3
09661,2021,6.6
09661,2022,5.5
09661,2023,5.5
09661,2024,7.5
03101,2006,7.1
03101,2007,5.5
03101,2008,5.4
03101,2009,6.6
03101,2010,4.5
03101,2011,4.5
03101,2012,6.1
03101,2013,5.9
03101,2014,5.6
03101,2015,5
03101,2016,5.3
03101,2017,6.3
03101,2018,5.6
03101,2019,6.1
03101,2020,7.1
03101,2021,6.4
03101,2022,6.5
03101,2023,7.7
03101,2024,6.9
06634,2006,8.9
06634,2008,6.6
06634,2009,5.8
06634,2010,5.6
06634,2011,6.3
06634,2012,6.7
06634,2013,5.2
06634,2014,5.5
06634,2015,5
06634,2016,7.5
06634,2017,4.9
06634,2018,5.8
06634,2019,6.5
06634,2020,5.2
06634,2021,7.9
06634,2022,7.2
06634,2023,8
06634,2024,9.3
06631,2006,7.2
06631,2008,4.8
06631,2009,5.3
06631,2010,4.9
06631,2011,3.4
06631,2012,4.4
06631,2013,3.3
06631,2014,4.3
06631,2015,3.8
06631,2016,5.1
06631,2017,4.6
06631,2018,5.3
06631,2019,5.8
06631,2020,5.1
06631,2021,5.3
06631,2022,5.9
06631,2023,6.1
06631,2024,5.2
08126,2006,6
08126,2007,5.9
08126,2008,6.8
08126,2009,7.8
08126,2010,5.9
08126,2011,4.5
08126,2012,4.5
08126,2013,4.3
08126,2014,3.9
08126,2015,4.3
08126,2016,5.4
08126,2017,3.9
08126,2018,6.5
08126,2019,5.9
08126,2020,5.1
08126,2021,6.6
08126,2022,7.3
08126,2023,6.8
08126,2024,7.3
03154,2006,9.3
03154,2007,4.5
03154,2008,6.2
03154,2009,3.8
03154,2010,5.8
03154,2011,5.3
03154,2012,5.9
03154,2013,6
03154,2014,5
03154,2015,8.8
03154,2016,5.1
03154,2017,7
03154,2018,8.1
03154,2019,8.4
03154,2020,10.6
03154,2021,6.9
03154,2022,6.7
03154,2023,6.9
03154,2024,9.6
09263,2006,9.5
09263,2007,6.1
09263,2008,9.9
09263,2009,7.6
09263,2010,7.8
09263,2011,4.6
09263,2012,5.1
09263,2013,5
09263,2014,3.9
09263,2015,7.5
09263,2016,6.7
09263,2017,5.1
09263,2018,5.9
09263,2019,5.2
09263,2020,6.4
09263,2021,8.6
09263,2022,5.8
09263,2023,5.1
09263,2024,5.8
09563,2006,11.3
09563,2007,13.1
09563,2008,10.4
09563,2009,9
09563,2010,9.4
09563,2011,6.4
09563,2012,7.8
09563,2013,7.9
09563,2014,6.3
09563,2015,6
09563,2016,6.5
09563,2017,10.7
09563,2018,9.9
09563,2019,8.1
09563,2020,6
09563,2021,8.7
09563,2022,6.5
09563,2023,9.9
09563,2024,9.3
01057,2006,11.9
01057,2007,9.8
01057,2008,8.2
01057,2009,7.3
01057,2010,6.6
01057,2011,8.3
01057,2012,7.2
01057,2013,8.1
01057,2014,8.4
01057,2015,9.1
01057,2016,7.7
01057,2017,8.1
01057,2018,9.1
01057,2019,9.1
01057,2020,10.2
01057,2021,8.7
01057,2022,8.3
01057,2023,9.1
01057,2024,9.2
03351,2006,9.8
03351,2007,8.3
03351,2008,7.1
03351,2009,7.4
03351,2010,8.1
03351,2011,5.6
03351,2012,6.4
03351,2013,5.7
03351,2014,4.8
03351,2015,4.9
03351,2016,4.7
03351,2017,7.7
03351,2018,8.3
03351,2019,7.1
03351,2020,10.9
03351,2021,6.3
03351,2022,6.7
03351,2023,9.1
03351,2024,8.9
08119,2006,7
08119,2007,5.7
08119,2008,5.5
08119,2009,4.7
08119,2010,4.4
08119,2011,4.9
08119,2012,4.5
08119,2013,5.2
08119,2014,4.7
08119,2015,4.7
08119,2016,5.6
08119,2017,6.9
08119,2018,5.9
08119,2019,6.4
08119,2020,6.7
08119,2021,6.5
08119,2022,6.2
08119,2023,7.7
08119,2024,6.7
07333,2006,6.9
07333,2007,8
07333,2008,7.5
07333,2009,6.8
07333,2010,6.7
07333,2011,6.6
07333,2012,6
07333,2013,5.9
07333,2014,5.8
07333,2015,4.9
07333,2016,5.1
07333,2017,8.7
07333,2018,7.8
07333,2019,11.6
07333,2020,6.3
07333,2021,11.7
07333,2022,9.1
07333,2023,11.7
07333,2024,9.6
08216,2006,5.3
08216,2007,5.9
08216,2008,5
08216,2009,6.5
08216,2010,5
08216,2011,6.2
08216,2012,5
08216,2013,5.8
08216,2014,5.4
08216,2015,4.7
08216,2016,5.1
08216,2017,6.4
08216,2018,7.5
08216,2019,5.5
08216,2020,5.8
08216,2021,6.2
08216,2022,7.1
08216,2023,8.9
08216,2024,7.4
06531,2006,7.6
06531,2008,6.6
06531,2009,6
06531,2010,4.9
06531,2011,4.5
06531,2012,3.2
06531,2013,3.7
06531,2014,4.8
06531,2015,4.8
06531,2016,5.4
06531,2017,4.7
06531,2018,5
06531,2019,4.8
06531,2020,3.9
06531,2021,4.9
06531,2022,5.7
06531,2023,4.3
06531,2024,6.1
06611,2006,13.6
06611,2008,7.5
06611,2009,8.4
06611,2010,8.5
06611,2011,7.7
06611,2012,7.9
06611,2013,6.6
06611,2014,8.2
06611,2015,7
06611,2016,7.1
06611,2017,7
06611,2018,7.1
06611,2019,6.1
06611,2020,6.6
06611,2021,7.2
06611,2022,8.3
06611,2023,8.8
06611,2024,8.4
07211,2006,7.6
07211,2007,7.7
07211,2008,7.8
07211,2009,6.9
07211,2010,5.5
07211,2011,6
07211,2012,5.2
07211,2013,4.6
07211,2014,4.9
07211,2015,6.7
07211,2016,4.8
07211,2017,6.3
07211,2018,6.1
07211,2019,8.1
07211,2020,6.4
07211,2021,5.6
07211,2022,7.3
07211,2023,6.5
07211,2024,7.9
03457,2006,13.2
03457,2007,10.3
03457,2008,12.3
03457,2009,9.3
03457,2010,9.2
03457,2011,8.4
03457,2012,9.3
03457,2013,7.5
03457,2014,6.9
03457,2015,8.4
03457,2016,8.3
03457,2017,9.2
03457,2018,6.6
03457,2019,7.7
03457,2020,9.1
03457,2021,7.5
03457,2022,7.5
03457,2023,8.3
03457,2024,10.8
01061,2006,9.3
01061,2007,7.1
01061,2008,9.3
01061,2009,7.1
01061,2010,8.2
01061,2011,8.5
01061,2012,9.6
01061,2013,7
01061,2014,9.1
01061,2015,7
01061,2016,7.2
01061,2017,7.7
01061,2018,8.3
01061,2019,9.4
01061,2020,7.9
01061,2021,6.7
01061,2022,8.1
01061,2023,10.6
01061,2024,9.6
05962,2006,9.8
05962,2007,8.3
05962,2008,9.8
05962,2009,9.3
05962,2010,7.3
05962,2011,7.8
05962,2012,7
05962,2013,6.3
05962,2014,6.8
05962,2015,6.3
05962,2016,5.7
05962,2017,6.2
05962,2018,7.9
05962,2019,7.8
05962,2020,7.2
05962,2021,7.2
05962,2022,8
05962,2023,8.2
05962,2024,9.7
09676,2006,7.4
09676,2007,6.5
09676,2008,7.5
09676,2009,6.4
09676,2010,5.5
09676,2011,5.5
09676,2012,5.2
09676,2013,3.3
09676,2014,4.8
09676,2015,4.7
09676,2016,4.6
09676,2017,5.4
09676,2018,5.9
09676,2019,4.4
09676,2020,4.5
09676,2021,4.6
09676,2022,4.5
09676,2023,6.4
09676,2024,8.9
01004,2006,8.9
01004,2007,8.4
01004,2008,9.8
01004,2009,5.8
01004,2010,5.8
01004,2011,7.8
01004,2012,5.2
01004,2013,8.8
01004,2014,6.1
01004,2015,6.9
01004,2016,6.1
01004,2017,7.2
01004,2018,9.4
01004,2019,10.4
01004,2020,7.2
01004,2021,7.4
01004,2022,9.5
01004,2023,12.7
01004,2024,12.7
03241,2006,7.8
03241,2007,7.5
03241,2008,8
03241,2009,6.3
03241,2010,6.2
03241,2011,4.7
03241,2012,5.3
03241,2013,4.9
03241,2014,4.6
03241,2015,4.8
03241,2016,5
03241,2017,5.3
03241,2018,5.8
03241,2019,5.9
03241,2020,7.5
03241,2021,6.3
03241,2022,6.2
03241,2023,7.3
03241,2024,8.3
05774,2006,5.2
05774,2007,4.2
05774,2008,4.2
05774,2009,5.1
05774,2010,4
05774,2011,3.8
05774,2012,3.5
05774,2013,2.9
05774,2014,5.4
05774,2015,5.5
05774,2016,6.2
05774,2017,5.1
05774,2018,4.9
05774,2019,5.6
05774,2020,5.1
05774,2021,4.9
05774,2022,5.2
05774,2023,4.9
05774,2024,7.3
07320,2006,10.9
07320,2007,8
07320,2008,8.1
07320,2009,8.4
07320,2010,5.3
07320,2011,5.8
07320,2012,5.8
07320,2013,5.1
07320,2014,2.8
07320,2015,8.7
07320,2016,7.8
07320,2017,8.3
07320,2018,4.7
07320,2019,6.4
07320,2020,4.6
07320,2021,5.1
07320,2022,7.1
07320,2023,11.2
07320,2024,14.8
03361,2006,6.4
03361,2007,8.9
03361,2008,6.4
03361,2009,5.4
03361,2010,4.9
03361,2011,4.3
03361,2012,4
03361,2013,4.8
03361,2014,3.5
03361,2015,5.2
03361,2016,4.2
03361,2017,4
03361,2018,4.1
03361,2019,5.1
03361,2020,5.9
03361,2021,6.1
03361,2022,4.8
03361,2023,4.9
03361,2024,5.3
