ags,year,hz
09271,2021,4632.6
09271,2022,6258.7
09271,2023,5698.4
09271,2024,5423.6
09272,2020,2566.3
09272,2021,2264.1
09272,2022,2796.6
09272,2023,3660.2
09272,2024,2895.1
09273,2020,2904.3
09273,2021,2373.8
09273,2022,2726.4
09273,2023,2667.4
09273,2024,2684.8
09274,2020,2411.0
09274,2021,2315.9
09274,2022,2258.3
09274,2023,2454.3
09274,2024,2460.6
09275,2020,3190.1
09275,2021,2962.5
09275,2022,3568.4
09275,2023,4251.1
09275,2024,3789.4
09276,2020,2960.9
09276,2021,2590.8
09276,2022,2883.0
09276,2023,3117.8
09276,2024,2655.0
09277,2020,3395.8
09277,2021,3301.3
09277,2022,3779.9
09277,2023,5447.8
09277,2024,4589.3
09278,2020,2573.2
09278,2021,2464.0
09278,2022,2622.1
09278,2023,2293.7
09278,2024,2301.4
09279,2020,2805.0
09279,2021,2743.6
09279,2022,3000.7
09279,2023,2802.4
09279,2024,2918.8
09361,2020,5537.0
09361,2021,4953.4
09361,2022,5481.7
09361,2023,5506.2
09361,2024,5713.3
09362,2020,7958.5
09362,2021,7231.9
09362,2022,9470.4
09362,2023,10650.8
09362,2024,10010.4
09363,2020,6625.6
09363,2021,6444.1
09363,2022,7185.9
09363,2023,6831.3
09363,2024,6483.6
09371,2020,2373.6
09371,2021,2257.3
09371,2022,2191.2
09371,2023,2217.6
09371,2024,2128.2
09372,2020,3020.4
09372,2021,2725.3
09372,2022,3688.0
09372,2023,3795.9
09372,2024,3585.7
09373,2020,2403.9
09373,2021,2339.1
09373,2022,2479.8
09373,2023,2644.7
09373,2024,2861.5
09374,2020,3766.0
09374,2021,4052.0
09374,2022,5051.8
09374,2023,4905.5
09374,2024,4848.8
09375,2020,2260.5
09375,2021,2001.8
09375,2022,2346.0
09375,2023,2361.2
09375,2024,2352.9
09376,2020,3616.6
09376,2021,3152.7
09376,2022,3414.7
09376,2023,3341.2
09376,2024,3265.0
09377,2020,3626.8
09377,2021,3241.5
09377,2022,4069.9
09377,2023,4377.0
09377,2024,4339.4
09461,2020,10165.0
09461,2021,10273.4
09461,2022,15038.1
09461,2023,11095.3
09461,2024,17168.1
09462,2020,6397.2
09462,2021,6305.4
09462,2022,6995.1
09462,2023,6825.0
09462,2024,6810.9
09463,2020,6724.8
09463,2021,5513.9
09463,2022,7107.8
09463,2023,6670.3
09463,2024,6705.5
09464,2020,9922.5
09464,2021,8082.3
09464,2022,8152.9
09464,2023,8603.4
09464,2024,7878.0
09471,2020,2627.7
09471,2021,2372.9
09471,2022,2649.3
09471,2023,2498.0
09471,2024,2491.6
09472,2020,3266.3
09472,2021,2665.9
09472,2022,2977.4
09472,2023,2575.9
09472,2024,3000.9
09473,2020,3058.3
09473,2021,2758.4
09473,2022,3108.2
09473,2023,2970.0
09473,2024,3043.1
09474,2020,3005.1
09474,2021,2699.0
09474,2022,2594.4
09474,2023,2385.8
09474,2024,2959.1
09475,2020,5433.5
09475,2021,4386.3
09475,2022,4825.0
09475,2023,4903.3
09475,2024,4868.6
09476,2020,3868.6
09476,2021,2991.5
09476,2022,3424.1
09476,2023,3003.3
09476,2024,3319.5
09477,2020,3940.4
09477,2021,3872.4
09477,2022,4305.5
09477,2023,3431.8
09477,2024,3937.2
09478,2020,4074.8
09478,2021,3731.9
09478,2022,3894.2
09478,2023,3806.7
09478,2024,3532.4
09479,2020,5762.9
09479,2021,5075.4
09479,2022,6131.6
09479,2023,6207.8
09479,2024,5878.0
09561,2020,7364.0
09561,2021,5978.7
09561,2022,7116.8
09561,2023,7181.3
09561,2024,6886.6
09562,2020,4797.0
09562,2021,4703.5
09562,2022,5382.6
09562,2023,5607.3
09562,2024,4701.1
09563,2020,4172.1
09563,2021,3938.5
09563,2022,4014.0
09563,2023,4705.1
09563,2024,4652.6
09564,2020,7269.5
09564,2021,6585.7
09564,2022,7619.0
09564,2023,7808.0
09564,2024,7071.9
09565,2020,3591.9
09565,2021,3086.0
09565,2022,3942.1
09565,2023,3825.2
09565,2024,3400.5
09571,2020,2797.5
09571,2021,2503.3
09571,2022,2807.1
09571,2023,2845.4
09571,2024,2638.0
09572,2020,2378.7
09572,2021,2264.2
09572,2022,2397.3
09572,2023,2484.5
09572,2024,2319.9
09573,2020,2890.9
09573,2021,3318.6
09573,2022,3735.2
09573,2023,4787.2
09573,2024,4285.9
09574,2020,2852.0
09574,2021,2788.9
09574,2022,2976.8
09574,2023,2902.2
09574,2024,2841.7
09575,2020,2497.7
09575,2021,2286.9
09575,2022,2626.0
09575,2023,2814.1
09575,2024,2590.6
09576,2020,2546.8
09576,2021,2429.1
09576,2022,2661.5
09576,2023,2690.9
09576,2024,2412.1
09577,2020,3457.0
09577,2021,3059.4
09577,2022,3290.3
09577,2023,3266.1
09577,2024,3266.1
09661,2020,7298.4
09661,2021,5845.5
09661,2022,6695.1
09661,2023,7777.0
09661,2024,7128.5
09662,2020,8527.7
09662,2021,6712.4
09662,2022,7793.2
09662,2023,8676.7
09662,2024,9108.6
09663,2020,7142.7
09663,2021,6201.5
09663,2022,7533.1
09663,2023,8389.8
09663,2024,8144.4
09671,2020,2393.8
09671,2021,2095.5
09671,2022,2114.1
09671,2023,2257.6
09671,2024,2484.0
09672,2020,3435.9
09672,2021,2982.5
09672,2022,3379.3
09672,2023,3446.6
09672,2024,3300.2
09673,2020,2949.7
09673,2021,2443.7
09673,2022,2539.8
09673,2023,3029.6
09673,2024,3100.8
09674,2020,2933.0
09674,2021,2608.1
09674,2022,3083.6
09674,2023,3420.6
09674,2024,3121.7
09675,2020,3913.1
09675,2021,3170.3
09675,2022,3942.2
09675,2023,4119.2
09675,2024,3758.9
09676,2020,3019.2
09676,2021,2649.5
09676,2022,2735.6
09676,2023,2661.8
09676,2024,2588.8
09677,2020,2408.9
09677,2021,2337.7
09677,2022,2737.4
09677,2023,2639.0
09677,2024,2844.7
09678,2020,3210.2
09678,2021,4236.8
09678,2022,5532.4
09678,2023,5761.1
09678,2024,5488.4
09679,2020,2333.9
09679,2021,2118.7
09679,2022,2213.0
09679,2023,2170.7
09679,2024,2270.0
09761,2020,6877.4
09761,2021,6158.6
09761,2022,7078.8
09761,2023,7473.3
09761,2024,7399.7
09762,2020,5013.7
09762,2021,4500.5
09762,2022,4827.3
09762,2023,4120.8
09762,2024,4145.8
09763,2020,5294.2
09763,2021,5066.7
09763,2022,5527.6
09763,2023,5795.4
09763,2024,5601.1
09764,2020,6009.1
09764,2021,5108.2
09764,2022,5970.3
09764,2023,5750.5
09764,2024,5916.3
09771,2020,2441.8
09771,2021,2183.3
09771,2022,2489.3
09771,2023,2568.2
09771,2024,2452.5
09772,2020,2729.3
09772,2021,2531.1
09772,2022,2611.8
09772,2023,2669.3
09772,2024,2724.4
09773,2020,2567.3
09773,2021,2448.2
09773,2022,2859.6
09773,2023,2962.4
09773,2024,2897.2
09774,2020,3906.3
09774,2021,3440.3
09774,2022,3721.7
09774,2023,3656.8
09774,2024,3579.1
09775,2020,4678.5
09775,2021,3998.3
09775,2022,4098.6
09775,2023,4032.1
09775,2024,4005.8
09776,2020,5624.5
09776,2021,5095.9
09776,2022,6076.8
09776,2023,6254.7
09776,2024,5644.3
09777,2020,3055.6
09777,2021,2993.5
09777,2022,2946.2
09777,2023,2960.6
09777,2024,2885.1
09778,2020,3160.2
09778,2021,2526.6
09778,2022,3306.4
09778,2023,3569.7
09778,2024,3466.7
09779,2020,2798.6
09779,2021,2940.7
09779,2022,3215.1
09779,2023,3039.3
09779,2024,3265.6
09780,2020,2834.5
09780,2021,2514.9
09780,2022,2755.7
09780,2023,2495.9
09780,2024,2702.8
10041,2020,9058.9
10041,2021,7655.5
10041,2022,9141.0
10041,2023,9762.5
10041,2024,8792.9
10042,2020,5639.1
10042,2021,4741.4
10042,2022,4959.1
10042,2023,5114.7
10042,2024,4555.7
10043,2020,5774.4
10043,2021,5155.1
10043,2022,6381.5
10043,2023,6650.9
10043,2024,5798.7
10044,2020,6298.4
10044,2021,5743.5
10044,2022,6885.7
10044,2023,7011.5
10044,2024,6069.1
10045,2020,4867.9
10045,2021,4387.4
10045,2022,5084.4
10045,2023,5292.8
10045,2024,4457.4
10046,2020,3366.4
10046,2021,3320.7
10046,2022,3964.3
10046,2023,4178.6
10046,2024,4039.5
11000,2020,13738.7
11000,2021,13158.2
11000,2022,14135.3
11000,2023,14291.9
11000,2024,14718.5
12051,2020,9892.8
12051,2021,9322.6
12051,2022,9672.8
12051,2023,9266.5
12051,2024,8553.0
12052,2020,8752.2
12052,2021,8589.3
12052,2022,8800.4
12052,2023,10905.9
12052,2024,10653.3
12053,2020,9513.3
12053,2021,11051.5
12053,2022,17830.2
12053,2023,19218.6
12053,2024,18165.3
12054,2020,7515.5
12054,2021,7070.9
12054,2022,6942.2
12054,2023,6764.5
12054,2024,6692.2
12060,2020,6163.2
12060,2021,5567.3
12060,2022,5674.8
12060,2023,7050.3
12060,2024,5693.1
12061,2020,8084.1
12061,2021,7967.0
12061,2022,9573.2
12061,2023,10875.7
12061,2024,10731.6
12062,2020,5100.8
12062,2021,5272.8
12062,2022,4733.0
12062,2023,5513.3
12062,2024,5193.9
12063,2020,5570.7
12063,2021,5250.4
12063,2022,5430.2
12063,2023,5372.8
12063,2024,5317.0
12064,2020,5824.2
12064,2021,6079.3
12064,2022,6000.6
12064,2023,5273.3
12064,2024,5714.8
12065,2020,5649.2
12065,2021,5648.5
12065,2022,5675.8
12065,2023,6105.2
12065,2024,5285.6
12066,2020,6029.9
12066,2021,5580.5
12066,2022,5741.1
12066,2023,6085.2
12066,2024,5038.1
12067,2020,6536.8
12067,2021,6365.6
12067,2022,6544.7
12067,2023,7068.5
12067,2024,6548.0
12068,2020,7227.3
12068,2021,7262.6
12068,2022,7100.1
12068,2023,8797.3
12068,2024,7191.2
12069,2020,4702.5
12069,2021,4491.8
12069,2022,4773.6
12069,2023,4595.9
12069,2024,4891.9
12070,2020,5751.2
12070,2021,5682.3
12070,2022,6272.0
12070,2023,6593.5
12070,2024,6189.3
12071,2020,5641.9
12071,2021,5593.3
12071,2022,7244.9
12071,2023,8609.4
12071,2024,10671.0
12072,2020,5917.2
12072,2021,5607.6
12072,2022,5832.7
12072,2023,5773.6
12072,2024,5681.4
12073,2020,6790.4
12073,2021,6065.1
12073,2022,6434.5
12073,2023,7976.6
12073,2024,6986.6
13003,2020,8984.1
13003,2021,8983.5
13003,2022,8632.4
13003,2023,8953.4
13003,2024,8698.3
13004,2020,10850.7
13004,2021,9333.8
13004,2022,9522.7
13004,2023,11583.6
13004,2024,12446.6
13071,2020,5869.2
13071,2021,5420.5
13071,2022,5930.3
13071,2023,6346.3
13071,2024,6271.6
13072,2020,5084.5
13072,2021,4880.9
13072,2022,4761.8
13072,2023,4939.2
13072,2024,4640.3
13073,2020,6960.3
13073,2021,6856.8
13073,2022,6783.1
13073,2023,6576.2
13073,2024,7177.1
13074,2020,6146.0
13074,2021,5794.0
13074,2022,6164.1
13074,2023,6022.9
13074,2024,5738.7
13075,2020,5640.4
13075,2021,6319.6
13075,2022,6346.1
13075,2023,6691.2
13075,2024,7396.3
13076,2020,5298.9
13076,2021,5133.5
13076,2022,5802.3
13076,2023,6048.7
13076,2024,5302.5
14511,2020,8665.9
14511,2021,8254.1
14511,2022,8261.5
14511,2023,8994.9
14511,2024,8877.0
14521,2020,3325.9
14521,2021,3008.3
14521,2022,3059.7
14521,2023,3538.4
14521,2024,3530.0
14522,2020,3993.1
14522,2021,3544.3
14522,2022,3660.5
14522,2023,4053.0
14522,2024,4155.9
14523,2020,5119.5
14523,2021,4865.5
14523,2022,4794.1
14523,2023,5362.3
14523,2024,5337.2
14524,2020,5000.9
14524,2021,4524.8
14524,2022,4374.7
14524,2023,4709.5
14524,2024,4883.4
14612,2020,8787.9
14612,2021,7368.9
14612,2022,8485.3
14612,2023,9199.4
14612,2024,8903.6
14625,2020,4827.2
14625,2021,4631.4
14625,2022,5042.4
14625,2023,5002.2
14625,2024,5133.6
14626,2020,7463.8
14626,2021,7349.6
14626,2022,8898.7
14626,2023,12508.4
14626,2024,13668.0
14627,2020,4769.6
14627,2021,4331.6
14627,2022,4325.6
14627,2023,4898.4
14627,2024,5073.5
14628,2020,4368.3
14628,2021,4086.7
14628,2022,6167.0
14628,2023,7781.4
14628,2024,7374.1
14713,2020,11578.5
14713,2021,10712.1
14713,2022,11049.5
14713,2023,11098.5
14713,2024,11346.5
14729,2020,5367.7
14729,2021,4523.9
14729,2022,5169.4
14729,2023,4874.3
14729,2024,5172.9
14730,2020,6598.5
14730,2021,5549.4
14730,2022,6047.2
14730,2023,6324.6
14730,2024,6476.3
15001,2020,9411.6
15001,2021,9539.5
15001,2022,8353.8
15001,2023,8219.2
15001,2024,9505.4
15002,2020,12183.3
15002,2021,11576.7
15002,2022,11265.2
15002,2023,12701.4
15002,2024,12483.4
15003,2020,10562.6
15003,2021,9876.4
15003,2022,11572.1
15003,2023,13507.5
15003,2024,11591.4
15081,2020,5409.2
15081,2021,5035.9
15081,2022,5398.5
15081,2023,5465.9
15081,2024,5845.5
15082,2020,7169.1
15082,2021,7248.6
15082,2022,7052.6
15082,2023,6763.1
15082,2024,7146.2
15083,2020,5517.7
15083,2021,5272.4
15083,2022,5568.3
15083,2023,5841.5
15083,2024,5647.3
15084,2020,7231.9
15084,2021,6571.9
15084,2022,6653.3
15084,2023,7115.8
15084,2024,6642.0
15085,2020,6875.9
15085,2021,6176.1
15085,2022,6258.2
15085,2023,7164.1
15085,2024,8415.8
15086,2020,6413.7
15086,2021,6842.1
15086,2022,7033.4
15086,2023,7126.4
15086,2024,7167.3
15087,2020,6829.6
15087,2021,5811.2
15087,2022,6189.7
15087,2023,6181.0
15087,2024,6104.7
15088,2020,6247.6
15088,2021,6040.9
15088,2022,5956.3
15088,2023,6280.8
15088,2024,6905.1
15089,2020,6101.3
15089,2021,5681.8
15089,2022,6098.3
15089,2023,6391.5
15089,2024,6406.6
15090,2020,5926.8
15090,2021,6290.4
15090,2022,7113.7
15090,2023,7428.5
15090,2024,7705.6
15091,2020,7073.1
15091,2021,6504.0
15091,2022,6302.9
15091,2023,6457.4
15091,2024,6424.0
16051,2020,10910.3
16051,2021,9549.3
16051,2022,9210.8
16051,2023,11677.5
16051,2024,12400.0
16052,2020,10861.7
16052,2021,10364.1
16052,2022,10767.4
16052,2023,11283.3
16052,2024,11726.8
16053,2020,6039.0
16053,2021,5978.5
16053,2022,6153.7
16053,2023,7215.5
16053,2024,7120.5
16054,2020,12465.7
16054,2021,11141.6
16054,2022,13296.7
16054,2023,16968.8
16054,2024,16107.1
16055,2020,9555.7
16055,2021,7517.9
16055,2022,7769.7
16055,2023,8712.3
16055,2024,10278.0
16056,2020,8336.1
16056,2021,7198.0
16061,2020,4736.7
16061,2021,4615.8
16061,2022,5069.3
16061,2023,5280.2
16061,2024,5176.3
16062,2020,6893.2
16062,2021,6387.6
16062,2022,6501.6
16062,2023,6605.7
16062,2024,6884.5
16063,2020,3667.2
16063,2021,3323.0
16063,2022,5257.4
16063,2023,5110.3
16063,2024,5128.1
16064,2020,6323.9
16064,2021,6027.7
16064,2022,5938.6
16064,2023,7358.0
16064,2024,7651.0
16065,2020,6296.8
16065,2021,6441.6
16065,2022,6444.3
16065,2023,6739.0
16065,2024,6763.1
16066,2020,4776.0
16066,2021,4173.3
16066,2022,4935.8
16066,2023,4987.9
16066,2024,5271.1
16067,2020,5805.4
16067,2021,5359.6
16067,2022,5688.0
16067,2023,5730.7
16067,2024,6186.2
16068,2020,5002.4
16068,2021,4937.3
16068,2022,5126.8
16068,2023,5273.8
16068,2024,4950.9
16069,2020,4036.6
16069,2021,3927.8
16069,2022,4968.7
16069,2023,4550.6
16069,2024,4354.8
16070,2020,5905.9
16070,2021,4767.7
16070,2022,5776.0
16070,2023,5622.0
16070,2024,6036.3
16071,2020,5613.7
16071,2021,5088.0
16071,2022,5099.7
16071,2023,5450.9
16071,2024,5397.7
16072,2020,6043.3
16072,2021,6372.3
16072,2022,5801.4
16072,2023,6568.6
16072,2024,6788.9
16073,2020,5490.4
16073,2021,5567.9
16073,2022,5157.0
16073,2023,5959.0
16073,2024,6179.3
16074,2020,6102.5
16074,2021,6109.9
16074,2022,5524.0
16074,2023,5816.1
16074,2024,6481.4
16075,2020,5159.9
16075,2021,5276.8
16075,2022,5700.4
16075,2023,6880.7
16075,2024,7137.3
16076,2020,4117.1
16076,2021,4189.6
16076,2022,4688.8
16076,2023,5169.1
16076,2024,4907.5
16077,2020,5356.1
16077,2021,4619.9
16077,2022,5049.7
16077,2023,5479.4
16077,2024,6383.9
