ags,year,registrations_per_10k
09273,2023,85.8
09273,2024,81.9
09273,2025,87.9
07316,2008,91.5
07316,2009,80
07316,2010,89.4
07316,2011,101
07316,2012,85.7
07316,2013,89.8
07316,2014,84.8
07316,2015,87.9
07316,2016,70.8
07316,2017,77
07316,2018,84.5
07316,2019,76.1
07316,2020,83.9
07316,2021,75.3
07316,2022,78.8
07316,2023,81
07316,2024,82.2
07316,2025,81.1
03357,2008,82.4
03357,2009,89.1
03357,2010,93.7
03357,2011,84.2
03357,2012,77.2
03357,2013,70
03357,2014,75.9
03357,2015,73.9
03357,2016,64
03357,2017,66.7
03357,2018,69
03357,2019,70.9
03357,2020,71
03357,2021,81.5
03357,2022,78.2
03357,2023,80.7
03357,2024,80.8
03357,2025,88.1
05117,2008,85.9
05117,2009,66.7
05117,2010,64.7
05117,2011,90.5
05117,2012,80.2
05117,2013,78.8
05117,2014,74.5
05117,2015,72.5
05117,2016,71
05117,2017,69.3
05117,2018,72.4
05117,2019,72.6
05117,2020,66.5
05117,2021,68.1
05117,2022,66.2
05117,2023,68.8
05117,2024,71.1
05117,2025,77.2
09371,2008,75.7
09371,2009,73.6
09371,2010,77.6
09371,2011,74.1
09371,2012,75.1
09371,2013,60.7
09371,2014,65
09371,2015,70.8
09371,2016,63.4
09371,2017,64.6
09371,2018,59.3
09371,2019,60.1
09371,2020,66.3
09371,2021,71.5
09371,2022,66.6
09371,2023,66.1
09371,2024,70.9
09371,2025,69
07339,2008,103.3
07339,2009,100.3
07339,2010,98.3
07339,2011,94
07339,2012,92.6
07339,2013,86.3
07339,2014,85.4
07339,2015,82.6
07339,2016,82.4
07339,2017,79
07339,2018,76.2
07339,2019,73.9
07339,2020,75.3
07339,2021,73.5
07339,2022,70.9
07339,2023,82.5
07339,2024,83.3
07339,2025,85.1
07233,2008,84.8
07233,2009,105.1
07233,2010,99.6
07233,2011,71.5
07233,2012,61.5
07233,2013,61.6
07233,2014,77.5
07233,2015,79.3
07233,2016,76.7
07233,2017,60.3
07233,2018,76.3
07233,2019,74.9
07233,2020,66.4
07233,2021,69.7
07233,2022,58.2
07233,2023,71
07233,2024,78.1
07233,2025,76.1
01059,2008,104.9
01059,2009,111.1
01059,2010,117.8
01059,2011,91.8
01059,2012,79.7
01059,2013,84.1
01059,2014,81
01059,2015,82
01059,2016,80.9
01059,2017,80
01059,2018,77.9
01059,2019,80.6
01059,2020,77.9
01059,2021,87.8
01059,2022,81.5
01059,2023,83.4
01059,2024,85.3
01059,2025,86.8
09175,2008,126.9
09175,2009,131.7
09175,2010,136.2
09175,2011,138.5
09175,2012,127.3
09175,2013,122.6
09175,2014,115.5
09175,2015,102.8
09175,2016,107.1
09175,2017,102.1
09175,2018,96.3
09175,2019,102.3
09175,2020,94
09175,2021,103.1
09175,2022,93
09175,2023,101.6
09175,2024,96.6
09175,2025,100.5
06413,2008,234.7
06413,2009,259
06413,2010,306.8
06413,2011,332.5
06413,2012,304.7
06413,2013,311.3
06413,2014,175.4
06413,2015,177.8
06413,2016,168.7
06413,2017,165.7
06413,2018,147.6
06413,2019,103.6
06413,2020,110
06413,2021,113.7
06413,2022,118.2
06413,2023,128.8
06413,2024,136.7
06413,2025,139.8
01051,2008,101.8
01051,2009,108.6
01051,2010,117.3
01051,2011,94.7
01051,2012,88.4
01051,2013,77.8
01051,2014,84.6
01051,2015,76.9
01051,2016,68.4
01051,2017,71.6
01051,2018,70.9
01051,2019,72.8
01051,2020,67
01051,2021,77.8
01051,2022,80
01051,2023,76.7
01051,2024,82.5
01051,2025,85.8
09674,2008,71.7
09674,2009,77.5
09674,2010,75.7
09674,2011,67.3
09674,2012,63.2
09674,2013,66.4
09674,2014,60.4
09674,2015,67
09674,2016,60.7
09674,2017,59.1
09674,2018,68.7
09674,2019,61.3
09674,2020,72.7
09674,2021,77.8
09674,2022,66
09674,2023,70.8
09674,2024,72.1
09674,2025,82.7
07314,2008,90.7
07314,2009,97.4
07314,2010,115.6
07314,2011,106.2
07314,2012,94.5
07314,2013,79.7
07314,2014,71.8
07314,2015,68.3
07314,2016,55.3
07314,2017,63.6
07314,2018,61.1
07314,2019,64.7
07314,2020,62.4
07314,2021,64.1
07314,2022,67.8
07314,2023,81.9
07314,2024,73.7
07314,2025,77.6
03252,2008,80.2
03252,2009,83.4
03252,2010,83.5
03252,2011,81.7
03252,2012,66.6
03252,2013,75.9
03252,2014,68.9
03252,2015,61.8
03252,2016,57.5
03252,2017,62.7
03252,2018,64.1
03252,2019,67
03252,2020,68.1
03252,2021,73
03252,2022,67.2
03252,2023,72
03252,2024,72.8
03252,2025,74.3
08135,2008,68.7
08135,2009,76.5
08135,2010,73.2
08135,2011,74.2
08135,2012,65.9
08135,2013,77.6
08135,2014,63.5
08135,2015,69.8
08135,2016,57.3
08135,2017,65.1
08135,2018,60.9
08135,2019,65.5
08135,2020,64.1
08135,2021,69.7
08135,2022,71.5
08135,2023,71.7
08135,2024,69.1
08135,2025,75.2
05554,2008,87.3
05554,2009,110.4
05554,2010,106.4
05554,2011,73.6
05554,2012,68.9
05554,2013,63.1
05554,2014,65.4
05554,2015,64.7
05554,2016,61.6
05554,2017,63.7
05554,2018,63.6
05554,2019,66.7
05554,2020,71.3
05554,2021,71.7
05554,2022,70.6
05554,2023,74.5
05554,2024,74.6
05554,2025,75.8
09773,2008,91.9
09773,2009,94.2
09773,2010,98.6
09773,2011,76.5
09773,2012,73.3
09773,2013,63
09773,2014,64.7
09773,2015,70
09773,2016,61.5
09773,2017,68.7
09773,2018,61.3
09773,2019,68.5
09773,2020,66.2
09773,2021,72.9
09773,2022,66.2
09773,2023,74
09773,2024,77
09773,2025,76.4
05166,2008,107.4
05166,2009,117.7
05166,2010,116.4
05166,2011,105.9
05166,2012,101.4
05166,2013,103.2
05166,2014,102.5
05166,2015,99.3
05166,2016,101.5
05166,2017,104.2
05166,2018,87.7
05166,2019,91.2
05166,2020,85.3
05166,2021,86.8
05166,2022,82.6
05166,2023,87.1
05166,2024,83.8
05166,2025,90.2
08111,2008,87.7
08111,2009,85.8
08111,2010,87.8
08111,2011,83.4
08111,2012,79
08111,2013,83.4
08111,2014,79.5
08111,2015,79.1
08111,2016,74
08111,2017,67.9
08111,2018,67.8
08111,2019,65.1
08111,2020,58.2
08111,2021,71.3
08111,2022,68.8
08111,2023,67.3
08111,2024,63.9
08111,2025,69.9
09375,2008,89.1
09375,2009,97.5
09375,2010,96
09375,2011,92.1
09375,2012,76.8
09375,2013,81.7
09375,2014,82.3
09375,2015,80.7
09375,2016,72.8
09375,2017,71.4
09375,2018,69.3
09375,2019,78.3
09375,2020,69
09375,2021,65.2
09375,2022,67.2
09375,2023,85.8
09375,2024,86.9
09375,2025,78.2
07313,2008,100.2
07313,2009,95.3
07313,2010,99.7
07313,2011,99.7
07313,2012,78.7
07313,2013,78.2
07313,2014,70.2
07313,2015,71.5
07313,2016,77.7
07313,2017,63.5
07313,2018,64.8
07313,2019,65.4
07313,2020,52.6
07313,2021,75
07313,2022,70.7
07313,2023,90.9
07313,2024,91.3
07313,2025,92.7
07317,2009,93
07317,2010,87.5
07317,2011,91.1
07317,2012,88.7
07317,2013,94.3
07317,2014,86.1
07317,2015,82.6
07317,2016,84.7
07317,2017,64.2
07317,2018,76.8
07317,2019,84.3
07317,2020,66.4
07317,2021,68.1
07317,2022,76.7
07317,2023,85.9
07317,2024,89.5
07317,2025,86.7
05366,2008,98.1
05366,2009,101.3
05366,2010,100.3
05366,2011,92.8
05366,2012,93.4
05366,2013,84.6
05366,2014,90.4
05366,2015,85.4
05366,2016,88.1
05366,2017,88.2
05366,2018,86.4
05366,2019,85.2
05366,2020,85
05366,2021,85.8
05366,2022,95.4
05366,2023,89.5
05366,2024,86.2
05366,2025,90.7
03159,2016,53.5
03159,2017,49
03159,2018,51
03159,2019,51.9
03159,2020,53.2
03159,2021,57
03159,2022,55
03159,2023,56.3
03159,2024,59.6
03159,2025,64.6
06633,2008,84.5
06633,2009,83.4
06633,2010,80.8
06633,2011,69.2
06633,2012,61.9
06633,2013,63.2
06633,2014,60.7
06633,2015,61.1
06633,2016,62
06633,2017,61.2
06633,2018,61.4
06633,2019,62.2
06633,2020,66.4
06633,2021,70.5
06633,2022,75.6
06633,2023,75.7
06633,2024,74.5
06633,2025,78.1
08311,2008,90.6
08311,2009,86.8
08311,2010,88.3
08311,2011,91.9
08311,2012,87.9
08311,2013,81.8
08311,2014,84.7
08311,2015,77.3
08311,2016,71.5
08311,2017,67.7
08311,2018,66.1
08311,2019,64.1
08311,2020,64.6
08311,2021,66.2
08311,2022,64.2
08311,2023,74.6
08311,2024,67.5
08311,2025,75.8
09778,2008,98.1
09778,2009,102.9
09778,2010,110
09778,2011,106.6
09778,2012,92.8
09778,2013,87
09778,2014,93.3
09778,2015,81.2
09778,2016,82.4
09778,2017,79.3
09778,2018,74.9
09778,2019,79.1
09778,2020,87.1
09778,2021,95.6
09778,2022,97.6
09778,2023,87.7
09778,2024,94.3
09778,2025,95.9
09173,2008,136.3
09173,2009,140.4
09173,2010,128.8
09173,2011,145.3
09173,2012,130.2
09173,2013,128.3
09173,2014,123.6
09173,2015,113.3
09173,2016,99
09173,2017,103.9
09173,2018,104.8
09173,2019,101.4
09173,2020,109.2
09173,2021,96.6
09173,2022,104.8
09173,2023,94.3
09173,2024,95.1
09173,2025,106.8
08231,2008,89.2
08231,2009,97.8
08231,2010,99.1
08231,2011,104
08231,2012,102.7
08231,2013,107.5
08231,2014,94
08231,2015,99.4
08231,2016,84.5
08231,2017,78.8
08231,2018,72
08231,2019,73.2
08231,2020,71.7
08231,2021,83.8
08231,2022,80.8
08231,2023,86.7
08231,2024,89.3
08231,2025,89.6
09162,2008,144.9
09162,2009,152.3
09162,2010,152.6
09162,2011,151.6
09162,2012,136.2
09162,2013,131.8
09162,2014,116.2
09162,2015,109.6
09162,2016,92.7
09162,2017,83.2
09162,2018,82.5
09162,2019,68.9
09162,2020,92
09162,2021,85
09162,2022,61.8
09162,2023,82.8
09162,2024,80
09162,2025,98.5
03359,2008,87.6
03359,2009,87
03359,2010,92.8
03359,2011,95.1
03359,2012,86.7
03359,2013,87.3
03359,2014,80.2
03359,2015,78.5
03359,2016,70.2
03359,2017,69.3
03359,2018,75.4
03359,2019,71.8
03359,2020,78.6
03359,2021,88.1
03359,2022,82.7
03359,2023,82.3
03359,2024,82.3
03359,2025,85.7
01054,2008,111.7
01054,2009,129.5
01054,2010,129.6
01054,2011,100.4
01054,2012,93.2
01054,2013,84.6
01054,2014,95.4
01054,2015,91.6
01054,2016,85.7
01054,2017,93.9
01054,2018,88.2
01054,2019,94.1
01054,2020,95.8
01054,2021,105.3
01054,2022,92.3
01054,2023,93.3
01054,2024,94.6
01054,2025,94.8
06433,2008,113.9
06433,2009,117.3
06433,2010,126.3
06433,2011,126.1
06433,2012,123.4
06433,2013,119.1
06433,2014,105.9
06433,2015,100.3
06433,2016,97.2
06433,2017,91.8
06433,2018,95.2
06433,2019,94.8
06433,2020,92.8
06433,2021,96.8
06433,2022,99.7
06433,2023,102.9
06433,2024,96.3
06433,2025,102
09479,2008,76.2
09479,2009,74.4
09479,2010,68.8
09479,2011,60.2
09479,2012,55.6
09479,2013,61.7
09479,2014,60.7
09479,2015,56.9
09479,2016,61.2
09479,2017,60.9
09479,2018,61.5
09479,2019,62
09479,2020,68.7
09479,2021,68.2
09479,2022,63.1
09479,2023,64.4
09479,2024,69
09479,2025,74.1
06434,2008,125.1
06434,2009,125.9
06434,2010,133.4
06434,2011,129.1
06434,2012,126.5
06434,2013,118.8
06434,2014,111.1
06434,2015,108.4
06434,2016,102.3
06434,2017,100
06434,2018,98
06434,2019,98.8
06434,2020,101.4
06434,2021,103.8
06434,2022,97.5
06434,2023,105.6
06434,2024,96.1
06434,2025,103.8
07340,2008,78.7
07340,2009,76
07340,2010,70
07340,2011,66.1
07340,2012,59
07340,2013,68.3
07340,2014,60.7
07340,2015,62.1
07340,2016,62
07340,2017,60.6
07340,2018,58.6
07340,2019,60.3
07340,2020,65.2
07340,2021,71.4
07340,2022,60.8
07340,2023,71.2
07340,2024,62.3
07340,2025,68.9
08115,2008,93.5
08115,2009,93.7
08115,2010,98.4
08115,2011,98.9
08115,2012,91
08115,2013,86.3
08115,2014,86.4
08115,2015,84.4
08115,2016,74.2
08115,2017,72
08115,2018,70.9
08115,2019,73.6
08115,2020,80.3
08115,2021,86.3
08115,2022,79.7
08115,2023,81
08115,2024,82.6
08115,2025,94
09373,2008,92.5
09373,2009,89.5
09373,2010,89.5
09373,2011,81
09373,2012,73.9
09373,2013,72.8
09373,2014,71.5
09373,2015,72.9
09373,2016,70.7
09373,2017,69.8
09373,2018,71
09373,2019,71.8
09373,2020,75.4
09373,2021,78.4
09373,2022,80.1
09373,2023,75.8
09373,2024,74.9
09373,2025,75.4
09279,2008,100.2
09279,2009,86
09279,2010,89.3
09279,2011,89.2
09279,2012,74.7
09279,2013,71.7
09279,2014,65.5
09279,2015,69.4
09279,2016,64.6
09279,2017,67.8
09279,2018,74.6
09279,2019,72.1
09279,2020,81
09279,2021,83.8
09279,2022,74.7
09279,2023,81.8
09279,2024,80
09279,2025,71.2
08126,2008,70.3
08126,2009,69.9
08126,2010,74.1
08126,2011,64.8
08126,2012,61.9
08126,2013,64.5
08126,2014,62.9
08126,2015,57.4
08126,2016,63
08126,2017,63.4
08126,2018,60.7
08126,2019,60.4
08126,2020,66.4
08126,2021,73.1
08126,2022,77.1
08126,2023,79.4
08126,2024,75.2
08126,2025,88.8
09362,2008,100.6
09362,2009,91.9
09362,2010,93.3
09362,2011,86.9
09362,2012,88.6
09362,2013,89.2
09362,2014,99.2
09362,2015,88.1
09362,2016,76.8
09362,2017,76.4
09362,2018,75.3
09362,2019,84.5
09362,2020,69.2
09362,2021,86
09362,2022,83.1
09362,2023,102.2
09362,2024,89.1
09362,2025,100
09464,2008,94.9
09464,2009,93.2
09464,2010,88.8
09464,2011,92.8
09464,2012,75.5
09464,2013,74.6
09464,2014,75.6
09464,2015,73.5
09464,2016,64.1
09464,2017,52.9
09464,2018,53.8
09464,2019,63
09464,2020,59.3
09464,2021,66
09464,2022,60.4
09464,2023,59.2
09464,2024,56
09464,2025,77.9
08337,2008,69.9
08337,2009,73.4
08337,2010,70.8
08337,2011,71.2
08337,2012,64.2
08337,2013,68.2
08337,2014,64.3
08337,2015,62
08337,2016,62.8
08337,2017,64
08337,2018,60.1
08337,2019,67.2
08337,2020,73.1
08337,2021,83.6
08337,2022,72.7
08337,2023,73
08337,2024,71.1
08337,2025,77.7
09677,2008,72.5
09677,2009,84.5
09677,2010,85.6
09677,2011,82.6
09677,2012,62.8
09677,2013,69.9
09677,2014,61.6
09677,2015,64.4
09677,2016,62.4
09677,2017,68.6
09677,2018,62.1
09677,2019,66.8
09677,2020,69.2
09677,2021,75.2
09677,2022,61.9
09677,2023,51.9
09677,2024,58.4
09677,2025,72.6
09179,2008,129
09179,2009,122.8
09179,2010,128.8
09179,2011,130.7
09179,2012,115.6
09179,2013,115.8
09179,2014,106.8
09179,2015,103.8
09179,2016,97.1
09179,2017,95.9
09179,2018,92.6
09179,2019,91.8
09179,2020,95.1
09179,2021,95.9
09179,2022,94.1
09179,2023,92.2
09179,2024,88.8
09179,2025,90
08128,2008,78
08128,2009,70.8
08128,2010,70.9
08128,2011,60
08128,2012,60.8
08128,2013,54.9
08128,2014,55.7
08128,2015,54.4
08128,2016,57
08128,2017,54.4
08128,2018,59.1
08128,2019,57.2
08128,2020,67.3
08128,2021,69.6
08128,2022,66.4
08128,2023,73.8
08128,2024,73.4
08128,2025,78.2
09780,2008,98.8
09780,2009,103.7
09780,2010,103
09780,2011,102
09780,2012,96.2
09780,2013,78.5
09780,2014,92.5
09780,2015,79.1
09780,2016,83
09780,2017,73
09780,2018,76.7
09780,2019,62
09780,2020,60.3
09780,2021,58.8
09780,2022,85.8
09780,2023,89
09780,2024,91.4
09780,2025,99.3
05966,2008,64.5
05966,2009,83.8
05966,2010,76.1
05966,2011,68.9
05966,2012,59.7
05966,2013,62.8
05966,2014,62.5
05966,2015,64.4
05966,2016,64.6
05966,2017,62.4
05966,2018,61.3
05966,2019,64.2
05966,2020,65.8
05966,2021,73.9
05966,2022,67.9
05966,2023,68.3
05966,2024,78.3
05966,2025,82.6
09678,2008,59.5
09678,2009,73.7
09678,2010,81.7
09678,2011,72.7
09678,2012,66.2
09678,2013,67.2
09678,2014,64.4
09678,2015,61.8
09678,2016,56.4
09678,2017,59.3
09678,2018,62.2
09678,2019,71.8
09678,2020,71.9
09678,2021,80
09678,2022,77.5
09678,2023,80.4
09678,2024,72.5
09678,2025,68.5
08336,2008,71
08336,2009,75.2
08336,2010,75.1
08336,2011,69.1
08336,2012,60.6
08336,2013,66.9
08336,2014,62.8
08336,2015,63.6
08336,2016,55.9
08336,2017,62.1
08336,2018,62.2
08336,2019,62
08336,2020,61.9
08336,2021,69.4
08336,2022,68.8
08336,2023,66.8
08336,2024,64.4
08336,2025,70.6
05562,2008,75.9
05562,2009,77
05562,2010,76.3
05562,2011,73.7
05562,2012,65.5
05562,2013,70.1
05562,2014,69.2
05562,2015,71.4
05562,2016,67.5
05562,2017,65.5
05562,2018,65
05562,2019,66.2
05562,2020,60.2
05562,2021,67
05562,2022,67
05562,2023,72.6
05562,2024,72.6
05562,2025,75.4
07235,2008,70.7
07235,2009,72.2
07235,2010,71.4
07235,2011,64.6
07235,2012,60
07235,2013,62.1
07235,2014,59.1
07235,2015,58.8
07235,2016,56.7
07235,2017,51.1
07235,2018,51.6
07235,2019,51.6
07235,2020,47.8
07235,2021,59.8
07235,2022,48.7
07235,2023,58.1
07235,2024,57.8
07235,2025,59.9
05954,2008,79
05954,2009,83.1
05954,2010,80.4
05954,2011,75.9
05954,2012,71.2
05954,2013,75.7
05954,2014,74
05954,2015,69.8
05954,2016,71.5
05954,2017,68
05954,2018,65.1
05954,2019,62.8
05954,2020,65
05954,2021,69
05954,2022,72.1
05954,2023,74.2
05954,2024,75.9
05954,2025,82.2
09178,2008,124.6
09178,2009,129.7
09178,2010,134.3
09178,2011,115.6
09178,2012,111
09178,2013,99.1
09178,2014,101
09178,2015,100
09178,2016,91.6
09178,2017,93.4
09178,2018,88.3
09178,2019,93.2
09178,2020,99.4
09178,2021,98.9
09178,2022,93.6
09178,2023,85.9
09178,2024,91.1
09178,2025,97.7
09376,2008,82.8
09376,2009,94.3
09376,2010,91.5
09376,2011,79.9
09376,2012,76.6
09376,2013,78.8
09376,2014,70.4
09376,2015,71.3
09376,2016,79.6
09376,2017,71.6
09376,2018,76.5
09376,2019,73.7
09376,2020,77.3
09376,2021,86.8
09376,2022,70.1
09376,2023,74.4
09376,2024,80.7
09376,2025,79.3
07311,2008,84.8
07311,2009,102.1
07311,2010,94.3
07311,2011,95.9
07311,2012,89.7
07311,2013,76.3
07311,2014,77.6
07311,2015,78.1
07311,2016,66.5
07311,2017,67.1
07311,2018,72.6
07311,2019,69.9
07311,2020,63
07311,2021,75.1
07311,2022,63.2
07311,2023,67.8
07311,2024,81.5
07311,2025,81.4
07131,2008,108
07131,2009,107.6
07131,2010,101
07131,2011,99.4
07131,2012,89.1
07131,2013,92.5
07131,2014,91.6
07131,2015,92.5
07131,2016,89
07131,2017,84.2
07131,2018,85.1
07131,2019,84.4
07131,2020,81.4
07131,2021,84.1
07131,2022,82.5
07131,2023,90.1
07131,2024,81.6
07131,2025,87.9
05914,2008,71.8
05914,2009,73.7
05914,2010,67.5
05914,2011,71.2
05914,2012,61.9
05914,2013,70.5
05914,2014,70.8
05914,2015,62.4
05914,2016,60.2
05914,2017,60
05914,2018,57.8
05914,2019,63.3
05914,2020,66.6
05914,2021,67.3
05914,2022,69.5
05914,2023,71.6
05914,2024,65.8
05914,2025,72.4
03157,2008,82.5
03157,2009,83.6
03157,2010,81.1
03157,2011,71.3
03157,2012,70.9
03157,2013,72.9
03157,2014,64.9
03157,2015,69.7
03157,2016,63.3
03157,2017,60.7
03157,2018,66
03157,2019,63.4
03157,2020,63.8
03157,2021,76.9
03157,2022,73.7
03157,2023,69.4
03157,2024,70.1
03157,2025,69.1
04012,2008,91.5
04012,2009,103.1
04012,2010,101.7
04012,2011,110.4
04012,2012,101.9
04012,2013,109.7
04012,2014,99.1
04012,2015,103.5
04012,2016,71.1
04012,2018,86.5
04012,2019,68.1
04012,2020,76.1
04012,2021,83.1
04012,2022,78.5
04012,2023,87.2
04012,2024,84.7
04012,2025,80.7
03461,2008,72.1
03461,2009,92.2
03461,2010,89.8
03461,2011,72.4
03461,2012,63.9
03461,2013,70.1
03461,2014,66.4
03461,2015,62.2
03461,2016,56.1
03461,2017,62.5
03461,2018,64.8
03461,2019,64.3
03461,2020,74.1
03461,2021,77.4
03461,2022,72.6
03461,2023,70.3
03461,2024,76.5
03461,2025,83.2
09571,2008,74
09571,2009,79.8
09571,2010,75.8
09571,2011,65.2
09571,2012,56
09571,2013,56.4
09571,2014,56.7
09571,2015,56.8
09571,2016,61.8
09571,2017,65.9
09571,2018,65.4
09571,2019,65.2
09571,2020,55.3
09571,2021,57.9
09571,2022,64.3
09571,2023,68.4
09571,2024,74.5
09571,2025,79.9
05124,2008,93.4
05124,2009,88.8
05124,2010,98.4
05124,2011,104.8
05124,2012,91.3
05124,2013,109.3
05124,2014,104
05124,2015,99.6
05124,2016,91
05124,2017,85.5
05124,2018,77.8
05124,2019,85.7
05124,2020,78.6
05124,2021,89.8
05124,2022,81
05124,2023,79.7
05124,2024,77.1
05124,2025,86.4
03462,2008,83.1
03462,2009,80.5
03462,2010,78.2
03462,2011,77.2
03462,2012,63.2
03462,2013,65.4
03462,2014,66.9
03462,2015,73
03462,2016,69.8
03462,2017,68.1
03462,2018,65
03462,2019,66.8
03462,2020,80.5
03462,2021,72.8
03462,2022,87.2
03462,2023,82
03462,2024,86.8
03462,2025,86.6
09679,2008,84.6
09679,2009,85.4
09679,2010,95.5
09679,2011,85.9
09679,2012,78.6
09679,2013,75
09679,2014,84.3
09679,2015,77.8
09679,2016,70.7
09679,2017,74.3
09679,2018,72.7
09679,2019,72.6
09679,2020,66.8
09679,2021,74.9
09679,2022,77.2
09679,2023,79.9
09679,2024,75.6
09679,2025,85.2
05113,2008,102.8
05113,2009,97.3
05113,2010,102.3
05113,2011,105.6
05113,2012,92.6
05113,2013,97.7
05113,2014,95.5
05113,2015,90
05113,2016,91.6
05113,2017,90.6
05113,2018,86.7
05113,2019,86.9
05113,2020,79
05113,2021,83.5
05113,2022,80.9
05113,2023,70.5
05113,2024,86.9
05113,2025,127.7
06636,2008,78.1
06636,2009,69.8
06636,2010,68.5
06636,2011,54.2
06636,2012,47.4
06636,2013,53.9
06636,2014,59
06636,2015,49.4
06636,2016,54.6
06636,2017,54.6
06636,2018,51.9
06636,2019,51.1
06636,2020,54.8
06636,2021,62.7
06636,2022,65.7
06636,2023,66.3
06636,2024,68.3
06636,2025,71.1
08325,2008,80
08325,2009,93
08325,2010,91.8
08325,2011,86.3
08325,2012,74.4
08325,2013,75
08325,2014,67.7
08325,2015,66.8
08325,2016,65.5
08325,2017,64.1
08325,2018,70.8
08325,2019,69.6
08325,2020,72.3
08325,2021,80.2
08325,2022,84.3
08325,2023,80.8
08325,2024,83.9
08325,2025,88.2
03451,2008,88.4
03451,2009,96.5
03451,2010,98.6
03451,2011,87.7
03451,2012,76
03451,2013,75.8
03451,2014,74.9
03451,2015,78.6
03451,2016,75.3
03451,2017,73.3
03451,2018,75.1
03451,2019,75.6
03451,2020,71
03451,2021,81.9
03451,2022,78.4
03451,2023,85.2
03451,2024,80.3
03451,2025,82.7
03241001,2009,86.5
03241001,2010,90.8
03241001,2011,101.4
03241001,2012,90.2
03241001,2013,84
03241001,2014,85.7
03241001,2015,79.8
03241001,2016,72.1
03241001,2017,74.8
03241001,2018,76.3
03241001,2019,78.9
03241001,2020,69.9
03241001,2021,72.9
03241001,2022,75.7
03241001,2023,84.4
03241001,2024,82.5
03241001,2025,93.3
09672,2008,67.9
09672,2009,69.5
09672,2010,68.1
09672,2011,68.9
09672,2012,56.2
09672,2013,63.3
09672,2014,61.2
09672,2015,55.9
09672,2016,59.5
09672,2017,60.3
09672,2018,62.1
09672,2019,57.7
09672,2020,67.4
09672,2021,73.4
09672,2022,65.8
09672,2023,67.8
09672,2024,71.5
09672,2025,75.9
09174,2008,126.2
09174,2009,137.9
09174,2010,143.8
09174,2011,122.5
09174,2012,118.6
09174,2013,120.2
09174,2014,110.2
09174,2015,105.4
09174,2016,98.4
09174,2017,101.7
09174,2018,95.4
09174,2019,98.9
09174,2020,104.6
09174,2021,105.7
09174,2022,110
09174,2023,104.1
09174,2024,102.8
09174,2025,110.2
05170,2008,82.9
05170,2009,87
05170,2010,89
05170,2011,80.7
05170,2012,73.8
05170,2013,75.4
05170,2014,75.2
05170,2015,67.7
05170,2016,69.8
05170,2017,69.8
05170,2018,68.6
05170,2019,67.5
05170,2020,68.3
05170,2021,74.9
05170,2022,73
05170,2023,77.1
05170,2024,72.7
05170,2025,79
09575,2008,79.8
09575,2009,84.1
09575,2010,89.3
09575,2011,80.6
09575,2012,78.7
09575,2013,68.8
09575,2014,62.6
09575,2015,71.7
09575,2016,68.1
09575,2017,73.1
09575,2018,66.3
09575,2019,72.9
09575,2020,75.6
09575,2021,80.3
09575,2022,80.5
09575,2023,71.8
09575,2024,76.2
09575,2025,81.9
09372,2008,89.4
09372,2009,100.6
09372,2010,82.4
09372,2011,80.7
09372,2012,80
09372,2013,71.6
09372,2014,75.4
09372,2015,67.4
09372,2016,62.8
09372,2017,67
09372,2018,61.3
09372,2019,65.9
09372,2020,69.3
09372,2021,76.7
09372,2022,69.2
09372,2023,70.8
09372,2024,71
09372,2025,73.5
01053,2008,90.8
01053,2009,94.4
01053,2010,86.3
01053,2011,79.3
01053,2012,88.4
01053,2013,95
01053,2014,92.3
01053,2015,83.3
01053,2016,79.1
01053,2017,75.5
01053,2018,81.2
01053,2019,82
01053,2020,71.3
01053,2021,84.8
01053,2022,77.8
01053,2023,84
01053,2024,86.4
01053,2025,88.3
03158,2008,71.3
03158,2009,81.9
03158,2010,73
03158,2011,67.7
03158,2012,58.5
03158,2013,62.7
03158,2014,61.2
03158,2015,51.4
03158,2016,54.3
03158,2017,56.6
03158,2018,52.2
03158,2019,51.8
03158,2020,56.5
03158,2021,57.6
03158,2022,59.2
03158,2023,61.1
03158,2024,60.7
03158,2025,74
03405,2008,65.4
03405,2009,67.3
03405,2010,71.9
03405,2011,83.5
03405,2012,72.8
03405,2013,81.4
03405,2014,77.1
03405,2015,79.6
03405,2016,65.4
03405,2017,68.5
03405,2018,72
03405,2019,73.8
03405,2020,66.2
03405,2021,78.2
03405,2022,70.5
03405,2023,72.4
03405,2024,74.5
03405,2025,82.2
07141,2008,95.8
07141,2009,92.4
07141,2010,93.5
07141,2011,86.4
07141,2012,80.6
07141,2013,88.2
07141,2014,82
07141,2015,83
07141,2016,83.8
07141,2017,74
07141,2018,77.8
07141,2019,75.8
07141,2020,77.9
07141,2021,76.6
07141,2022,71.3
07141,2023,82.3
07141,2024,85.4
07141,2025,88.6
08327,2008,72.4
08327,2009,81.2
08327,2010,84.1
08327,2011,82.8
08327,2012,72.8
08327,2013,74.2
08327,2014,65.6
08327,2015,64.1
08327,2016,66.5
08327,2017,67.3
08327,2018,68.1
08327,2019,63
08327,2020,71.3
08327,2021,78.6
08327,2022,74.9
08327,2023,85.9
08327,2024,80.9
08327,2025,91.4
07134,2008,81.6
07134,2009,84.1
07134,2010,80.4
07134,2011,78.5
07134,2012,67.1
07134,2013,71.9
07134,2014,72.4
07134,2015,70.3
07134,2016,64.8
07134,2017,72.1
07134,2018,66.2
07134,2019,60.1
