ags,year,rate_pct
12060,2021,0.3
12060,2022,0.2
12060,2023,1
12060,2024,1.6
12061,2011,2.2
12061,2012,0.7
12061,2013,1.3
12061,2014,2.1
12061,2015,1.5
12061,2016,0.9
12061,2017,0.9
12061,2018,0.8
12061,2019,0.7
12061,2020,0.6
12061,2021,0.7
12061,2022,0.5
12061,2023,1.3
12061,2024,2.2
12062,2011,2.8
12062,2012,1.1
12062,2013,1.1
12062,2014,1.8
12062,2015,1.2
12062,2016,1.1
12062,2017,0.7
12062,2018,0.5
12062,2019,0.7
12062,2020,0.5
12062,2021,0.9
12062,2022,0.8
12062,2023,1.6
12062,2024,1.9
12063,2011,1.5
12063,2012,1.4
12063,2013,1.4
12063,2014,1.2
12063,2015,1
12063,2016,0.9
12063,2017,0.6
12063,2018,0.8
12063,2019,0.7
12063,2020,0.7
12063,2021,1.1
12063,2022,1.7
12063,2023,1.6
12063,2024,2
12064,2011,2.3
12064,2012,0.7
12064,2013,1.1
12064,2014,1
12064,2015,1.3
12064,2016,1.4
12064,2017,0.7
12064,2018,0.7
12064,2019,0.8
12064,2020,0.5
12064,2021,0.5
12064,2022,0.6
12064,2023,1.1
12064,2024,1.2
12065,2011,2.1
12065,2012,1
12065,2013,0.7
12065,2014,2
12065,2015,1.9
12065,2016,1.3
12065,2017,1.2
12065,2018,1.3
12065,2019,1.6
12065,2020,1
12065,2021,0.9
12065,2022,0.8
12065,2023,1.6
12065,2024,3.4
12066,2011,2.8
12066,2012,1.5
12066,2013,1.4
12066,2014,1.1
12066,2015,0.9
12066,2016,0.5
12066,2017,0.5
12066,2018,0.3
12066,2019,0.8
12066,2020,0.4
12066,2021,0.6
12066,2022,1.3
12066,2023,2.3
12066,2024,2.6
12067,2011,1.5
12067,2012,0.7
12067,2013,0.9
12067,2014,1.5
12067,2015,1
12067,2016,0.5
12067,2017,0.9
12067,2018,0.8
12067,2019,0.8
12067,2020,0.7
12067,2021,0.4
12067,2022,0.3
12067,2023,1.2
12067,2024,1.4
12068,2011,3.9
12068,2012,1
12068,2013,1
12068,2014,1.3
12068,2015,1.1
12068,2016,0.8
12068,2017,0.9
12068,2018,0.5
12068,2019,0.9
12068,2020,1.1
12068,2021,0.9
12068,2022,2.3
12068,2023,3.2
12068,2024,2.2
12069,2011,1
12069,2012,0.7
12069,2013,0.5
12069,2014,1.3
12069,2015,1.2
12069,2016,1
12069,2017,1.2
12069,2018,0.7
12069,2019,1.3
12069,2020,1.2
12069,2021,0.8
12069,2022,0.7
12069,2023,1.1
12069,2024,3.1
12070,2011,2
12070,2012,0.4
12070,2013,0.5
12070,2014,1.2
12070,2015,0.6
12070,2016,0.5
12070,2017,0.3
12070,2018,0.5
12070,2019,0.2
12070,2020,0.1
12070,2021,0.1
12070,2022,0.5
12070,2023,1.7
12070,2024,1.8
12071,2011,2
12071,2012,0.7
12071,2013,1.1
12071,2014,1.2
12071,2015,0.9
12071,2016,0.4
12071,2017,0.4
12071,2018,0.1
12071,2019,0.5
12071,2020,0.4
12071,2021,0.4
12071,2022,0.6
12071,2023,0.5
12071,2024,1.4
12072,2011,1
12072,2012,0.6
12072,2013,1.1
12072,2014,0.9
12072,2015,1.5
12072,2016,0.9
12072,2017,0.7
12072,2018,0.8
12072,2019,0.8
12072,2020,0.7
12072,2021,0.7
12072,2022,0.8
12072,2023,1.5
12072,2024,1.9
12073,2011,0.9
12073,2012,0.6
12073,2013,1.1
12073,2014,1.2
12073,2015,0.8
12073,2016,1
12073,2017,0.6
12073,2018,0.6
12073,2019,1.2
12073,2020,0.9
12073,2021,1
12073,2022,1.6
12073,2023,2.1
12073,2024,2.1
13003,2011,2.5
13003,2012,2.3
13003,2013,2.3
13003,2014,2.3
13003,2015,1.7
13003,2016,1.7
13003,2017,1.5
13003,2018,0.9
13003,2019,1.1
13003,2020,1.1
13003,2021,1.8
13003,2022,2.8
13003,2023,2.5
13003,2024,2.8
13004,2011,2.9
13004,2012,3.3
13004,2013,2.3
13004,2014,1.7
13004,2015,1.6
13004,2016,0.8
13004,2017,1
13004,2018,0.8
13004,2019,0.8
13004,2020,0.8
13004,2021,1.4
13004,2022,5.6
13004,2023,4.6
13004,2024,3
13071,2011,1.9
13071,2012,1.7
13071,2013,1.6
13071,2014,1.2
13071,2015,0.7
13071,2016,0.7
13071,2017,0.4
13071,2018,0.7
13071,2019,0.6
13071,2020,0.6
13071,2021,1.2
13071,2022,1.3
13071,2023,1.4
13071,2024,2.1
13072,2011,1
13072,2012,1
13072,2013,1.1
13072,2014,1.7
13072,2015,1.2
13072,2016,1
13072,2017,0.9
13072,2018,0.5
13072,2019,0.5
13072,2020,0.4
13072,2021,0.3
13072,2022,0.6
13072,2023,1
13072,2024,1.1
13073,2011,1.3
13073,2012,1.5
13073,2013,1.7
13073,2014,1
13073,2015,0.5
13073,2016,0.5
13073,2017,0.4
13073,2018,0.3
13073,2019,0.6
13073,2020,0.3
13073,2021,0.7
13073,2022,1.7
13073,2023,1.8
13073,2024,1.1
13074,2011,2.3
13074,2012,1.4
13074,2013,1.2
13074,2014,1.6
13074,2015,1.1
13074,2016,0.8
13074,2017,1
13074,2018,0.8
13074,2019,1.1
13074,2020,1.1
13074,2021,0.9
13074,2022,1.5
13074,2023,2.6
13074,2024,2.7
13075,2011,1.4
13075,2012,1.2
13075,2013,1.5
13075,2014,0.9
13075,2015,0.9
13075,2016,1.1
13075,2017,1
13075,2018,0.8
13075,2019,0.8
13075,2020,0.6
13075,2021,1.3
13075,2022,1.6
13075,2023,1.1
13075,2024,1.7
13076,2011,1.3
13076,2012,1.1
13076,2013,0.6
13076,2014,0.7
13076,2015,0.8
13076,2016,0.4
13076,2017,0.3
13076,2018,0.3
13076,2019,0.4
13076,2020,0.6
13076,2021,0.7
13076,2022,1.1
13076,2023,0.8
13076,2024,1.3
14511,2011,1.4
14511,2012,1.6
14511,2013,1.9
14511,2014,1.7
14511,2015,1.1
14511,2016,0.9
14511,2017,0.8
14511,2018,0.4
14511,2019,0.9
14511,2020,0.7
14511,2021,0.7
14511,2022,0.7
14511,2023,1.1
14511,2024,1.2
14521,2011,0.5
14521,2012,0.6
14521,2013,1.1
14521,2014,0.8
14521,2015,0.5
14521,2016,0.4
14521,2017,0.6
14521,2018,0.7
14521,2019,0.5
14521,2020,0.4
14521,2021,0.3
14521,2022,0.7
14521,2023,0.5
14521,2024,0.7
14522,2011,0.8
14522,2012,0.7
14522,2013,1
14522,2014,0.6
14522,2015,0.8
14522,2016,0.6
14522,2017,0.6
14522,2018,0.7
14522,2019,0.7
14522,2020,0.5
14522,2021,1
14522,2022,1
14522,2023,1.3
14522,2024,1.8
14523,2011,1.6
14523,2012,1.2
14523,2013,1.8
14523,2014,1.3
14523,2015,1.5
14523,2016,1
14523,2017,1
14523,2018,1.1
14523,2019,1.3
14523,2020,1.3
14523,2021,0.9
14523,2022,1.3
14523,2023,1.2
14523,2024,2.2
14524,2011,0.8
14524,2012,0.7
14524,2013,1.3
14524,2014,1.8
14524,2015,1.3
14524,2016,0.7
14524,2017,0.7
14524,2018,0.7
14524,2019,0.7
14524,2020,0.4
14524,2021,0.6
14524,2022,1.1
14524,2023,0.5
14524,2024,0.8
14612,2011,1
14612,2012,1.5
14612,2013,1.2
14612,2014,0.9
14612,2015,0.9
14612,2016,1.1
14612,2017,1.2
14612,2018,1
14612,2019,1.2
14612,2020,1.1
14612,2021,1.2
14612,2022,1.5
14612,2023,1
14612,2024,1
14625,2011,1.1
14625,2012,1
14625,2013,1.6
14625,2014,0.8
14625,2015,0.4
14625,2016,0.8
14625,2017,0.6
14625,2018,0.6
14625,2019,0.8
14625,2020,0.8
14625,2021,0.6
14625,2022,0.5
14625,2023,0.6
14625,2024,1.3
14626,2011,0.9
14626,2012,0.9
14626,2013,1
14626,2014,1
14626,2015,0.5
14626,2016,0.7
14626,2017,0.5
14626,2018,0.8
14626,2019,0.8
14626,2020,0.4
14626,2021,0.1
14626,2022,0.1
14626,2023,0.2
14626,2024,0.9
14627,2011,1.5
14627,2012,1.1
14627,2013,1.3
14627,2014,0.8
14627,2015,1.1
14627,2016,0.6
14627,2017,0.7
14627,2018,0.6
14627,2019,0.8
14627,2020,0.9
14627,2021,0.8
14627,2022,0.6
14627,2023,0.8
14627,2024,1.1
14628,2011,0.5
14628,2012,0.8
14628,2013,1
14628,2014,0.8
14628,2015,0.7
14628,2016,0.5
14628,2017,0.5
14628,2018,0.5
14628,2019,0.5
14628,2020,0.6
14628,2021,0.3
14628,2022,1.9
14628,2023,1.3
14628,2024,1.1
14713,2011,1.6
14713,2012,1.8
14713,2013,1.3
14713,2014,1.1
14713,2015,1.3
14713,2016,1.2
14713,2017,1.1
14713,2018,1.2
14713,2019,1.4
14713,2020,1
14713,2021,1.1
14713,2022,0.9
14713,2023,0.9
14713,2024,1.9
14729,2011,1.1
14729,2012,1.2
14729,2013,0.8
14729,2014,0.9
14729,2015,1.5
14729,2016,0.9
14729,2017,0.9
14729,2018,0.7
14729,2019,0.8
14729,2020,0.6
14729,2021,0.9
14729,2022,1.1
14729,2023,1.7
14729,2024,2
14730,2011,0.7
14730,2012,0.9
14730,2013,1.6
14730,2014,1.4
14730,2015,1.2
14730,2016,0.8
14730,2017,0.9
14730,2018,0.9
14730,2019,0.8
14730,2020,0.6
14730,2021,0.7
14730,2022,0.6
14730,2023,0.9
14730,2024,1.5
15001,2011,0.9
15001,2012,1.6
15001,2013,1.3
15001,2014,0.9
15001,2015,1.4
15001,2016,1.4
15001,2017,0.5
15001,2018,1.3
15001,2019,1.1
15001,2020,1.3
15001,2021,1
15001,2022,3.3
15001,2023,3.4
15001,2024,2.5
15002,2011,2.5
15002,2012,2.1
15002,2013,1.9
15002,2014,1.3
15002,2015,1
15002,2016,1
15002,2017,1.3
15002,2018,0.7
15002,2019,0.9
15002,2020,0.7
15002,2021,0.9
15002,2022,1.2
15002,2023,2
15002,2024,2
15003,2011,1.8
15003,2012,1.7
15003,2013,1.4
15003,2014,1.2
15003,2015,1.2
15003,2016,1.2
15003,2017,0.8
15003,2018,0.5
15003,2019,0.5
15003,2020,0.3
15003,2021,0.4
15003,2022,0.7
15003,2023,1.3
15003,2024,1.9
15081,2011,2.1
15081,2012,1.9
15081,2013,1.7
15081,2014,1.2
15081,2015,1.3
15081,2016,0.9
15081,2017,0.9
15081,2018,0.5
15081,2019,0.6
15081,2020,0.3
15081,2021,0.9
15081,2022,1.1
15081,2023,2.3
15081,2024,1.6
15082,2011,1
15082,2012,1.5
15082,2013,1
15082,2014,1
15082,2015,0.6
15082,2016,0.6
15082,2017,0.6
15082,2018,0.6
15082,2019,0.7
15082,2020,0.5
15082,2021,0.5
15082,2022,1
15082,2023,0.9
15082,2024,0.9
15083,2011,1.2
15083,2012,0.7
15083,2013,1.3
15083,2014,1.6
15083,2015,0.8
15083,2016,0.5
15083,2017,0.5
15083,2018,0.4
15083,2019,0.8
15083,2020,0.4
15083,2021,0.7
15083,2022,0.9
15083,2023,0.5
15083,2024,2.3
15084,2011,1.1
15084,2012,1.2
15084,2013,1.3
15084,2014,0.5
15084,2015,0.6
15084,2016,0.3
15084,2017,0.5
15084,2018,0.6
15084,2019,0.4
15084,2020,0.6
15084,2021,0.3
15084,2022,0.8
15084,2023,1.2
15084,2024,1.4
15085,2011,0.7
15085,2012,1.4
15085,2013,1.1
15085,2014,0.9
15085,2015,0.7
15085,2016,0.4
15085,2017,0.4
15085,2018,0.8
15085,2019,0.7
15085,2020,0.6
15085,2021,0.8
15085,2022,0.4
15085,2023,0.2
15085,2024,1.2
15086,2011,0.7
15086,2012,1
15086,2013,1
15086,2014,0.3
15086,2015,0.4
15086,2016,0.3
15086,2017,0.4
15086,2018,0.4
15086,2019,0.5
15086,2020,0.4
15086,2021,1
15086,2022,1.3
15086,2023,1.4
15086,2024,1.8
15087,2011,1.3
15087,2012,2.7
15087,2013,1.4
15087,2014,2
15087,2015,2.6
15087,2016,1.3
15087,2017,0.9
15087,2018,1
15087,2019,0.9
15087,2020,1.1
15087,2021,1.7
15087,2022,2.5
15087,2023,2.2
15087,2024,3.4
15088,2011,1.1
15088,2012,1.1
15088,2013,1.2
15088,2014,0.6
15088,2015,0.7
15088,2016,0.6
15088,2017,0.4
15088,2018,0.3
15088,2019,0.4
15088,2020,0.6
15088,2021,0.4
15088,2022,0.8
15088,2023,1.3
15088,2024,1.7
15089,2011,1.2
15089,2012,2.1
15089,2013,1
15089,2014,1.2
15089,2015,0.9
15089,2016,0.6
15089,2017,0.9
15089,2018,0.6
15089,2019,0.6
15089,2020,0.5
15089,2021,0.9
15089,2022,1.5
15089,2023,2.1
15089,2024,1.6
15090,2011,3.8
15090,2012,1.4
15090,2013,1
15090,2014,2.1
15090,2015,1.5
15090,2016,0.6
15090,2017,0.6
15090,2018,1
15090,2019,0.6
15090,2020,1.9
15090,2021,1.6
15090,2022,3.2
15090,2023,2
15090,2024,2.1
15091,2011,0.6
15091,2012,1.2
15091,2013,1.4
15091,2014,1
15091,2015,0.5
15091,2016,0.4
15091,2017,0.6
15091,2018,0.3
15091,2019,0.5
15091,2020,0.3
15091,2021,0.6
15091,2022,2
15091,2023,1.1
15091,2024,2
16051,2011,1.4
16051,2012,0.7
16051,2013,1.4
16051,2014,1.3
16051,2015,1.5
16051,2016,1
16051,2017,1
16051,2018,0.6
16051,2019,0.9
16051,2020,0.7
16051,2021,0.8
16051,2022,0.9
16051,2023,0.8
16051,2024,1.1
16052,2011,1.5
16052,2012,2
16052,2013,1.8
16052,2014,1.8
16052,2015,0.8
16052,2016,0.3
16052,2017,0.8
16052,2018,0.3
16052,2019,0.2
16052,2020,0.5
16052,2021,0.6
16052,2022,0.7
16052,2023,1
16052,2024,2.4
16053,2011,0.5
16053,2012,1
16053,2013,0.9
16053,2014,0.8
16053,2015,0.7
16053,2016,0.6
16053,2017,0.6
16053,2018,0.8
16053,2019,0.8
16053,2020,0.7
16053,2021,0.6
16053,2022,0.6
16053,2023,1.6
16053,2024,2.5
16054,2011,3.1
16054,2012,2.7
16054,2013,2.2
16054,2014,0.4
16054,2015,0.6
16054,2016,0.6
16054,2017,1
16054,2018,0.4
16054,2019,0.4
16054,2020,0.7
16054,2021,1.3
16054,2022,0.5
16054,2023,1.5
16054,2024,0.8
16055,2011,0.8
16055,2012,1.8
16055,2013,0.9
16055,2014,0.6
16055,2015,0.6
16055,2016,0.8
16055,2017,0.8
16055,2018,1
16055,2019,0.7
16055,2020,0.5
16055,2021,0.8
16055,2022,1.4
16055,2023,0.9
16055,2024,3.1
16056,2011,2.5
16056,2012,1.6
16056,2013,1.1
16056,2014,1.1
16056,2015,1
16056,2016,1
16056,2017,0.8
16056,2018,0.7
16056,2019,1.2
16056,2020,1.2
16061,2011,1.4
16061,2012,1.2
16061,2013,2.7
16061,2014,1.3
16061,2015,1.3
16061,2016,0.8
16061,2017,0.5
16061,2018,0.6
16061,2019,0.7
16061,2020,0.7
16061,2021,0.8
16061,2022,3.2
16061,2023,0.9
16061,2024,2.1
16062,2011,1.4
16062,2012,1.2
16062,2013,1.4
16062,2014,1.2
16062,2015,1
16062,2016,0.9
16062,2017,1.2
16062,2018,0.8
16062,2019,0.6
16062,2020,0.5
16062,2021,0.9
16062,2022,1.1
16062,2023,1.1
16062,2024,1.4
16063,2011,1.3
16063,2012,2
16063,2013,1.3
16063,2014,0.9
16063,2015,0.7
16063,2016,0.7
16063,2017,0.6
16063,2018,0.9
16063,2019,1.1
16063,2020,0.8
16063,2021,1.7
16063,2022,1.1
16063,2023,0.9
16063,2024,0.9
16064,2011,2.5
16064,2012,2.8
16064,2013,1.7
16064,2014,2.3
16064,2015,2
16064,2016,0.8
16064,2017,1.1
16064,2018,0.6
16064,2019,0.8
16064,2020,0.7
16064,2021,0.8
16064,2022,2.2
16064,2023,2.2
16064,2024,3.9
16065,2011,0.8
16065,2012,1.8
16065,2013,0.8
16065,2014,1
16065,2015,0.8
16065,2016,0.7
16065,2017,0.9
16065,2018,0.7
16065,2019,0.5
16065,2020,0.3
16065,2021,0.5
16065,2022,1.1
16065,2023,0.8
16065,2024,0.4
16066,2011,1.3
16066,2012,1.8
16066,2013,1.8
16066,2014,1.7
16066,2015,1.5
16066,2016,0.9
16066,2017,0.6
16066,2018,0.8
16066,2019,1
16066,2020,0.4
16066,2021,1.1
16066,2022,0.9
16066,2023,1.7
16066,2024,1.9
16067,2011,1.3
16067,2012,0.9
16067,2013,1.2
16067,2014,0.9
16067,2015,0.6
16067,2016,0.4
16067,2017,0.5
16067,2018,0.4
16067,2019,0.7
16067,2020,0.6
16067,2021,0.6
16067,2022,1.1
16067,2023,1
16067,2024,0.7
16068,2011,2
16068,2012,1.3
16068,2013,1.2
16068,2014,0.7
16068,2015,1.4
16068,2016,1.1
16068,2017,1
16068,2018,0.3
16068,2019,0.5
16068,2020,0.5
16068,2021,0.2
16068,2022,0.8
16068,2023,0.7
16068,2024,0.7
16069,2011,1.9
16069,2012,1.3
16069,2013,1.5
16069,2014,2.4
16069,2015,2.3
16069,2016,0.9
16069,2017,0.6
16069,2018,0.8
16069,2019,1
16069,2020,0.9
16069,2021,0.4
16069,2022,0.2
16069,2023,0.5
16069,2024,2.1
16070,2011,2.6
16070,2012,2.3
16070,2013,1.4
16070,2014,1.6
16070,2015,1.4
16070,2016,1
16070,2017,1.4
16070,2018,0.5
16070,2019,0.9
16070,2020,0.5
16070,2021,0.8
16070,2022,1.7
16070,2023,0.9
16070,2024,1.1
16071,2011,1.2
16071,2012,2.8
16071,2013,1.5
16071,2014,1.6
16071,2015,0.7
16071,2016,1
16071,2017,0.9
16071,2018,0.5
16071,2019,0.5
16071,2020,1
16071,2021,0.9
16071,2022,0.8
16071,2023,1.2
16071,2024,1.6
16072,2011,2.1
16072,2012,2.4
16072,2013,1.6
16072,2014,1.1
16072,2015,1
16072,2016,0.5
16072,2017,0.7
16072,2018,0.9
16072,2019,0.9
16072,2020,0.3
16072,2021,0.6
16072,2022,0.8
16072,2023,0.5
16072,2024,2.2
16073,2011,1.7
16073,2012,1.3
16073,2013,1.2
16073,2014,1.5
16073,2015,1.1
16073,2016,0.8
16073,2017,0.7
16073,2018,0.9
16073,2019,1.4
16073,2020,0.9
16073,2021,1.2
16073,2022,2.6
16073,2023,1.8
16073,2024,1.6
16074,2011,1
16074,2012,0.7
16074,2013,1.5
16074,2014,0.4
16074,2015,0.6
16074,2016,0.4
16074,2017,0.3
16074,2018,1
16074,2019,0.6
16074,2020,0.5
16074,2021,0.5
16074,2022,0.5
16074,2023,0.2
16074,2024,0.5
16075,2011,1.5
16075,2012,0.7
16075,2013,0.9
16075,2014,0.7
16075,2015,0.5
16075,2016,0.2
16075,2017,0.5
16075,2018,0.6
16075,2019,0.7
16075,2020,0.9
16075,2021,0.8
16075,2022,1.9
16075,2023,1.3
16075,2024,1.4
16076,2011,1
16076,2012,2.3
16076,2013,1.1
16076,2014,1.2
16076,2015,0.9
16076,2016,0.9
16076,2017,0.7
16076,2018,0.7
16076,2019,0.2
16076,2020,0.6
16076,2021,0.8
16076,2022,0.9
16076,2023,0.4
16076,2024,0.1
16077,2011,0.9
16077,2012,1.7
16077,2013,0.5
16077,2014,0.6
16077,2015,0.9
16077,2016,0.2
16077,2017,0.4
16077,2018,0.7
16077,2019,0.6
16077,2020,0.5
16077,2021,0.3
16077,2022,0.6
16077,2023,1
16077,2024,1.6
11001001,2011,1.9
11001001,2012,1.1
11001001,2013,1.7
11001001,2014,1.5
11001001,2015,1.3
11001001,2016,1
11001001,2017,0.8
11001001,2018,0.8
11001001,2019,0.9
11001001,2020,1
11001001,2021,1.1
11001001,2022,1
11001001,2023,1.1
11002002,2011,1.7
11002002,2012,1.7
11002002,2013,1.5
11002002,2014,1.4
11002002,2015,1.2
11002002,2016,1
11002002,2017,1.1
11002002,2018,1.1
11002002,2019,1.4
11002002,2020,1.2
11002002,2021,1.5
11002002,2022,1.9
11002002,2023,2
11003003,2011,1.3
11003003,2012,1.2
11003003,2013,1.2
11003003,2014,1.1
11003003,2015,0.8
11003003,2016,0.7
11003003,2017,0.8
11003003,2018,0.8
11003003,2019,0.8
11003003,2020,0.8
11003003,2021,1
11003003,2022,0.7
11003003,2023,0.5
11004004,2011,2.4
11004004,2012,2
11004004,2013,1.7
11004004,2014,1.7
11004004,2015,1.5
11004004,2016,1.4
11004004,2017,1.3
11004004,2018,1.2
11004004,2019,0.9
11004004,2020,1.2
11004004,2021,1.8
11004004,2022,1.9
11004004,2023,1.6
11005005,2011,2.1
11005005,2012,1.9
11005005,2013,1.3
11005005,2014,1.3
11005005,2015,1
11005005,2016,1.1
11005005,2017,1.1
11005005,2018,1.1
11005005,2019,1.1
11005005,2020,0.9
11005005,2021,0.9
11005005,2022,1.2
11005005,2023,0.8
11006006,2011,2
11006006,2012,1.8
11006006,2013,1.6
11006006,2014,1.2
11006006,2015,1.4
11006006,2016,1.5
11006006,2017,1.5
11006006,2018,1.3
11006006,2019,1.4
11006006,2020,0.7
11006006,2021,0.9
11006006,2022,0.7
11006006,2023,0.9
11007007,2011,1.6
11007007,2012,1.5
11007007,2013,1.4
11007007,2014,1.4
11007007,2015,1.4
11007007,2016,1.3
11007007,2017,1.3
11007007,2018,1.2
11007007,2019,1.1
11007007,2020,1
11007007,2021,1.1
11007007,2022,1.6
11007007,2023,1.9
11008008,2011,2.3
11008008,2012,1.9
11008008,2013,1.5
11008008,2014,1.4
11008008,2015,1.2
11008008,2016,1.2
11008008,2017,1.3
11008008,2018,1.2
11008008,2019,1.2
11008008,2020,0.9
11008008,2021,1.1
11008008,2022,1.2
11008008,2023,1.4
11009009,2011,2.2
11009009,2012,2.1
11009009,2013,1.9
11009009,2014,1.6
11009009,2015,1.4
11009009,2016,1.3
11009009,2017,1.3
11009009,2018,1.2
11009009,2019,1.1
11009009,2020,0.9
11009009,2021,0.9
11009009,2022,1.1
11009009,2023,0.9
11010010,2011,2.2
11010010,2012,1.8
11010010,2013,1.3
11010010,2014,1.3
11010010,2015,1.3
11010010,2016,0.9
11010010,2017,1
11010010,2018,0.8
11010010,2019,0.6
11010010,2020,0.7
11010010,2021,0.6
11010010,2022,0.8
11010010,2023,0.6
11011011,2011,1.7
11011011,2012,1.6
11011011,2013,1.5
11011011,2014,1.4
11011011,2015,1.3
11011011,2016,1
11011011,2017,1
11011011,2018,0.8
11011011,2019,0.8
11011011,2020,0.6
11011011,2021,0.7
11011011,2022,0.8
11011011,2023,0.8
11012012,2011,1
11012012,2012,1.6
11012012,2013,1.7
11012012,2014,1.5
11012012,2015,1.2
11012012,2016,1.1
11012012,2017,0.9
11012012,2018,0.9
11012012,2019,0.6
11012012,2020,0.6
11012012,2021,0.9
11012012,2022,1
11012012,2023,1.3
09463,2011,1.4
09463,2012,1.5
09463,2013,1
09463,2014,1.2
09463,2015,0.9
09463,2016,1.3
09463,2017,1.1
09463,2018,0.7
09463,2019,0.8
09463,2020,0.9
09463,2021,0.5
09463,2022,1
09463,2023,2.8
09463,2024,5.2
09576,2011,1.7
09576,2012,1.7
09576,2013,1.5
09576,2014,1.3
09576,2015,1.3
09576,2016,0.8
09576,2017,0.7
09576,2018,1.3
09576,2019,1.6
09576,2020,1.3
09576,2021,1
09576,2022,1.4
09576,2023,3.5
09576,2024,4.9
07133,2011,1.6
07133,2012,1.9
07133,2013,1.6
07133,2014,1.6
07133,2015,1.6
07133,2016,1.7
07133,2017,1.2
07133,2018,0.8
07133,2019,1.1
07133,2020,1.2
07133,2021,1.1
07133,2022,1.8
07133,2023,1.7
07133,2024,1.7
08236,2011,0.7
08236,2012,1
08236,2013,0.9
08236,2014,0.8
08236,2015,0.9
08236,2016,0.8
08236,2017,0.7
08236,2018,0.6
08236,2019,0.7
08236,2020,0.6
08236,2021,0.8
08236,2022,0.9
08236,2023,0.9
08236,2024,1.3
09779,2011,1.3
09779,2012,1.8
09779,2013,1.5
09779,2014,1.3
09779,2015,1
09779,2016,0.9
09779,2017,1.1
09779,2018,1
09779,2019,0.8
09779,2020,0.8
09779,2021,0.9
09779,2022,1.1
09779,2023,1
09779,2024,1.6
09673,2011,1.8
09673,2012,1.4
09673,2013,1.6
09673,2014,1.9
09673,2015,0.9
09673,2016,1.1
09673,2017,1
09673,2018,1
09673,2019,0.6
09673,2020,1.6
09673,2021,1.3
09673,2022,1.6
09673,2023,1.4
09673,2024,2.8
05119,2011,1.6
05119,2012,1.9
05119,2013,1.8
05119,2014,1.6
05119,2015,1.6
05119,2016,0.5
05119,2017,0.8
05119,2018,0.7
05119,2019,0.5
